HK3,9.126679,9.489002,9.815209,9.396457,9.224898,9.232554,8.763514,8.962476,8.782543,8.745112,8.981793,8.992183,9.150242,9.198438,9.116266,8.891225,8.941617,9.297451,9.394848,9.288641,9.136086,8.616257,9.169816,9.189316,8.616212,9.03235,9.076458,8.887607,9.237308,8.8328,9.218856,9.175146,9.284965,8.96107,8.976707,9.025259,8.882565,9.344471,9.076141,8.903954,9.070026,8.962645,9.414995,9.547843,9.948556,9.359455,9.470088,9.582871,9.294803,9.520345,9.596182,9.288841,9.379946,9.278028
SNX13,8.002804,8.0526696,6.5685174,7.6120582,7.6697892,7.6823136,7.983772,7.9349516,7.8461354,7.8996576,7.9315846,7.9606894,8.0662642,8.430132,7.9458958,7.7615262,7.8643622,7.7662768,7.8439934,8.2292672,8.0173828,8.199529,8.1146026,8.1461216,7.8252608,7.9097594,7.7895962,7.7276022,7.925658,7.7861542,8.0203072,8.275378,8.2577006,8.1752426,8.0334994,8.1419994,8.2551442,8.4951494,8.4236242,8.3847388,8.0679352,8.1568664,8.1347098,8.371259,8.57302,8.3507126,8.0367056,8.2886124,8.4036596,8.4042114,8.344615,8.1179906,8.4107024,8.360843
PRDM16,3.92568525,3.93844325,4.31037225,3.99532125,3.9712685,3.984152,3.73924875,3.957171,3.93784675,3.86759625,3.9948905,4.0701275,4.05935475,3.77409375,3.9915555,4.18527125,4.21083475,3.87320825,3.92861425,4.14352475,4.21345725,4.06587725,4.004743,3.7676475,3.83444725,3.86691225,3.93189775,3.83287025,3.92623825,4.0095015,3.800756,3.8810885,3.79751975,3.8856215,4.03187125,3.924438,3.89481575,3.95505825,3.801961,3.94636675,4.091894,4.144813,3.817949,3.8794625,3.9724355,3.9448685,3.93872125,3.905608,3.8879145,3.81053425,3.82626575,4.113585,3.7018055,4.181352
TMEM222,9.083527,9.164022,9.436649,9.303808,9.121277,9.135357,9.023069,9.038777,9.129431,8.971158,9.316331,9.198303,9.130259,9.164235,9.052205,9.004305,9.139033,9.247651,9.302372,9.07404,8.980975,8.628058,9.153834,9.230807,9.153355,9.052893,9.160983,8.980239,9.310608,9.235902,8.969455,8.91794,8.822445,8.808449,8.87278,8.772644,9.166908,9.309304,9.203538,9.08741,9.095668,9.130536,9.092372,9.08547,9.251223,8.971197,9.201457,9.266446,8.91092,8.904472,8.902908,9.029214,8.912843,8.833637
EEF1D,5.652455667,6.006087,6.082034667,6.006379333,5.819491667,5.864107667,5.772464333,5.957207667,5.982542333,6.094466333,5.913235667,5.835938333,5.5467,5.783642667,5.822510667,5.948689667,5.891643667,5.889591667,5.739628,5.801759333,5.667931,5.909949333,5.905786333,5.733809,5.534466333,5.657106,5.765420667,5.571225667,5.883649333,5.707723333,5.821642333,5.808445,5.781196,5.892038333,5.717688,5.700105667,5.717041667,5.934942667,5.801386333,5.825145667,5.860933667,5.773203333,5.961066,6.008365667,5.921968,5.893340667,5.786673,5.813602333,5.608709,5.753443,5.777664667,5.830371667,5.793932667,5.532566667
NFYB,7.612543667,7.889001167,6.292428667,7.499954667,7.534476167,7.185468333,7.773431833,7.925687833,7.534507333,7.809919667,7.989925333,8.130461,7.476822167,7.953729333,7.493282833,7.279576833,7.418926167,7.456998833,7.079940833,7.186622333,7.266752667,7.355245667,7.555050833,7.4863805,7.970572667,7.537796333,7.4634345,7.456583167,7.6719765,7.534714333,7.521771167,7.926048667,8.457569667,7.713266167,7.54244,7.8514275,7.339021167,7.6920555,7.5159075,7.495311667,7.322273667,7.368744833,7.627528,7.881162,8.2979515,8.281005333,7.789768167,7.383383167,8.0740815,8.300471833,8.488219667,7.729916,8.236852667,7.922869167
RPL10L,8.447207,8.914463,9.045706,8.683719,8.642027,8.753697,8.71847,8.773904,8.582272,8.741212,8.550763,8.833487,8.123586,8.224705,8.323306,8.697478,8.455634,8.234177,8.436049,8.416811,8.476347,8.371668,8.150447,8.401825,8.186502,8.044845,8.534223,8.378767,8.285268,8.193131,8.398011,8.306492,8.226229,8.545239,8.636916,8.434153,8.401999,8.797798,8.405816,8.498223,8.701363,8.617808,8.55333,8.310838,8.491343,8.438422,8.520683,8.477072,8.031327,8.123403,8.346665,8.368006,8.206222,8.269588
CHCHD3,10.386111,10.131848,9.872332,10.1386,10.360379,10.325549,10.15483,10.117883,10.175954,10.30053,9.973323,10.138705,10.177639,10.097353,10.151835,10.166144,9.964897,10.076858,10.0128,10.054703,10.021585,10.028768,10.316558,10.122231,10.451618,10.335279,10.493059,10.360936,10.214846,10.474011,10.409628,10.214214,10.211841,10.191604,10.351655,10.31466,10.266777,10.100573,10.262903,10.352578,10.382533,10.255029,10.322133,10.188858,10.05894,10.242291,10.291519,10.007431,10.405493,10.284827,10.240857,10.340495,10.292805,10.351438
C2orf48,3.8466165,4.1804505,4.252708,4.2565875,4.273943,4.1513805,4.1782705,4.389135,4.2926505,4.3458975,4.7004825,4.402633,4.636903,4.1913095,4.559818,5.055919,4.509565,4.631373,4.644461,4.429879,5.296059,4.476259,4.2809855,4.100587,4.051667,4.277547,4.665281,4.110381,4.4411665,4.408826,4.5523035,4.3901455,4.1216875,4.320799,4.250026,4.343278,4.1205015,4.341566,4.3196185,4.2855765,4.5573515,4.399139,4.380357,4.1073315,4.430314,4.196772,4.2124125,4.3380425,4.203038,4.497272,4.444781,4.4781915,4.3528745,4.4798435
SOX9,3.6293395,4.0296585,3.951667,4.1214155,4.263871,4.251655,3.7064735,4.010169,4.0246065,4.168688,3.8311595,4.254701,5.541993,4.4889055,5.4265475,5.7652255,5.7831365,5.410602,5.84156,4.9036945,6.5582695,3.9004085,3.7082765,4.662427,4.0694655,4.6270765,4.983514,3.929088,4.4646655,5.214644,5.012178,3.5339635,3.627444,3.82142,4.3348645,4.5143795,3.951726,3.6815895,4.0821815,3.7743,5.0347715,4.415854,4.2527585,3.687956,4.1224015,4.0787535,4.202552,3.9378905,4.116074,4.3152055,4.3085255,3.675519,4.73306,3.91673
LILRA1,8.823561,8.828315,9.14689,8.952333,8.736245,8.696663,9.084356,8.93747,8.880208,8.861222,8.716922,7.991603,9.492839,9.399758,9.416082,9.219137,9.327828,9.335371,9.502557,9.413108,9.098116,9.174407,8.731501,8.77595,8.739282,9.297427,9.242366,9.31101,8.922161,8.711673,9.26853,9.097678,8.99717,8.94083,8.77091,8.821863,9.149609,8.98611,8.820059,8.97772,8.749941,8.647362,9.83285,9.913338,9.604878,9.358269,9.599598,9.677933,9.218511,9.176761,9.190852,9.086471,8.87759,8.92015
ENSA,9.49540125,9.39891025,9.42841175,9.38602825,9.404198,9.407282,9.439568,9.35797125,9.54215425,9.50500425,9.323647,9.47760375,9.30898325,9.41256425,9.29174875,9.33152375,9.180491,9.23134425,9.19039,9.27273025,9.35307275,9.15241625,9.3554055,9.25214525,9.62159375,9.486971,9.5122485,9.52628725,9.54640975,9.54323225,9.35328525,9.4055885,9.52175425,9.4966795,9.4014125,9.27059275,9.34926725,9.36050725,9.50899925,9.45699575,9.383133,9.302735,9.18337875,9.408614,9.3236585,9.4440285,9.32707875,9.15399825,9.558883,9.49272775,9.47148475,9.48643325,9.50346475,9.357738
CRH,3.031428,3.005708,3.121351,3.184684,2.842506,2.947627,3.052916,2.953042,3.114812,2.888256,3.009979,3.03926,3.064948,2.670043,2.877658,3.211028,3.249004,3.274009,3.26107,3.011497,3.486405,3.185476,3.129877,2.72455,2.99338,3.169968,2.909059,3.138521,2.868301,3.224812,2.94074,2.935948,2.919288,2.846257,3.045683,2.94178,3.117908,3.126883,2.73815,3.0609,3.294543,3.179824,3.122441,2.794787,3.030694,2.950035,2.955261,2.997793,2.961606,2.794775,2.955189,2.983691,3.346231,2.872625
C17orf50,5.593149,5.266686,5.788538,5.888004,5.665018,5.60962,5.523496,5.435586,5.637888,5.513468,5.566087,5.608785,5.264424,5.468723,5.046545,4.900707,5.33823,5.530855,5.137739,5.118415,5.190677,5.39612,5.57826,5.452232,4.802714,5.328209,5.602303,5.425252,5.245188,4.982953,5.562836,5.225416,4.999255,5.050713,5.27233,5.26241,5.157447,5.169806,5.637434,5.500075,5.358992,5.433422,5.25198,5.203255,5.241853,5.224201,5.562577,5.358557,5.054855,4.952488,5.190476,5.250335,5.078505,5.235434
AFF4,9.2537475,9.2577635,8.9336635,9.3988845,9.1990015,9.234438,9.350729,9.3247005,9.1297385,9.302544,9.4498055,9.4603645,9.490344,9.436391,9.4635525,9.3548595,9.437802,9.456699,9.410867,9.2998685,9.330415,9.614051,9.446018,9.273247,9.239515,9.339244,9.2392835,9.1928845,9.4490125,9.215595,9.4691935,9.5201225,9.4216405,9.3524575,9.510495,9.4562065,9.231232,9.197008,9.2934905,9.157742,9.2883785,9.2620125,9.3790805,9.249295,9.3694095,9.340085,9.4629905,9.5694695,9.2914015,9.3573115,9.1260595,9.299005,9.2468185,9.483989
OR4P4,2.985982,3.128403,2.653035,2.800424,2.629326,2.800424,2.424884,2.919769,2.969757,2.825262,2.7255,2.511502,2.944705,2.807597,2.756401,2.584656,2.929708,2.881206,2.566969,2.572128,2.799752,2.510673,2.971405,2.946689,2.964612,2.621012,2.814319,2.676767,2.859797,3.12213,2.682291,2.652185,2.739157,2.730386,2.359372,2.681678,3.042844,2.674425,2.671849,2.917683,2.434773,2.487991,3.029471,2.737046,2.642919,2.695179,2.493748,2.566635,2.553122,2.774891,3.039001,2.664238,2.932751,2.665028
MCF2,4.847746,5.140409,3.461716,4.6464,4.629289,4.393642,5.452316,4.910328,4.985355,4.502516,6.222046,5.720178,5.121177,4.665718,4.710917,4.626452,4.270828,3.973586,4.52016,4.799541,4.424487,4.313976,5.084203,4.854214,4.865299,5.159076,4.669786,4.949848,4.258274,4.356797,4.711844,4.829149,5.66423,4.775508,4.392226,4.914752,5.704965,5.45103,5.741457,5.526811,5.136343,5.521633,4.459171,4.89212,5.310163,4.753631,4.18768,3.71854,5.365073,6.001477,5.714435,5.108576,5.845092,5.715509
SYT17,5.239174,5.077090333,5.351684,5.294801,5.525267,5.570605667,5.742811333,5.720825,5.915641333,5.753102333,5.794133667,5.830885667,6.017589667,5.823573667,6.042141667,6.122973667,6.152669333,6.337665667,5.997786333,5.671317333,5.760301333,5.812341333,6.032285,5.900520333,6.124258333,6.012053333,5.860324,6.003065333,6.344293,6.011289,5.900358667,5.865943667,5.996385,5.898418333,5.995298667,6.002652,6.044758,5.968680667,6.083395,6.033348333,6.084674333,6.051955,5.781957,5.631718333,5.911077,6.162947333,5.725493667,5.697808333,5.79192,5.651598,6.073456,5.773216667,5.806478,5.887026
EVL,7.76443925,7.727635,7.80796725,7.68641375,7.6334645,7.6822425,7.738205,7.86757025,7.7450955,7.83337925,7.9332505,7.995891,7.617628,7.67676,7.51979775,7.56017725,7.48752575,7.64051425,7.664768,7.564775,7.33183475,7.58499325,7.66444775,7.6155965,7.8763405,7.8679015,7.782525,7.71678325,7.85301625,7.7536255,7.667448,7.649859,7.67410875,7.68361,7.59555725,7.59967325,7.444827,7.50788075,7.561384,7.54912075,7.54753925,7.65058075,7.348687,7.322887,7.53000375,7.55066775,7.4935105,7.3352195,7.48304625,7.570912,7.5627435,7.726245,7.5610375,7.4736765
PUF60,10.671779,10.552236,11.139509,10.809569,10.755548,10.769146,10.539865,10.765047,10.867551,10.771756,11.049582,10.824234,10.673871,10.63742,10.522807,10.507249,10.66406,10.710805,10.576636,10.502399,10.474248,10.196813,10.65946,10.696573,10.937251,10.956134,10.99875,11.05543,11.181359,10.8556,10.680112,10.507766,10.522661,10.841438,10.52498,10.535526,10.727208,10.727134,10.633828,10.617925,10.585257,10.566187,10.577007,10.698698,10.611537,10.479186,10.573977,10.586446,10.593424,10.48188,10.59142,10.512019,10.538282,10.335653
PRLR,3.9264542,3.9198874,4.193305,3.9905674,4.0408872,4.028724,3.7795074,3.8128912,4.1670396,3.6681492,3.7703576,3.654002,3.6985504,3.7831804,3.689013,4.142276,4.0156626,3.7426056,3.870104,3.9595966,3.766945,3.6934098,3.7473482,3.9230138,3.7421432,3.804657,3.7179656,3.8110252,3.9712972,3.6629592,3.803238,3.9644896,3.7809436,3.8042922,3.7612894,3.918021,3.721391,3.8076636,3.8020828,3.609287,3.76438,3.7430326,4.019427,3.7894834,3.8652164,3.973241,3.7860646,3.9874996,4.0882534,4.044857,4.0031334,3.9540036,3.9637908,3.8825936
CHST7,9.106105,9.041562,9.322067,9.399011,9.286011,9.131535,9.601284,9.171024,9.338243,9.327668,9.406483,8.974767,8.992455,9.225704,8.804739,9.020286,8.69415,8.909667,9.744871,9.684187,9.193279,8.916627,9.214727,9.259906,9.064373,9.512626,9.473408,9.462879,9.220612,9.201933,9.20765,9.11797,9.031327,9.16385,8.936314,8.90827,9.767254,9.328,9.56011,9.339884,9.214745,9.281883,9.0607,9.371398,9.047062,8.755008,8.782983,8.886401,9.015134,9.056029,8.758961,9.16172,8.833773,8.785609
KLHL23,3.84659,3.749337667,3.298284667,3.432661667,3.9912,4.147350667,3.712147333,3.558635333,3.444520333,3.404794333,3.809044333,3.925499333,3.879660667,3.638488333,4.237317667,3.707825333,4.393210333,4.096585667,4.400311,4.192274333,4.776192,3.634879,3.821501333,3.845398667,3.733295333,4.008609333,4.007090667,3.751439667,4.033417333,4.099221,4.008136,3.689427667,3.886073667,3.81759,4.064827333,4.132444,3.508528667,3.646162667,3.452932,3.698401333,3.863901667,3.578298,3.401187333,3.496682333,3.71817,3.716527,3.586085667,3.540973,3.486391,3.63835,4.068813667,3.180822667,4.210956667,3.657479667
ZNF217,11.576583,11.661103,11.223465,11.473988,11.853095,11.698469,12.127615,11.951059,11.986387,11.898753,11.49462,11.814049,11.902765,11.864415,12.071961,12.125914,11.99328,12.002568,11.833999,11.981112,12.049414,12.038593,11.779912,11.891936,11.71003,11.891155,11.922144,11.846636,11.576108,11.869838,11.899312,11.861124,11.693175,11.909827,12.003622,11.988041,11.896428,11.889058,11.944645,11.931829,12.007107,11.91609,12.018999,11.960067,11.587529,11.966088,11.940765,12.016627,11.635626,11.595684,11.629361,11.835595,11.683345,11.876856
GUK1,10.781775,11.30780625,11.2726115,11.61373425,10.9846175,11.01958675,10.204064,9.7891715,10.232303,10.07042925,9.8102345,9.85990575,10.67551375,9.54321925,10.92037,10.44679075,11.04018075,10.95268325,10.01023625,9.75864225,9.166751,9.53778675,9.6138395,10.06293625,9.78404775,10.001954,10.176344,10.47131175,10.5772525,10.0550495,10.031285,9.7410855,9.09635325,9.585943,9.73196775,9.720894,10.8361765,10.09598825,10.2806675,10.559403,10.4043345,10.84721375,10.14990775,10.25387725,10.64000925,9.72531825,10.3846025,10.698656,10.361352,9.8582055,9.187748,10.31225775,10.266657,10.17345025
DHX40,9.6973545,9.6742455,9.267386,9.736445,9.7387955,9.6289905,9.6637185,9.5579545,9.657619,9.7359985,9.799688,9.662207,9.713802,9.8671405,9.845667,9.711143,9.758868,9.700347,9.701306,9.7410495,9.592755,9.845559,9.6421645,9.866758,9.7746015,9.71187,9.7414265,9.776103,9.7764635,9.715204,9.667148,9.7561055,9.7631155,9.7201435,9.7719605,9.790352,9.744982,9.7894465,9.7799665,9.838489,9.785402,9.65522,9.9819125,9.8279325,9.7799175,9.811221,9.7969905,9.920241,9.650064,9.5128355,9.504409,9.5625145,9.538709,9.5958685
NBR1,11.183342,11.2155425,11.224796,11.256622,11.222774,11.1947465,11.2625855,11.0244005,11.225817,11.235395,10.909359,10.8830815,11.3040525,11.3097535,11.348049,11.281975,11.3129635,11.261249,11.2461905,11.3207005,11.298948,11.2465885,11.0728945,11.148376,10.9437455,11.138332,11.0274775,11.0456905,10.962215,10.9602985,11.150265,11.2376315,11.150125,11.082562,11.227323,11.161005,11.239739,11.161705,11.29685,11.25877,11.181447,11.1296885,11.2678365,11.109894,11.178651,11.1176315,11.2654835,11.33975,11.0405815,11.0963695,11.069597,11.1919505,10.90856,11.180034
PSMB9,12.450525,12.4046945,12.5472665,12.46506,12.450678,12.384509,12.7002105,12.6221025,12.73914,12.7395575,12.7664655,12.654037,12.748529,12.694984,12.715346,12.584513,12.619675,12.6658145,12.787454,12.764263,12.750613,12.665986,12.7708165,12.7539815,12.601487,12.626484,12.663678,12.723162,12.6265475,12.6182285,12.5944685,12.606744,12.5537085,12.671416,12.517885,12.5712355,12.767097,12.7698025,12.810871,12.7674675,12.7110685,12.711824,12.7041845,12.850234,12.783927,12.7561445,12.6805515,12.748807,13.1206955,13.15153,13.1977725,13.1628605,13.0470275,13.0258995
TNNC2,4.7404425,5.1495465,5.4784435,5.283591,5.061693,4.7929685,4.9933135,4.9667695,5.432872,5.1165405,5.0777325,5.1215405,4.8527455,5.194993,4.94966,4.7261745,4.897477,4.603519,4.851318,4.678141,4.441667,4.4702595,4.7184435,4.6548015,4.741796,4.9296005,4.741182,4.6906565,4.83399,4.6938665,4.2049435,4.5395255,4.4625405,4.604086,4.7329065,4.45412,4.902806,4.8571445,4.877346,4.591058,4.9265985,4.7923735,4.873234,4.8100555,4.8168075,4.8102215,4.587005,4.5012685,4.5165265,4.8341445,4.8565145,4.5867215,4.452526,4.700026
CSNK1A1,8.129264,8.096605429,7.668419571,7.907877714,8.079403,8.054281571,8.179630143,8.151116714,8.159238714,8.100733,7.960985857,8.086442286,8.153193286,8.178798286,8.133033286,8.207626714,8.089072857,8.049137286,8.178891,8.193122571,8.243444571,8.33883,8.206060429,8.246021,8.188557,8.173122571,8.124855429,8.190870429,7.983593857,8.105914,8.148325286,8.238322286,8.269663143,8.301449714,8.223098143,8.322844714,8.192013286,8.170064143,8.212523143,8.240174571,8.153376714,8.241582,8.206345,8.344759571,8.143213,8.298586571,8.272953429,8.408087714,8.268446,8.315470571,8.180543857,8.235121714,8.196449429,8.244437143
SLC12A2,6.017535333,5.985524,5.826827,5.857487667,5.962046333,6.085830667,6.207193,6.021050333,6.065204333,6.216960333,6.238159333,6.263063,6.035233,6.070168,6.008582333,6.280026333,6.154757667,5.972858,5.930159333,5.707265667,6.104950667,5.814018333,5.916159667,6.146825,6.252844667,6.122158667,6.273906333,6.213599667,6.091898667,6.183026667,5.924376667,6.108217333,6.200287667,6.196148667,6.013046667,5.952481667,5.973873333,5.910201333,6.026328333,6.119114667,5.915199,6.024507333,5.906911667,5.765557,6.097258667,6.120587333,5.746738333,5.680604333,5.972244667,6.009829667,5.936448333,5.779896333,5.910340667,5.968162
ATP5G3,8.926128667,8.713779,8.491052,8.693156,8.688262667,8.741462,8.897576667,8.817018667,8.810945333,8.988917,8.958205,8.853464667,8.593260667,8.609182,8.479790667,8.570385667,8.399079667,8.555089667,8.441858667,8.666644,8.482057333,8.682288333,8.816281,8.820174667,9.066222667,8.913273667,8.783097,8.904454667,8.877707333,8.900413333,8.772791667,8.917790333,8.838033667,9.036884,8.749320333,8.814115667,8.753410667,8.883842333,8.774243333,8.883632333,8.727765,8.462526333,8.727087,8.946687667,8.790061,8.903014333,8.854911667,8.498231333,9.130220333,8.916280667,9.04381,8.833847667,9.082738333,8.929357
ABI1,9.891812,9.953022143,9.048608143,9.803857,9.896352857,9.743780429,10.09783629,10.01392229,9.997528857,10.00663957,9.850281571,10.02209829,9.931491714,9.945549143,9.918532571,9.937979857,9.869350143,9.812284143,10.00406557,10.06507971,10.046732,10.13220257,9.940382571,10.05570086,9.908382,9.936305,9.973006286,9.892223571,9.767888714,9.906585286,10.05643829,10.13295014,10.074055,10.05615171,10.077033,10.10733871,10.04237486,10.07024257,10.129888,10.14098329,10.05092129,10.076007,10.13779429,10.11103757,10.03748571,10.13691143,10.021565,10.03841457,10.14095457,10.14420371,10.11323586,10.09734914,10.19130829,10.13406086
GUSB,11.238927,11.291733,11.811305,11.239085,11.33886,11.352792,10.895294,11.065055,11.089739,11.080049,11.465203,11.127928,11.156695,11.116786,11.026756,10.976874,10.994763,11.092895,11.086912,11.091976,10.82195,10.802476,11.029268,10.960188,11.160053,11.265521,11.190355,11.155499,11.314035,11.22396,11.137051,11.086972,11.005882,11.080338,10.942415,11.024591,11.307507,11.12393,11.116276,10.984048,11.134751,11.121528,11.20327,11.240905,11.334113,11.066258,11.173923,11.103904,10.909889,11.156751,11.055485,11.078025,10.883764,10.885312
OR56B4,5.046743,5.277834,5.377102,5.347761,4.841428,4.988398,5.19992,4.967662,5.041249,5.574777,5.447522,5.060309,5.005352,4.949849,5.646784,5.53286,5.081586,4.441144,5.355721,5.954797,4.453076,5.271529,5.550574,4.802502,4.978784,5.477987,5.230233,5.242235,5.235029,4.937161,5.148567,5.199801,4.645677,4.607705,5.113494,5.41448,4.778758,4.890973,4.801586,4.758828,4.772424,5.211873,5.397634,5.36565,5.270419,5.123263,5.21916,5.299741,4.654359,4.593969,5.011462,5.236465,4.849587,5.074556
HAND1,4.094381,3.896321,4.195531,4.135037,3.782244,3.75964,3.787579,4.202845,4.251738,4.061803,3.808327,3.988708,3.52369,3.959599,3.812073,3.980449,4.338172,3.65071,4.291237,3.984144,4.009611,4.2061,3.670834,3.894144,3.899905,3.967672,3.538993,3.808957,3.614731,3.951577,3.941474,3.965326,3.962667,4.167732,3.832907,3.686332,3.565225,3.724364,4.013945,3.20012,3.527753,3.654081,4.036822,3.751892,4.031668,3.799889,3.602762,3.648058,3.521941,3.733367,3.985171,3.831445,3.905009,3.827498
FLRT1,4.717467,4.8239455,4.6453165,4.733386,4.2760265,4.465475,4.448579,4.5381375,4.899201,4.8300795,4.539794,4.726614,5.3490375,5.168798,5.543782,5.5373845,5.624999,5.7253915,5.4035555,5.85546,6.3581245,4.8901575,4.8577775,4.726722,4.2785245,5.0553265,4.981819,5.051537,5.4865195,5.0148795,5.4123325,4.5308995,4.809998,4.761917,5.118664,4.6431435,4.5583835,4.645137,5.106543,4.754879,5.2007245,4.909865,4.267122,4.535098,4.779789,4.641536,4.647136,4.5057185,4.4847875,4.7263295,4.473188,4.675963,4.9999555,4.6941695
