symbol,P1_T0.0739587733885248,P1_T0.764989567203102,P1_T1.41374247241843,P1_T1.78638828577081,P1_T1.86683332854387,P1_T2.18959827569343,P1_T3.08140398314057,P1_T4.72817209448283,P1_T5.28077749230751,P1_T6.87038973885296,P1_T8.76250939226608,P1_T9.2172315620472,P1_T9.27564918657966,P1_T13.0420588327689,P1_T13.9697183271129,P1_T14.3531034155147,P1_T14.6373781884384,P1_T16.2902537100363,P1_T16.3217582808218,P1_T17.1076154864636,P1_T17.7513808927474,P1_T19.0322727843746,P1_T19.4537841933353,P1_T21.7083112783206
gene10,-0.216957059448815,-0.376333398503487,-0.196987608044231,-0.553553272909947,-0.149066987770699,-0.555955785013178,-0.566139680718283,-0.46288487870909,-0.555917582358573,-0.539117153250906,-0.325558585114854,-0.0053939695834957,-0.197624327886933,0.336768084568148,0.412852288257335,0.252487666242288,0.362945256579287,0.572489437283186,0.726503049123417,0.586324216551556,0.427214247488077,0.0971078846829807,0.356012849935054,0.210344365973599
gene11,0.477308609345108,0.352388980693597,0.457039319695044,0.41095964695769,0.0836299866080917,0.497912861387802,0.275322723280182,-0.20089917519387,0.0981098996447704,-0.182652938814502,-0.378051298399239,-0.461406670217577,-0.523431636075553,-0.590581442249852,-0.250864799160595,-0.269632715864475,-0.0949262233817701,-0.10037028656745,-0.207730452725016,0.0655210639258305,0.267860895510214,0.45051318177643,0.283683226743918,0.533186802070787
gene12,0.0812962844224237,0.215168645337488,0.438134831283153,0.611709651191268,0.631540710543534,0.270653146863435,0.429664876683303,0.49094177013505,0.269401204924178,0.578035284667391,0.191939908173804,0.0217335664098357,0.0635472719515424,-0.310904614854556,-0.0695381318367014,-0.429333314184349,-0.706403574272303,-0.476666527378089,-0.429647186778311,-0.308085220409097,-0.402827493826669,-0.241107512105073,-0.345185878612083,-0.0351318819128899
gene13,0.780250892478963,0.921912034107114,0.748344531781578,0.755242477212845,0.0962652330589605,0.607997941416603,0.208293075117056,-0.115250492076708,-0.101895221707277,-0.344630831762676,-0.84513096442668,-0.671871978249404,-0.84912572301116,-0.568361503302392,-0.559944972695085,-0.666018531652685,-0.309419723531496,0.0305760680707621,-0.0805493451055048,0.380393805159624,0.0944744827609658,0.712439581367313,0.663362648140014,0.893834707132996
gene14,0.894310653635713,0.846544315582742,0.69266214191915,0.510206378184174,0.36004841372147,0.161588690692897,0.6262472852585,-0.270180278051775,-0.0406628807699292,-0.431205196485984,-0.770995209546589,-0.713373961728303,-1.00999046593637,-0.680373877847962,-0.486483650563202,-0.371633986392661,-0.542690940929359,-0.616048579547746,0.130226850911335,-0.104880912687095,0.181404527873811,0.631450589942191,0.490056512815139,0.489158127934648
gene15,0.688783846356612,0.695712889371379,0.982389350600768,0.959778474540302,1.05248972986324,1.05320453482198,0.333327488281858,1.02613851536458,0.503070899160275,0.207988385690629,-0.427972462911235,-0.479161468965,-0.42579573112258,-0.703633665718541,-0.652179134997271,-0.633643191985164,-0.730576215552842,-0.579762154559976,-0.66851573119689,0.0417677929728348,0.412017069922344,0.848161773035989,0.188745460544794,0.413921668376518
gene16,0.326640652814232,0.460620893401876,0.938888591080047,1.05837741316405,0.648901209416847,0.967313244150843,0.666381169755778,0.633809941369859,0.741573222837504,0.522619744024593,-0.096897826060913,0.0489098894625979,-0.66324267983481,-1.1014432445178,-0.758241750759203,-0.993862326212159,-0.662114544442062,-0.425798154730365,-0.619408785602999,-0.616304106399397,-0.484948439741265,-0.0612080154137175,0.182154507677504,0.305788014434679
gene17,-1.33339708703215,-0.971119435676865,-0.862138314062109,-0.779710825565191,-0.4677570427209,-0.492783571007678,-1.175003486127,-0.223296521957177,-0.356840349199664,0.887738510763251,0.409588933662225,1.02926825607375,0.254090627590437,0.720810058304712,0.254204534345005,0.72704897786332,0.756861437162848,1.10077362651934,0.0474704459612557,0.527241756069155,0.771878149205753,-0.0958419075938907,-0.224079220108765,-0.612762598950526
gene18,0.808241466288736,0.334230706285454,0.157878921327322,0.0932275596520376,0.120599788805286,-0.358434316858594,-0.0566404174510196,-0.446392452428823,-0.735689922512653,-1.32870115766271,-0.876196075528575,-0.736655853803706,-0.975821542021045,0.345184245152706,-0.121400680491831,-0.0496579414276154,-0.0380460268399198,0.374729831984988,0.437887345441369,0.638452216402602,1.07764685561561,0.846667310124767,0.949131103068535,0.947153432700281
gene19,-0.203605936807271,-0.415682837639236,-0.808627284482281,-0.223802386180701,-0.700938040308144,-0.700559281973222,-1.15019845948245,-0.933263433459466,-1.04859814208286,-0.657437429491987,-0.260804002054147,-0.0892115011925179,-0.595353533762207,0.325675065056156,0.49381788750237,0.919242710730762,0.890812502417616,0.715604716951523,0.4971038492849,0.572921375469296,0.67558912532271,0.444633669733112,0.283046741952926,0.269804360590105
gene20,-0.990067445044297,-0.312100885823443,-1.07086716642402,-0.602659748847802,-1.03406372542806,-0.836995217434686,-0.796231663588345,-1.38706439056181,-0.612431593058638,-0.522238775662579,-0.562712390200204,-0.119154261042884,-0.524494456513961,0.668613981548561,0.317987563425715,0.882679937383184,0.748861426998867,1.36338707989252,1.31184587932358,0.744122934780466,0.758010837222816,0.72135135448754,0.962472769414342,0.451784631366016
gene21,-0.610473419181707,-0.23858645581381,-0.417797108465999,-0.432251837422383,-0.282406591089217,-0.240593801994206,-0.54545406780455,0.40433652846284,-0.35330344588456,0.232806680578472,0.459845782159987,0.578520906193238,0.40891560949982,0.254968164628016,0.212110522296535,0.125143396810318,0.5021153582026,0.130560701733302,-0.0676040605072561,-0.0090676863219133,-0.211020256332941,-0.240548589877509,-0.219873487629711,-0.867070264289956
gene22,0.890986333577908,1.29723210208345,0.560775511931565,0.617240370622645,-0.134026674558659,0.667905119339955,0.139090615946175,-0.0467563925904723,0.145009375199595,-0.126755183442923,-1.07281060224783,-0.397448693848129,-1.02713294939716,-0.4015601802721,-0.910096452971148,-0.1968983228338,-1.24209404195179,0.489931209588932,-0.616465009801363,0.217494853905854,0.422007912497488,0.449778336301491,-0.0193932860171644,0.0599003127196026
gene23,-0.121912637972837,0.590770982350383,0.197159302106997,0.0207833118481293,0.535586023215372,0.515514570255023,0.437749179247159,0.477526939243571,0.538268931488711,0.532625736432142,0.161782783415313,0.614561813778418,0.249428639215365,-0.129075811142501,-0.343963838592161,-0.0600051305306695,-0.42927649958624,-0.35851405238959,-0.78743301688176,-0.122051176358334,-0.135809156035471,-0.286855794238256,-0.0809380297988445,-0.201954895629909
gene24,-0.625712853849828,-0.895935350209894,-0.662452619581894,-0.279426837414181,-0.794979985544539,-1.05115502398271,-0.234164309823006,0.0642196413658255,0.0857752636014852,0.0144135763624562,0.633253132583791,0.666845656431236,0.47264982200625,0.461483552772569,0.793251626441286,0.642012582050273,0.096627325398267,0.385063018165428,-0.0086735565065892,-0.18827025836883,-0.285633752050047,-0.131218210410429,-0.501110693696854,-0.884570213785651
gene25,0.77010221406171,0.652848107675655,0.384996891251022,0.825951407077654,0.981394319880785,0.832235116444172,0.691991628128714,0.462282041064843,0.549982749427253,0.313659386424466,-0.3421435285069,-0.498420212360904,-0.661307826285503,-0.59662582451611,-0.559770564269636,-1.22209390966762,-0.71318583035416,-0.486298561678832,-0.405219470189022,-0.510327173185934,-0.252850362028256,-0.389087848135247,-0.0074473213832737,0.552976830483827
gene26,0.7180475401678,0.35057637566734,0.249680018851318,0.0138639956909887,0.0317617992936802,-0.0913413688466881,0.185543870498958,-0.490460317441506,-0.870655647305794,-1.10061875122441,-1.22407591404886,-0.764872074562318,-0.907447649877739,-0.843475682890074,0.0344795875230836,-0.312256549966151,0.0748757099261611,0.369059262090573,0.4524809177893,0.628939417759869,0.550231030744033,1.0037469385204,0.947611152370801,0.497967106159044
gene27,1.28827789825581,0.686902667016465,0.876568171347135,0.543299722106544,0.680802961434313,0.715936235525352,0.594874554521352,0.368971836238411,0.1337071539479,-0.417479225409961,-0.384034273487193,-0.785418633542904,-0.740437580991628,-0.441194085677044,-0.665284049645366,-0.488023999865828,-0.502349403887885,0.189981852902964,-0.466859057252246,-0.0899721487146113,0.0826765682613232,0.564949790411038,0.319100805920285,1.11533708517358
gene28,0.234567876797084,0.250861835988342,0.564164549681792,0.65087674240453,0.697236893669091,0.901638798291009,0.659364723547716,0.908083831587001,0.933401411822888,0.453372315222332,0.132894089962613,0.236612409929083,0.44570285236401,-0.539918980492588,-0.396590381878375,-0.622390632577843,-0.678336248368284,-0.774966911702682,-0.926855519193818,-0.82018269062837,-0.814201769905525,-0.564557545997981,-0.712712671392106,-0.206619487351261
gene29,0.44038937139704,0.572826353397182,0.612181684542924,0.595738795446962,0.723496623332405,0.590982206107646,0.474685755629773,0.59888683194709,0.32322486726572,0.396636840743467,0.261764027701456,-0.110413342392244,-0.353266750711609,-0.47924678512098,-0.589392918546048,-0.732711234075583,-0.721303828345031,-0.39907578865795,-0.751886319003157,-0.487062042715636,-0.383001390350653,-0.315414802618633,-0.077587613469507,0.162852041113641
gene30,-0.63086394983161,-0.75003934235479,-0.449743380344042,-0.678308821185542,-0.48818273186769,-0.528046210494271,-0.361465552038796,0.0239240055639776,0.389287335027164,0.349992075012911,0.771403485067076,1.21570722235508,0.773370271407876,0.663468032863238,0.30200171073882,0.437279341200797,0.259170138347921,0.290718847225756,0.103107481680882,-0.344177223010331,-0.388104277663396,-0.28356144975939,-0.398833169171577,-0.66376834887303
gene31,-0.698357549024184,-0.593730095444616,-0.349587948285801,-0.441727736799687,-0.482263078943338,-0.823244841817268,-0.451436818907918,-0.180391999859513,-0.336166817474692,0.427813755858894,0.61855057214484,0.728383786588769,0.910731015197644,0.873489891993501,0.890769587763384,0.638918159985752,0.720069760334969,0.195349386560551,-0.220301474533531,-0.121187167890193,0.0571748987780522,-0.289381481927162,-0.700900895351348,-0.576784852276021
gene32,-0.921502237080839,-0.500812104903089,-0.457177923416618,-0.358387109422107,-0.0544286435753222,-0.2864591674556,-0.761661664978829,-0.11141203605945,-0.139559740087506,0.260751457865442,0.358474024071196,0.788284773715653,-0.0003512096137376,0.61076284385961,0.386432971487088,-0.0394871989355638,0.636314519821691,0.382034319863583,0.435663350112318,0.0025307783830422,0.22382592542352,0.296267310800004,-0.551687090785257,-0.599819405031291
gene33,0.260352694121868,0.0451093833901387,-0.119995515119002,-0.344295285292203,0.125922736829319,-0.0834153489338811,-0.689823388700019,-0.408510515731195,-0.814477694431139,-0.900238555643336,-0.74311325030689,-0.934313748637483,-0.876984422456393,0.126194614346254,0.685888315676029,0.668700005991587,0.379947950320755,0.548914090456511,0.67396381934695,0.480378282971056,1.03808331261563,0.83351326690955,0.755564916373317,1.01503037086237
gene34,-0.359294484289548,-0.638101023554774,-0.145180712075312,-0.413992310033517,-0.304518261722574,-0.278545187056396,-0.337062425121873,0.0780140977198308,0.363587593644159,0.380280086969989,0.60399116214293,0.431464742839191,0.273783654493097,0.264668673312428,0.053376316719617,-0.0409355170116225,0.0463127261550057,-0.112716844513239,-0.0367784375777427,-0.112630314403057,0.117234186598484,-0.645201132531912,-0.463637569714371,-0.463726301499426
gene35,0.57615441094905,0.861169931070613,0.45143926966419,0.195865381302908,0.259837582418525,0.203705988636342,-0.0304769791107287,0.0625784672609768,-0.0828718894362426,-0.376299995932892,-0.570301194420659,-0.58376617657958,-0.156326372974328,-0.568703076358345,-0.276578030078433,-0.48801532258839,-0.505351252579044,-0.0223310246363148,-0.179855130060183,-0.106278429976059,0.324532714905324,0.411648320721154,0.801353948915859,0.864705642786049
gene36,0.497557271997469,0.856378297918321,0.634733064005248,0.594016132369869,0.744063215397068,0.385624663093028,0.290181753577852,0.0742041258786182,-0.259417397878535,-0.190735259643795,-0.672484775391697,-0.619810131781738,-0.566055351974857,-0.175599807168719,-0.445123331419669,-0.379541719190578,-0.484509009754189,-0.431629088583662,-0.191304153833791,0.210543992594576,0.0217553716240224,0.637660094431341,0.295683452285001,0.165267320858314
gene37,1.11596434293149,0.393582939014824,0.22171842704234,1.61674795649224,0.988215247104981,0.289843351889484,0.213193822173344,0.20014978915621,0.826343811120688,-0.819787989832687,-0.0614221835814756,-1.52217636139629,-0.724071383627095,-0.400800333044028,-0.478576233032089,-0.138335229959189,-0.881997536808955,-0.344818511921623,0.0418589697042658,-0.224442779445839,-0.692063726126757,-0.208668022239859,0.114837280816855,1.02564041917675
gene38,-0.556924925084483,-0.305901556009031,-0.580209721720732,-0.989336285837934,-0.736772648821953,-0.924023037923104,-0.532164673356349,-0.821301162251366,-0.905928502654565,-0.604734139397836,0.169462536076935,-0.281489408592024,-0.329035710196908,0.744632057240371,0.804048822614544,0.72898361055389,0.861956725239901,0.768323880570473,0.592294571179335,0.919114697771028,0.938172446525159,0.349786883187963,0.703643797228342,-0.315489803292853
gene39,1.32303037854125,0.594046473843197,0.846967275419896,0.862079342691432,0.446050337482592,0.443917204923155,-0.0595777815461711,0.499616684278999,-0.58115487176442,0.550804836535579,-0.586328877332721,-0.879182360997769,-0.847754329884557,-1.48628539337731,-1.41805858329208,-0.590225151048032,-0.58715609447993,0.185602381940786,-0.0503254595969736,-0.122730387995006,-0.509978303415957,0.754989376399884,0.308929251910122,0.598831130523342
gene40,0.718439943698267,-0.497645781630432,-0.111378688146486,0.174050974676715,-0.0775670729081398,0.383648584610857,0.260702204933737,0.354007973523586,-1.32596298849375,-1.08853041969711,-1.145844713917,-0.498842472249429,-0.944641096376261,-1.21830329624299,-0.389442368513059,0.201400600944433,0.0927058618654724,0.462127544064671,0.560595650026217,1.28176504868923,0.989153827767919,0.914220862014173,0.79384251431015,0.755473174182924
gene41,0.406279495128426,0.93652621559506,0.825259907018822,1.04987653872951,1.02619024861552,1.07512660484422,0.677589270284426,0.368938887081387,0.209854323236079,-0.184648907805875,-0.393488989410148,-0.52320691503569,-0.439341711949631,-0.847501029745742,-0.755091865717984,-1.29135335019617,-0.927610616977129,-0.565260361840373,-0.633033284334635,-0.618255270848764,-0.358318794948656,-0.112110990157026,0.111389670547182,0.195823570667981
gene42,-0.306499624653714,-0.476104890393099,-0.824368651559823,-1.17238905908882,-0.934636379803308,-0.939822564593156,-1.33920209863249,-0.892644483005443,-0.6651442201837,-1.05182720678873,-0.101404513186249,-0.549013744224014,-0.507778667978365,0.824590488799696,-0.235997333956761,0.410286539810087,-0.24113835297102,0.373011787785153,0.780231905324775,1.5033703810505,1.81447081372658,0.909750607642205,0.749879329222498,0.308657393869583
gene43,0.592888205295702,0.60043352876228,0.881434211683789,0.889744622275682,1.00448607487708,0.395833505554677,0.368488758165403,0.502548287752015,0.431721248903734,0.281154104201387,0.0943028633577151,-0.268199317188395,-0.409033639112335,-1.05918157405543,-0.90030616881513,-0.443103525727725,-0.60347235951615,-0.832465760625891,-0.488373140514445,-0.53442285963414,-0.37500963153086,0.112007483241829,-0.26807341346081,0.591226635073367
gene44,0.105077809230275,-0.102128248734089,-0.235629035218459,-0.219090442277724,-0.659692573962793,-0.417184094819089,-0.479488309825737,-0.867173643854931,-0.732400867462777,-0.998550214543142,-0.833057796129187,-0.605424102457954,-0.681938413225145,0.419048432800965,0.433482094412117,0.31184026129745,0.572580459460971,0.568230222043539,0.203784049227393,1.10616921569485,1.24783415170373,0.869957136480066,0.762564897686583,1.14473697927074
gene45,-0.778578025175796,-0.372426324477928,-0.655548790885218,-0.743456158702172,-0.28294490997586,-0.491693467257429,-0.563256425766792,-0.297664352944601,-0.250623787408855,-0.0981365103840232,0.261820289359066,0.154687509895249,0.145840825069304,0.547967229446185,0.43072686492674,0.485957771837605,0.689794394776117,0.148275314453695,0.58888171640723,0.142856461864192,0.205949213115428,0.373965131007453,-0.109334377723874,-0.342557688858218
gene46,0.430971006139286,0.624697557947635,0.751941859066304,0.404296850250345,0.46149943124199,0.406733642409925,0.409301124600516,0.134445043035441,0.315635291168028,0.170508883850638,0.124789763966693,0.123132031736357,-0.284282545814971,-0.674882886651317,-0.555835964568423,-0.295620024093429,-0.53313791889667,-0.401877016070604,-0.508841278028558,-0.268635723497648,-0.142965337842834,-0.0576750887640584,-0.109904944000534,0.115869585018572
gene47,0.0651182276322941,-1.07512316085056,-0.779238238535352,-1.44039500790688,-0.421154858928464,-0.930634410475614,-1.25603409463419,-1.00239567835229,-0.677265609645332,-0.344691570434672,-0.0137006247849952,-0.397120049679581,-1.08474269216943,-0.0891205561930354,-0.06015134949363,0.936289351118189,0.817184657556566,1.3259633285905,0.711640083791099,0.293225836892295,1.1479042381087,1.86361308231751,1.42510647187942,0.921027747098556
gene48,-0.300238519644057,-0.173407428370281,-0.0268525353910265,0.214843804780482,0.188062762991434,-0.10156381882908,0.409253917310893,0.450838026661971,0.831540379026516,0.558044144681983,0.538636792742251,0.61547771073327,0.41423542305321,-0.123179181675058,-0.218427103468932,0.263565096991126,-0.251547933080369,-0.636178123300941,-0.301039741607506,-0.783193997107281,-0.553043505698892,-0.417880328664434,-0.719247016825907,-0.376007431112004
gene49,-0.227042551522224,0.290695327420689,0.258443092573073,0.336736036228919,0.478478959820607,0.26499869321704,0.949638658971865,0.833965220001126,0.864092685142852,0.898791729212989,0.663187089977702,0.550272176660476,0.841347264382948,-0.290216363629429,-0.769812686248171,-0.456634978197672,-0.483512227043825,-0.655072668509468,-0.775201083430834,-1.23334508006152,-0.859782857697106,-0.574694319508696,-0.914402363739002,-0.486751560179976
gene50,0.13833673330727,0.0968257224824261,0.321180420313272,0.0095708534027139,0.547666538483496,0.0654736957167766,-0.0987065216468245,-0.422290417440538,-0.228140717372146,-0.444871432487585,-0.531590053006513,-0.804673859475265,-0.454028996596153,-0.328307644340196,0.103517358883455,-0.0687634729069651,-0.0447145026844735,0.193767723302145,0.415665949740569,0.433819382168032,0.375526589158201,0.515834879922627,0.64399694908909,0.526311499674973
gene51,-0.193015190189671,-0.474862659920717,-1.09683501709287,-0.464694334110012,-0.929240776504739,-0.877391419980484,-1.05854101731358,-0.698099818980047,-0.925082045949595,-0.635405599192646,-0.129130162301027,-0.513524995335912,-0.607190968133507,0.660184717912777,1.07705571238141,0.705389153788002,0.738242581636173,0.949589934973155,0.989052533931225,1.27032037800596,0.46199530519546,0.941428195942277,0.57284339362411,-0.163346363314948
gene52,-0.503050440785824,-0.418664735773406,-0.76837480326916,-0.211914681458092,-0.447624587986375,-0.352678215272934,-0.160575605497593,-0.0046252163038374,-0.14881305279282,0.333693377331559,0.339598336150102,0.695185884416361,-0.161185138931376,0.148290826274762,0.0265831359484771,0.920641571619155,0.165008434384613,0.167806550293825,0.0445564811736222,0.274456785031373,0.114467999074187,-0.258385113617074,0.198676288094757,-0.212049746082642
gene53,0.219632555191957,0.66293024929999,0.734893314041043,0.819774395522979,1.13252420713466,0.509436512299953,0.670640378687732,0.632675646142261,0.431253184020862,0.662347457171535,0.123150377120575,-0.239455306676481,-0.035407178082162,-0.980432998979842,-0.697052868895193,-0.364670038266486,-0.466252040493752,-0.594123369927099,-0.840653081133953,-1.3174731653929,-0.300687448561493,-0.228211489990228,-0.188907049562016,0.118275950138099
gene54,0.254677634378007,0.0608911047320653,0.265480339104284,0.303700829722977,0.345809763770706,0.538757789094712,0.485581564917019,0.651158675418578,0.725610694075593,0.82875214073907,0.318171539507957,0.368683088727237,0.199892309269062,-0.45928446699776,-0.262727292027416,-0.127806002809363,-0.374961169061641,-0.774243193452639,-0.511812914119905,-0.756897714348819,-0.459891144298635,-0.436129998631822,-0.73330216710048,-0.306649156007075
gene55,0.643432192313504,0.609957179265469,0.205961525523172,0.0373400562461758,0.0678895242825406,0.42451967809898,-0.235168706965718,-0.62874307084998,-1.11943930794172,-1.23971876439101,-1.12954711667845,-0.763304086005011,-0.89261390973421,-0.130849094293905,-0.715874232741269,0.197358263179005,-0.0327454544831492,0.289906393985433,-0.0308891889979167,0.633226936068328,0.857755858367967,0.995161184969045,0.90871232939625,0.762486020566764
gene56,0.0007272851397628,0.227814828743475,0.854652785227188,0.0707463421692766,-0.238592279914152,0.0277985081499524,1.05658006257866,0.917680461657875,0.0362445448054877,1.67647230595483,0.644222621160443,0.58566575903897,0.112615064395948,-0.0162883274212418,-0.227805475126599,-0.837907031843487,-0.457919346248181,-0.448590369095721,-0.814293113603181,0.198244369822077,-0.526903601894211,-0.652073127182148,-0.363082103673946,-0.150701180576563
gene57,-0.512120920652337,-0.839066223590403,-0.599544209222532,-0.567390781618623,-0.648256792619223,-0.684478918619819,-0.779565110396831,-0.401722166815043,-0.605722523643442,-0.341666764210689,-0.0010687053455382,0.328992965756548,0.210740938765656,0.672142157251927,0.810710240144762,0.754593760363411,0.545401301963139,0.515759822237728,0.773468137097852,0.443156646606507,0.375611858576185,0.231611862855976,0.254837008671845,-0.0653807826124023
gene58,-0.398001874728939,0.186129917549596,0.450376761157793,0.80195981714021,0.727588201352457,0.521976480611174,1.05627973653063,1.03863776170854,1.46303284290997,0.55717877113757,1.29534581095099,0.731101746224502,0.786936348364677,-0.0129558006419379,-0.514431888650241,-0.0611386530671066,-0.784793607142476,-0.761959497420624,-0.668394404637094,-0.797472896530807,-1.08435992765493,-0.895632291410763,-0.702123820402626,-0.408278205381947
gene59,-0.0852728603725866,0.53690886404088,0.977836096049539,0.743105424725881,0.71195804871129,0.405783473111284,0.48518849162083,0.738128680523461,0.712957810161783,0.388495721746107,0.440459291200118,-0.0103348107157502,0.0820173481589988,-0.54807082806236,-0.87580663645227,-0.76613293304999,-0.494920930716815,-1.17003985184331,-0.869760388907803,-0.688543965479543,-0.308079620999781,-0.700595609126446,-0.365427336542879,-0.0739526331750921
gene60,-0.514185542643144,-0.516133638245727,-0.505699657753824,-0.449811510402291,-0.0855724431383865,-0.472779054494497,-0.308400032732329,0.523877646257466,0.406854239165021,0.316563870945699,0.883035917997546,0.799405038269444,1.02470903322042,0.401751835434437,0.177063658727591,0.147842311696625,0.448033521003137,-0.201065217430639,-0.030223122431571,-0.0209194590329567,-0.58152038970946,-0.0742215896071505,-0.639920011568079,-0.667911661780844
gene61,-0.237430838301733,-0.260814506966971,-0.528803401644647,-0.785386745620164,-0.244485383744944,-0.24827994907949,-0.254354234057353,0.0818710367584748,-0.57205260529834,0.128686058240493,0.857018845795026,0.734201584500974,0.248123019918322,0.449497245889643,0.31745820412699,0.672033356955367,0.188280478546141,0.176067333503306,0.615834212159466,0.557937207083401,-0.0008442495997277,0.125500740773517,0.282486296228181,-0.330043351637635
gene62,0.569726699017031,0.472316542438615,0.69735181189888,0.434262897530741,0.728912770426203,0.709270038273088,0.482481595348573,0.482585970959907,0.448672472526028,0.0578212500425773,-0.194474953701722,-0.020436839597973,-0.155913978402989,-0.530086769445097,-0.610555314005341,-0.387849010834245,-0.44171865584058,-0.580171706983704,-0.374961039161115,-0.478216122763182,-0.403551886655742,-0.190412084323823,-0.316391692299945,0.0588783429629049
