symbol,R1_P1_T02,R2_P1_T20,R2_P1_T10,R2_P1_T12,R2_P1_T02,R2_P1_T14,R1_P1_T00,R2_P1_T18,R1_P1_T14,R1_P1_T04,R2_P1_T06,R2_P1_T16,R1_P1_T10,R1_P1_T06,R1_P1_T16,R2_P1_T08,R1_P1_T08,R1_P1_T18,R2_P1_T22,R1_P1_T20
gene10,0.66729414308715,0.618432952990254,-1.60814233731794,-0.58156894716973,0.400285052341924,-0.432733793716409,0.972560734907896,0.575243061759648,0.02001464738398,0.246771896427717,-0.89153362322582,0.474896687975566,-1.01476586393606,-0.68539232026792,0.115930546632642,-1.00687292120782,-1.01695305784035,0.652582420810169,0.905466013050214,0.911043111674322
gene11,-0.518500699475014,-0.0489118901261003,0.338883406822879,0.680823803472699,-0.651361251353073,0.479630910775369,-0.431086757472173,0.382512184802892,0.472536130910723,-0.562195379233539,-0.347993318749171,0.660748279392276,0.302834411189599,-0.238495314451895,0.394351483093444,0.029333859357431,0.130681585484295,0.387277375202408,-0.0648481872027896,0.299644535571466
gene12,-0.772509247151044,0.334447582723635,-0.0331840661565885,0.376875456624605,-0.194716980273792,0.210862156351129,-0.233669459578398,0.837865741047753,0.399445764941643,-1.04364850620263,0.289356504297119,0.130776574743334,0.21842920640224,-0.488486198981961,0.762740728075501,-0.669785871613316,-0.181608168633797,0.658245253436086,0.302931748491298,0.627959435746637
gene13,-0.449251733632676,0.545265239078146,0.03634236715939,-0.0188615281371819,-0.419780456681038,0.960687239832126,-0.0571692427350485,0.846735832883126,0.494506300674252,-0.737958704979131,-0.517548068283437,0.416758357830191,-0.144746211925925,-0.543372073308774,0.230300066102294,-0.611006104147985,-0.163739187128758,0.670108632886535,0.459883561361198,0.438247069828892
gene14,-0.868632851106471,0.0260488971247992,0.39050906347602,0.429360833851415,-1.01927690913274,0.661101879163844,-0.6425832984902,0.602022626235534,1.04306307714887,-0.896204975869916,-0.965898572006062,0.858689328845242,0.0117910806161429,-0.709880024133184,1.06036821288127,-0.20108676965974,0.0666144468080454,0.5607832920437,-0.302020739778456,0.186823279923323
gene15,-0.298808177925851,-0.448357186696929,0.448993656417847,0.53604171667221,0.157889047342443,0.229806453146252,-0.465999416887205,-0.417331040359179,0.190665431601709,0.260828250452732,0.470158111070166,-0.547175459726641,0.88564165767581,0.354732191845357,-0.222172247803736,0.707538287694985,0.503730063820207,-0.468397573117254,-0.476677082596965,-0.66544481763706
gene16,-0.198255613455374,-0.686856011638062,0.832910371122574,0.29656194295711,-0.0926134678530233,-0.0147331758726662,-0.648379581325034,-0.0569312231672955,0.0730663684950405,-0.137079115438272,0.444314552763767,-0.434914682536239,0.603353627031922,0.719601753053738,-0.184265137962462,0.731849386335584,0.483544844383365,-0.570493040538442,-0.611798573028834,-0.629356299324393
gene17,0.201817754562271,-1.02497777141975,1.15409114739648,0.952732757506822,-0.482833398389198,0.161711540540318,-0.622437393343365,-1.06416900840057,-0.0149670984386656,0.230548256752916,0.489484002285107,0.0217587331435367,1.16939533367037,0.813795553799126,-0.258192144303926,0.814217196156002,1.31577520677291,-1.10765869587972,-1.32924001089511,-0.961809497926902
gene18,-0.153664290753347,-0.868416106337939,0.423302042555332,0.312967889586054,-0.223373950539745,0.256091113890133,-0.182260869789775,-0.215076301353492,-0.0142630625834254,0.294122977298717,0.704503885320568,0.0772708045532097,0.689237364398041,0.520048264354105,-0.234647363523214,0.287683496359883,0.27659259906865,-0.446364553279982,-0.627928331277695,-0.669020362383654
gene19,-0.456549168064178,-0.695155581673629,0.916740817707343,0.717389815462263,-0.195982374061273,0.743680813990072,-0.586819406954402,-0.523717185123397,0.441765613888706,0.129816210346162,0.67999939241292,-0.0895673838090959,1.03750171894221,0.34720632860252,0.0589479538821306,0.826277297639328,0.848136010253296,-0.53730989008827,-0.819048941651836,-0.771654325989526
gene20,-0.327321547179432,0.0937106554773384,-0.602930817572003,-0.114506856126692,0.683533788957102,-0.21178214439606,0.458119026945391,0.733086703675238,-0.272907264585861,-0.318976464992005,-0.398306483571336,0.497498753827197,-0.747989493576002,-0.928027272828156,0.449893098346907,-0.519866043907259,-0.360896388882975,0.867154399960976,0.406154644155072,-0.137305494835297
gene21,-0.212474905992097,0.572324443854367,-0.290036274303751,-0.239006039514659,-0.0417133202972131,0.109063267828195,-0.0025449180834177,0.623319283091596,0.191885088482469,-0.284675741669972,-0.50952565702853,0.283227316314579,-0.419772099605318,-0.232073051950409,0.228311862178452,-0.68170283488589,-0.634485633440335,0.79284700795432,0.628961954641155,0.60489776480633
gene22,-0.202389435411661,-0.199997515555018,0.732745642724229,0.358160348485253,-0.0167356212784716,0.288315104485711,-0.589902442419703,-0.725562838520182,0.16600442116096,0.249807094066361,0.637594389958443,-0.0371956136728565,0.45758763363128,0.348512354905785,-0.0434386670709128,0.793109095207732,0.505036102093284,-0.782634546180298,-0.548734495015744,-0.81297359218051
gene23,0.419389120448168,-0.667008209342865,0.262820810739721,-0.186845302972331,1.04022748141917,-0.63503212860678,0.825114757625492,-1.04783288491186,-0.931056515427507,1.23983078001423,1.19680874818656,-0.510428462736111,-0.176963496438817,0.777570945177154,-0.830436318324825,0.484483025376533,0.877934566530188,-0.575859201793899,-0.582210349876263,-0.340629501847509
gene24,-0.512668752277563,-0.38214378728141,0.477572339791661,0.369046854967977,-0.140262428373507,0.226204946234671,-0.3436195672188,0.0195550793902753,0.301023645412973,0.175390079468051,-0.100743931987525,0.278779171043436,0.535381015958336,0.0471984330153554,0.226898661596842,0.563366292159255,0.368945613108072,-0.108855355640828,-0.411215754379139,-0.528491699785229
gene25,-0.400009966579392,0.0303954595009492,0.540173379056471,0.490120109690265,-0.3724857437113,0.460630256890223,-0.585509602163963,-0.0317258869990495,0.676801335647185,-0.347608409736843,-0.328217275503137,0.330702657266531,0.323799165880399,0.141970299784975,0.519161588827071,0.110415061614694,0.115558701080559,0.0995374386512881,-0.394811593440841,-0.0437734837549708
gene26,0.520710663165143,0.231838329548993,-0.114324632158476,-0.746494758939777,0.755818940166257,-0.39320465050304,0.432458345297867,0.002576048260106,-0.565268640821993,0.315819359723279,0.322429213290348,-0.535276137243523,-0.610386209919029,0.218282411747366,-0.397149699139485,-0.320897667396747,-0.176654085104744,-0.0855987627973044,0.220121286909052,-0.145408035526816
gene27,0.893035851611561,0.176024271636878,-0.34217381475316,-0.908512946515764,1.35817777311928,-0.935190553199586,0.825775355874036,-0.227607332274039,-1.36705360869549,0.578351093365539,0.420316725618248,-0.623851845393564,-0.599672426803301,0.366125432739274,-0.917138949705334,0.6602548151914,0.378292436578986,-0.497948415315484,0.720111321806666,0.290759825465246
gene28,0.0624417186279793,0.593022274621919,-0.574681370911775,-0.794374970432112,0.0719899928365152,-0.666106942553515,0.293890729221169,0.876104442303156,-0.0970318412894131,-0.157795500764452,0.0017788225145606,-0.0902289902128897,-0.9762653295751,-0.320942087815438,0.0582740189461428,-0.417015476262567,-0.317060060613636,0.0901617526954199,0.84838762107241,0.447072530264876
gene29,-0.452494180295344,-0.398564883010967,0.410001184166332,0.511492575145393,-0.43579424433183,0.32571234264578,-0.686711977329724,-0.374090023220872,0.474534824989577,-0.003391485401585,0.138760620294584,0.224324066646708,0.84802616021574,0.217769038369961,0.0507210764135741,0.467332433101101,0.497979164460441,0.0622703459898541,-0.659512135382614,-0.512627297133946
gene30,0.596140365634367,-0.0415564615519229,-0.109420491206645,-0.403605654433053,0.47012420730341,-0.602695919536708,0.436859120470846,-0.10838382709436,-0.210117134840508,0.467021540801507,0.119587764881275,-0.165928384736599,-0.381162372494844,0.506592497695961,0.0443525065059772,0.368953434589128,-0.205443038979662,-0.149634870792185,0.151224335075243,0.629173660053919
gene31,-0.0306761864301497,-0.732889431031573,0.60272112377895,0.454411414365215,-0.12353648554444,0.0785974990470669,-0.34564027892855,-0.381447804421728,0.240394066747489,0.203141519980359,0.436302208858121,-0.259624615244915,0.367383250869456,0.527207630470078,-0.0098328374371998,0.686492388388562,0.545719979668517,-0.637573684282441,-0.488632124445285,-0.616747105195457
gene32,-0.0946091678884429,0.841588330716096,-0.572157626009196,-0.0538264114803987,-0.0242268299262168,-0.0946852296129667,0.549410152258203,0.760478421028923,-0.0551517260333027,-0.587614165792663,-0.637458388509998,0.183546289444462,-0.916654052156381,-0.596971466037409,0.333972946052087,-0.591062632419909,-0.811755285480266,0.833603232251019,0.411755969898363,1.28563415219165
gene33,0.897447560998404,-0.169938568295751,0.161503523167702,-0.504647357832971,0.491569929758076,-0.604216844909275,0.566492763109774,-0.433530339097242,-0.530313795592752,0.565778671636265,0.346172485467789,-0.764252539274045,0.0421319796160029,0.611910246306594,-0.451000442157013,0.310063909213373,0.19956061762153,-0.664317367482492,0.0852446591931558,-0.16500199356265
gene34,-1.0814593502473,-0.0747613155121963,1.10628230139258,0.993962792763565,-1.27993386111146,0.97530979781353,-1.43402721446001,0.423301545367116,0.573323228843722,-0.572875443288432,-0.076558665571911,0.331448341337545,0.835766727573971,0.0129780734164124,0.743266593897315,-0.387022108266903,0.606445672881493,0.322819161500538,-0.757253630467939,-0.684843957907055
gene35,-0.205673480531357,0.748466420350267,-0.897567308984795,-0.0480316563739487,-0.112792093851976,0.192834076480574,0.263273687952585,0.685582991778729,0.0961069402440834,-0.566427076674338,-0.805938754859313,0.435335711160293,-0.723725332923567,-0.592700483470094,0.347799888997494,-0.900899187521793,-0.765328254566834,0.785725223569726,0.436250702795124,0.795689165694481
gene36,0.42259879616836,0.0697954795488346,-1.28753561769873,-0.97491353391292,0.352379695992774,-1.12572738663972,0.66145528387215,0.699920665547707,-0.441957868040946,-0.115129574233023,0.113923973196757,-0.255915791730215,-0.665509696024137,-0.726591915616761,-0.00092097257367,-0.518218254114847,-0.947947994226449,0.0163604606682902,0.642928509315248,0.817841861646465
gene37,-0.392822380059547,-0.49561762135542,0.810564715234742,0.920144772783382,-0.41563511631503,0.493727552395739,-0.581575789251339,-0.258367217031938,0.451140104630389,0.0428456714116391,0.506432596977514,0.188157239162069,0.960913154114471,0.271744937986173,0.312229546207631,0.793769204527603,0.951079500490313,-0.401612668049669,-0.847615566696134,-0.874476634245098
gene38,-0.211455927031036,0.438896320548866,-0.380461024184189,0.0221148669031281,-0.0730569468915505,0.0892508015352846,0.139394632701691,0.428063026955073,0.320554964125696,-0.635225903326373,-0.829932514546697,0.499761993832119,-0.547616044807068,-0.587522854336156,0.210268360519429,-0.749085592965425,-0.406986303194147,0.602446559695377,0.451881892916828,0.477440469724885
gene39,-0.247842178761855,0.0254246947816412,-0.237171219348792,0.341230049795536,-0.587320614122341,0.615015206071075,-0.294074332812643,0.268715443540647,0.498691847906157,-0.310836967889792,-0.201170565972982,0.450314729108664,0.0703462731811141,-0.349110065935621,0.400652119191874,0.161540794809408,-0.216082134177958,0.393508324873517,-0.253802324966806,0.028376452854645
gene40,-1.02369675667486,-0.535758022258582,0.762180085676307,0.824834312491635,-0.788589860333757,0.765955222465764,-0.953785103278023,-0.110384353775522,0.686702392838788,-0.231326161441461,0.124150516560441,0.277248213200627,0.632822581743135,0.302793619534162,0.498951806950236,0.524212017669499,0.842270486267388,-0.196446210971729,-0.639468565546227,-0.56491881663561
gene41,-0.488553515691469,0.105624618249586,0.528265784781807,1.47318900912228,-1.32332592884012,0.722412105363501,-0.948001400614866,0.712853593376974,1.28522559036392,-1.03966530380888,-0.423518845339496,0.964372508139643,0.679635268216786,0.328746355457121,0.812527046475761,0.450857517151471,0.304733102799554,-0.272176509716986,-0.717592885320254,0.364640664356797
gene42,-0.5992104831989,0.360647069731247,-0.935241298116811,0.265582764451282,-0.33132979790905,1.12867241733039,-0.396524571636117,1.287701225131,1.25481365629309,-0.571873515731269,-1.41968771848801,1.2960333882406,-0.41637195280575,-0.730344860539788,0.922896023537346,-0.583294557570982,-0.88674587660921,1.11059615850856,0.532836707715545,0.251905120505349
gene43,0.129904694848192,-0.628276880589671,0.0120539486280884,-0.101836692275459,0.4085121895134,-0.603839648015807,0.397605443317606,-0.582712087186272,-0.544787426229255,0.490820583264423,0.732715557870474,-0.447717682373362,0.144563759201529,0.522238551602186,-0.842960972677731,0.32278781983004,0.621442924050865,-0.638473192105358,-0.0630776336459576,-0.215451857733067
gene44,-0.674582666433678,-1.39228256167862,0.764076877904816,1.06384533110243,-0.476553509931791,0.690981016619104,-0.723959116386495,-0.101315012921535,0.278609660461741,-4.87538178983171e-05,0.36374801367181,-0.0248546193867998,1.10944061163808,0.609012907963751,-0.0529664274757182,1.13458554411138,0.915468439350658,-0.764529021659431,-1.20203950224366,-1.10647186007094
gene45,0.152967392661811,-0.253814271247334,0.751625827650548,0.123266221522045,0.342511442937855,0.0293029343061896,0.0038057298785651,-1.04787277327321,-0.442455865007564,0.368830767307192,0.783758238076477,-0.437089937293098,0.389445706128899,0.762146695935127,-0.774469609651921,0.713319536142878,0.764265891260382,-0.91670396267428,-0.470435717021438,-0.632703477661697
gene46,-0.817440639572717,0.0883491984303201,0.078145023900822,0.579125622883057,-0.665692290980338,0.671707395307637,-0.478309165530284,0.185032834362063,0.986691100150598,-1.04798205686182,-0.519382954870544,0.525682329798035,0.510200804250172,-0.459642081098335,0.981493815717591,0.238646582900578,-0.228028466447859,0.0196854526168374,-0.280619040293614,-0.0082768336272698
gene47,1.16796160573581,0.367768354230792,-0.426814335671588,-1.52899248703642,1.20123425507929,-0.380760450712962,1.10618284557252,0.47552946897028,-1.00867424192806,0.470108668903768,0.0541424026347464,-0.391256950916834,-0.106199450871016,0.351097441710458,-0.459128045721882,-0.873142834052728,-0.38224104604274,0.125550216358649,0.620705231009716,0.201961796853559
gene48,0.353981482808633,0.0175887138772739,-0.476524104279718,-0.779210182938954,0.783758878622774,-0.394442693053825,0.54188402528769,-0.443211612208501,-0.635480839229135,0.553205152066504,-0.0174541482324151,-0.211964790332403,-0.616629755933054,0.401499905010068,-0.828182052293134,-0.256735758749282,-0.189579325905209,-0.191950604335442,0.320736507299899,0.0930059716916036
gene49,-0.714776935245945,0.73667092577409,-0.472080347023908,0.747817901453392,-0.372168114631199,0.46219806288776,-0.524911442160233,0.526518780129259,0.957152824685623,-0.527685805777133,-0.66894864394314,0.686458366030416,-0.0427264487886777,-0.419964295874234,1.06398726276595,-0.09717984756238,-0.422811373730461,0.730253553589334,0.315174803149938,0.566761041130562
gene50,0.5035761631846,0.151478674166376,-0.691296975598033,-0.858600052095196,0.626664419754621,-0.819370192521206,1.11896951234478,-0.0079155466979354,-0.619994809390793,0.715318813872958,0.047826533088963,-0.260312525172004,-0.774995315828518,-0.0043010437458311,-0.550888186237941,-0.36449757496029,-0.432610895127015,-0.206621944543494,0.611979898908517,0.304662416024618
gene51,-0.0351913795286338,0.746729593262739,0.0365346046653903,-0.168063499963879,-0.443175352434902,0.404183619634663,-0.0022507666112952,0.113249545366607,0.499351866158171,-0.429331092346901,-0.736040709740934,0.550992530386211,-0.625380688689897,-0.750884832060439,0.414647033063638,0.0488103458856318,-0.673687096593499,0.655597344823273,0.421504115324006,0.241364817030979
gene52,0.46905443232282,0.305529810462313,-0.57485874644006,-0.599906744514936,0.438635307286946,-0.329127011575267,0.348475580115895,0.109389398984992,-0.304274491906329,-0.161064690729107,-0.029817990212377,-0.188880823869231,-0.445780800398235,-0.203447168384714,-0.232517219153082,-0.357920231406703,-0.342705124651852,0.396139154257455,0.549600902356292,0.377060958598523
gene53,-0.314722817109781,0.153480392329903,0.17261055444224,0.329993529315296,-0.517454178479631,0.439231229846314,-0.131368936566156,0.610074181084602,0.332337603616183,-0.646232209512834,-0.600508856639793,0.529083034854733,0.315799630466742,-0.29053251878884,0.64274122665002,-0.231359202324832,-0.215878123665248,0.509587373999676,-0.0186002726376757,0.0673852216719932
gene54,-0.220052573543543,-1.32720392145291,0.673720577086205,0.859698422704,-0.400519110059204,0.782854187979839,-0.708070403235031,-0.630879915384349,-0.0051318279119101,0.571619282283371,0.417886771289539,0.350413871985536,1.34088695119457,0.49768134064397,-0.499285806951527,0.780611675176818,0.55106632482913,-0.574473917472039,-0.987449363430173,-0.781661347190792
gene55,-0.094131096607455,-0.712106645926158,0.770054619350946,0.762386321929736,-0.259405041353073,0.563728518260234,-0.486623420453027,-0.434620700453726,0.329675185865525,0.0477477082023492,0.565175984933376,-0.100624245197701,0.837960941514543,0.254273208081207,0.211136627368898,0.756932504160702,0.958486864647188,-0.418915058145968,-1.12769657068695,-0.558434610512034
gene56,0.794128788507496,-0.59128532037544,-0.26857089579193,-1.1422705271476,0.124420470467531,-0.194174982198097,0.268908709878161,-0.696587483884492,-0.442799436138337,0.532538167237437,0.661252887708415,-0.719052921711491,0.227963339535367,0.620718792122342,-0.963524192243513,1.17829646643844,0.490345742365583,-0.939807778892984,-0.0226055289571475,-0.445102060560665
gene57,-0.0651116146316154,0.585092071823103,-0.469285713071593,-0.62456035985925,-0.0540678604333948,0.0381114254886484,0.380949755555893,0.355921659399832,0.121623111952651,-0.476930851593037,-0.493406179676035,0.39137472243732,-0.466549348228211,-0.645702679740213,0.560873591315525,-0.773854780585572,-0.819716107959217,1.13019214611707,0.588501390695627,0.999839306981352
gene58,-0.350012176980419,-0.496831811577488,0.274704733302367,0.2510930139727,-0.312460613506845,0.449134478728455,-0.649517314371376,-0.37729535517642,0.581238444835933,0.0389440001541789,0.135061106869641,0.216100271427525,0.388467370453422,-0.182066497672638,0.126550410806868,0.709148227971978,0.49087196615444,-0.595585172268919,-0.695413794943089,-0.353266239484543
gene59,0.237376266500719,-0.529245646597256,0.585797294954238,-0.0093365610221521,-0.271373687171703,-0.0982315615637882,-0.51932289395717,-0.857535628106653,-0.157736434314819,0.0205646060641716,0.709750068584512,-0.0672263768304437,0.594072619639303,0.544066967682974,0.0051982227494247,0.497655056782869,0.637996493891758,-0.101973769786092,-0.397595472700822,-0.865870640059676
gene60,-0.417405843817578,0.178315405473201,0.0241788337243375,0.637853662033812,-0.642700106911658,0.829034465930944,-0.803384025716445,0.919278184324235,0.988654426172246,-1.03760436457457,-0.387693649109129,1.02113467448179,0.139140961663835,-0.371334754081144,0.604318731003026,-0.302846990403709,-0.180882891125456,0.552543612546465,-0.15060089745992,0.0037979235991562
gene61,-0.42161427384352,1.30198599358679,-1.82327907109071,-0.249651531894206,-0.572740244855716,0.0465945422078457,0.286233192478093,1.13496999720455,0.41042858233051,-0.0086783245497045,-0.424248680733365,0.0594480996907394,-1.00349447723488,-0.610657237618448,1.23038434458989,-0.464905001000855,-1.13909377757364,0.410822065382221,0.489181339135266,1.60620870892645
gene62,0.391553131030629,-0.465171835703749,0.288617079593796,-0.0341037510769575,0.659419840728994,-0.221242995848434,0.403664729764323,-0.403912470518509,-0.0876453136724014,0.576461499878861,0.304964169557721,-0.557051804675092,-0.0581929414677078,0.715498302097196,-0.606355256774976,0.456441190741359,0.282843075831356,-0.643175028303988,-0.18933511323633,-0.296680356508821
gene63,-0.774710241010458,-0.259621761235181,0.364442104055647,0.516163317355795,-0.531461687456855,0.382278988387039,-0.58506353563957,0.245135489898094,0.574862760132077,-0.320956030483645,-0.127511627868214,0.369899734635083,0.246953194795732,-0.090538061043095,0.254913245700976,0.0375197120042988,0.153041494674432,0.22450456570141,-0.399665410326921,-0.24662525823859
gene64,-0.588112014036478,0.655227227419395,-0.318821644381283,0.584754523130406,-0.856389384668727,0.779022476886911,0.0943931699588252,0.836089237509489,0.527613101515994,-0.753108905834379,-0.669614870599471,0.513861495861903,-0.241413888363273,-0.537622382184619,1.05877128578305,-0.849253233817044,-0.546150374035135,0.758245620010415,-0.0765468672824683,0.499916136818418
gene65,0.0192647080345164,-0.277147559913774,0.353070619964316,0.211465831475299,1.00917215301792,-0.307346781145134,-0.688662833905627,-0.6965844803446,-0.136878491910769,0.181979016324254,1.07372598604993,-0.872836352387763,0.581718711688775,1.0833829916413,-0.59138433305779,0.560298971842452,0.620386210858889,-0.50165845044604,-0.332626754451209,-1.21003319243096
gene66,-0.0923960425244437,0.877751670482144,-0.616189143859591,-0.161012567007865,-0.145638339442133,-0.0363446646314136,0.0780170465769862,0.296484998057948,-0.415262057752194,-0.421908655571318,-0.671135882691596,0.070537908431237,-0.425237123570082,-0.776115970186378,0.455850164647586,-0.524756023645794,-0.674111485865073,0.541410988378447,0.617170517870822,0.568494354258913
gene67,-0.738991713243896,-1.24703078696212,0.880801500933883,1.48279991443676,-0.283104790724378,0.973418969328277,-0.758271159047132,-0.662292725142859,0.648322072337506,-0.719407410729056,0.207781619444787,0.18628466636584,1.03391486036062,0.205661921809199,0.382034870290938,0.312950162501456,0.646988993029042,-0.51451268590637,-0.458525595525854,-1.08965268737317
gene68,-0.820332139077459,0.0738110500797371,0.170002087138828,0.625794804772327,-0.614332849406938,1.17655683950801,-0.25534411880148,1.3080148368865,1.03298457472754,-0.914185975412432,-0.928533154183198,0.540348741681196,0.130971096319322,-0.180758913007254,0.956582490121048,-0.159142884077445,-0.450778560253919,0.794812219040041,-0.606353281637331,0.233804479597087
gene69,0.0155247286023329,-0.824584344376811,0.628369330412791,0.0585795616797511,0.115734035693992,0.0249598868203287,-0.684829927602729,-0.893731333378602,-0.356291313143486,0.0991312202601495,1.42167628466171,-0.548246771372281,0.442033203538315,1.16263180675072,-0.734284299636391,1.56235339575255,0.828082153202168,-1.05167874786144,-1.38576351918835,-0.803203595684664
gene70,0.305363694151613,-0.725318186050413,0.123469249907817,-0.0906179971399393,0.669375066030343,-0.432437177492388,0.362947879669503,-0.669432193019932,-0.327823180254872,0.7213659511781,0.556163666636269,-0.681742167241977,0.103610225565251,0.723343092088329,-0.707228268518202,0.701555734630923,0.483606918381459,-0.902055478129029,-0.275358446607436,-0.333301740690381
gene71,-0.28347885184648,-0.382837396082023,0.128080593205395,0.628884894259706,-0.225224077373139,0.66870015548489,-0.367344828580861,-0.451721594877814,0.722431012548329,-0.0275686739373771,0.568560187483728,-0.161656251911656,0.189725348583104,0.147237554010284,0.222489535758734,0.27747989400874,0.423609423167015,0.396492401074985,-0.25707862316872,-0.27168045274938
gene72,-0.732717505671266,-0.16826389762991,0.334040162850269,0.599596233552049,-0.288186006585879,0.589688427518657,-0.603469608500713,0.0427095989574889,0.50906744995855,-0.868089907865826,-0.513844142941633,0.466871590911066,0.506865006646965,-0.345830162787496,0.537396092260318,-0.118081294925414,-0.0090386926929531,0.465244908662291,-0.453912505353981,-0.557877502545401
gene73,-0.0439268089240546,-0.384611364196202,0.871792796411552,0.0963332634348683,0.135401585504149,0.0139674838249359,-0.245871596794145,-0.455908231814565,-0.165009331839711,0.449395939577649,0.892562744285099,-0.359884693754006,0.507509530863194,0.513133832087332,-0.331629840831782,0.452306058654065,0.338627064438438,-0.478708507965964,-0.579371671300529,-0.456962778719034
gene74,0.23765815729641,-0.561395347221941,0.0508980518252103,-0.125031934764014,0.17571180342989,-0.388499705055991,0.240518427471213,-0.435032345267849,-0.401452870342206,0.463005375532571,0.635381448143076,-0.480234621432134,0.150289916571223,0.769846661300658,-0.698070501495574,0.289248343054259,0.580214693888669,-0.413170666143906,-0.245993279572267,-0.265154421578368
gene75,0.940142222414769,-0.24410724460837,0.159979114215969,-0.460972153508452,1.1089210583755,-0.514570371755559,0.30088405296226,-0.629268320272989,-1.10445107434013,0.672310529011916,0.30095729253965,-0.546243752186675,-0.394781169481792,0.201189856139628,-0.638433293943727,-0.360885567054687,0.304210975683353,-0.733552900233965,0.294927440831853,-0.0966972215681117
gene76,-0.322530141965852,-0.58965594896319,0.388476420694117,0.502992762377042,-0.809414842546868,0.21006780522577,-0.842122441104342,-0.295845304464924,0.409175521196291,-0.249009453092031,0.310579695090948,0.0340925389866681,0.364410180035145,0.290376270415407,0.0774353087678962,0.436442850941811,0.717743928352214,-0.343375495570783,-0.555775920190925,-0.294821394999466
