symbol,R1_P1_T00,R1_P1_T02,R1_P1_T08,R1_P1_T10,R1_P1_T14,R1_P1_T16,R1_P1_T18,R1_P1_T20,R1_P1_T22,R1_P2_T24,R1_P2_T26,R1_P2_T28,R1_P2_T30,R1_P2_T32,R1_P2_T34,R1_P2_T36,R1_P2_T38,R1_P2_T40,R1_P2_T42,R1_P2_T44,R1_P2_T46,R2_P1_T00,R2_P1_T02,R2_P1_T04,R2_P1_T06,R2_P1_T08,R2_P1_T10,R2_P1_T12,R2_P1_T16,R2_P1_T20,R2_P2_T24,R2_P2_T26,R2_P2_T28,R2_P2_T30,R2_P2_T32,R2_P2_T34,R2_P2_T36,R2_P2_T38,R2_P2_T40,R2_P2_T42,R2_P2_T44,R2_P2_T46
gene25,-0.406926068313565,0.235095628409368,1.13707621723392,0.464844660525665,-0.364615549521104,-0.600612637395601,-0.561184076943033,-0.276081369888042,-0.512270033258728,-0.455063608032013,0.315571424810637,0.507542326383776,0.683306079537205,0.531110825317534,0.320391730184209,0.441152352143129,-0.279820489912124,-0.580572283126389,-0.378787373556784,-0.780358671762442,-0.749946176943571,-0.479616131659279,0.111526872408518,0.744118252632386,0.703568943941595,0.67712556064738,0.686959666473366,0.256841348925482,-0.294710250546931,-0.613867634313018,-0.116390147422501,0.0264354513385268,0.419085080713814,0.517099618480755,0.729100484282738,0.585331697302363,0.24584631629893,0.18896613298498,-0.483787825626538,-0.774885757189058,-0.575197378152863,-0.77968016362408
gene26,-0.582631439535467,-0.286944738838491,0.691959821558736,0.823175584130903,0.38965299013556,0.190927472510614,-0.626071889592722,-0.509261048748832,-0.338761035923839,-0.260168795014947,-0.387454852960287,0.173225282330164,0.11397987829118,0.407051711990502,0.626428319476732,0.576658532762607,0.533317218356569,0.3068304003891,0.576226029208046,-0.834454973217117,-0.89950130026082,-0.622152386704777,-0.0261370474061008,0.0902290961945873,0.435874666351942,0.565706753625937,0.441984160181908,0.594256136284528,0.193378135292757,-0.619725656251391,-0.393298214245386,-0.384585017608501,0.178176251547303,0.499495097820684,0.885339910736882,0.688623092229572,0.370929158750806,0.334596013267034,0.041530137872014,-0.300711700619174,-0.955518129087942,-0.596815975788505
gene27,-0.555653357705298,-0.450828751503493,0.963649712739122,0.389322928987219,0.181795043496889,-0.467187088575896,-0.370310206684896,-0.758350424782127,-0.545125997648871,-1.10328936994881,0.144470158892949,-0.125848193365689,0.156849752579044,1.27133038396139,1.5122792038041,0.597727948142833,0.466701003442226,-0.186197297103891,-0.427113345969807,-0.609051722071052,-0.872271093566995,-0.109000838886147,-0.546735966847177,0.7326852702773,0.367588931736889,0.778734969645853,0.973326584700085,0.488740285213151,-0.122815129756058,-0.940775195117102,-0.822987121524535,-0.345020407959773,-0.213071566593717,0.33384148123893,0.812277232169079,0.532179320874462,0.891645046024615,-0.123821638634838,0.215558741194138,-0.927110661788267,-1.02177850784231,-0.790706125219489
gene28,0.770376487437631,0.285605593255326,0.442949611995973,-0.463822734880905,-0.988706368556211,-1.24383719745357,-0.319940263375584,-0.165985704649905,0.117543197223086,-0.284816451729675,0.472994607914213,0.724009930610729,1.14470808396174,0.369449812759172,-0.555035141212247,-0.88030692723131,-0.673096551226903,-0.503293408239074,-0.636943741509809,0.172318228422714,0.279888719988746,0.275465414513151,0.0437916813943242,0.50015645802893,0.418188137754919,-0.0087001140379258,-0.116885953489097,-0.339753135184718,-1.27973340466895,-1.12522386392813,0.706229220538865,0.284401279537901,0.916835634395954,0.711535729151158,0.18263985394111,-0.212274220159248,-0.55751564741099,-0.75925263055275,-1.51129975260193,-0.630827736990446,-0.041256078465863,0.202877669214307
gene29,-0.104571419965019,0.363488820522757,1.0054901033257,0.512381474070383,-0.303940666659325,-0.209185746523504,-0.872858235273586,-1.32305374689387,-0.763412100100566,-0.202391177543407,-0.0930747084395623,0.195858517784941,0.844466387297863,0.689681976784092,0.832650926483656,0.137818961064511,-0.234120963628032,-0.347981442130619,-1.11381385272818,-1.34924681602101,-0.81839193467018,-0.105300819836606,0.452299176581718,0.558253711530121,1.15432022089654,1.41496526727534,0.915317044726628,0.0768471175554387,-0.629982538409455,-1.2676557757533,-0.140279296672236,0.326093069439167,0.232219136314748,0.76784933684387,1.26832200764234,0.83977642081702,0.553706203893601,-0.359294925367028,-0.506351625396384,-1.18934365951432,-1.16553819654975,-0.96887545507885
gene30,-0.574311001230648,-0.58833023677411,1.10762657046255,0.478246588357901,0.38693468672428,-0.0910911126326157,-0.724145114851512,-0.840843227401229,-0.753263009415486,-0.649811329660954,-0.515194360139171,-0.0787284273195116,0.595019589497654,1.18242635788885,0.659817346331656,0.581053966176323,0.379124019096924,0.084717811529551,-0.499293069337409,-0.746636753161587,-0.608856468616961,-0.719637399120997,-0.668845843594155,0.0291726924028833,0.528982572050654,0.824608229164444,0.714747349220237,0.71817756138293,-0.0454450357653831,-0.606429539086277,-1.15961742441,-0.337928344466228,0.1403208371478,0.484195081102431,1.0089612103167,0.720732690852898,0.609830714692197,0.143088752341036,0.200903213776717,-0.246902478781817,-0.819449696348667,-0.975358051260354
gene31,0.112591424595693,-0.146269669095177,-1.07350908020723,-0.319157735826178,0.0250581738044076,0.476620121315091,0.607332464574137,0.735257226400111,0.202343255581433,-0.127293619964245,-0.207420901094023,-0.91329634845836,-0.225914171691047,-0.566480766136179,-1.02267588786863,-0.0393998478555374,0.325991607539096,0.805947525862334,0.983406875411537,1.10314544566105,0.424730770717135,0.619559308048309,-0.43040969095958,-0.0185181266813964,-0.391579448305405,-0.588317891792072,-0.551751670111404,0.0351757563876931,0.599359751477928,0.917018808542108,-0.303847870930693,-0.0385453871348537,-0.480880453047957,-0.47954228516492,-1.04913474035229,-0.255386003688927,-0.0232069004804615,0.0266643171249982,0.325875899872101,1.16203635808064,0.828458844201258,0.283391987050308
gene32,-0.748981875070461,-0.321834416790479,0.622312783944301,0.725288989253899,0.766956250058073,-0.0919832490645119,-0.562261166902527,-0.596582673397797,-1.17484603399126,-0.898979197246717,-0.46751444571042,0.0121758196223931,0.298378423724908,0.563275119204138,0.849613738338772,0.634531546114736,0.535908218062213,0.112947854453709,-0.143035981125495,-0.213939678718192,-0.903695531534523,-1.19474928025558,-0.601444845721645,-0.169301208916556,0.242960375174446,0.910976637352182,0.476733644788374,1.04712263786719,0.136191164111006,-0.453645375014754,-0.817187273930819,-0.498022502432528,0.0355146901022169,0.458949295126726,0.665077404529733,0.875504376727589,0.816575181091575,0.709734887565098,-0.0631225981010748,0.0654508542517882,-0.761638269046573,-0.630281091137511
gene33,0.125388317978668,0.622550964536397,0.19706525181512,0.114827548800871,-0.450822977061204,-0.730063798464288,-0.975360816003036,-0.683846098911214,-0.401485487005743,-0.112184138722736,0.393869767124901,0.717260550677571,0.593372311114482,0.561372905551353,0.305912072135738,-0.480998783739606,-0.526196023845337,-0.965933446466914,-0.467534889854088,-0.825992917445548,-0.239586714103204,0.0602489062158496,0.380436076911054,0.563001260590977,0.659572739231416,0.563168344229548,0.348009241803265,-0.366704764477623,-0.444611482978743,-0.615267883609476,0.404477399423921,0.375880839665461,0.728901049565615,0.46717318485653,0.470136584875801,0.280483316880782,-0.197027284110066,-0.724799845864982,-0.752494339500423,-0.54006147080563,-0.37802575144743,-0.317738058928425
gene34,-0.307994584271133,-0.685612855162606,-0.315046762200083,0.0678003582463372,0.749180146855079,0.55765044988949,0.719310999846114,0.338432088265419,0.268657314036464,-0.297234709398617,-0.485809542794864,-0.967520622288819,-0.617927906890328,-0.200378836324229,0.168010865997372,0.371663553017939,0.710323418662347,1.02820080256705,0.497179749282771,0.715606913770424,0.25525766866476,-0.517719298250598,-0.780773973808232,-0.747920396164049,-0.812106229601073,-0.274556684854288,0.377319499208283,0.722466849876798,0.703134162066031,0.319727516352974,-0.527923055164431,-0.749880906932699,-0.526451482938732,-0.686714056136688,-0.791199043691787,-0.148836616829823,0.440677019590487,0.965807465702932,0.665337127476752,0.750527645008715,-0.154865646047337,-0.0557907793803241
gene35,0.133920362504261,-0.0844247561324259,-0.159121670867513,-0.356254275908267,0.111104457841441,0.540821139428415,0.583382629530291,0.530211674528365,0.366826774495645,0.0338186982427051,-0.104009449295219,-0.520534219028959,-0.544942287199779,-0.400114524951886,-0.189228791033071,-0.143338927486345,0.255218724466121,0.347667002741875,0.442124674096696,0.589818139109256,0.145002191586067,0.159371541698788,-0.154738002861931,-0.307986770211507,-0.367634182416452,-0.408088656676589,-0.241430049001743,0.035178522660492,0.761806370663865,0.26009705210111,0.245903818930809,-0.066364917276811,-0.358765961671812,-0.37204636401091,-0.596400833228345,-0.241548985297963,-0.0845922091675418,0.457007796569045,0.423009700488705,0.513514242402788,0.420891940025489,0.220692954158183
