symbol,P2_T25,P2_T36,P1_T07,P1_T01,P1_T14,P1_T23,P1_T18,P2_T39,P1_T17,P1_T03,P1_T08,P2_T38,P1_T00,P2_T32,P2_T34,P2_T47,P1_T19,P1_T12,P2_T27,P2_T41,P2_T30,P1_T15,P2_T46,P1_T05,P1_T09,P2_T42,P2_T43,P1_T02,P2_T33,P1_T22,P2_T44,P1_T16,P1_T20,P1_T04,P2_T31,P2_T26,P2_T37,P1_T10,P1_T13,P2_T40,P2_T35,P2_T28,P2_T45,P1_T06,P1_T11,P1_T21,P2_T24,P2_T29
gene13,-0.275607153081828,0.451027191556262,0.616333776276353,-0.253771694972962,-0.0002192115839446,-0.360029885340319,-0.369865500747109,0.384450463133875,-0.107619685227504,-0.215742404408962,0.867021759737045,0.396540601462358,-0.993208029310038,0.79691308927732,0.750232771506086,-0.937728872540976,-0.979743541028219,0.481280953881343,-0.230144865977569,-0.562271236049535,0.330679772574909,-0.0110799270337166,-0.498443376080724,0.169071989566016,0.673558884640005,-0.398447955818502,-0.369881357433297,-0.27631303866836,0.67687326381734,-0.681348080105768,-0.823469398197799,-0.191964761193126,-0.573325694767071,-0.0247890194264964,0.537527677837028,-0.160096621776977,0.694630043565397,0.534863232057858,-0.024987959474074,-0.228308078256864,0.357113886539303,0.246339361644536,-0.503548208496794,0.164975875215499,0.805886790010678,-0.908916229807532,-0.732772793286337,0.422804679682709
gene14,1.14371659776514,-1.19982641218797,-0.733139131951657,1.28583105618165,-0.810877933138377,0.956273335432324,0.358952014993735,-0.373444438318046,-0.095843039613984,0.149667990718606,-1.19124576350424,-0.435077010678621,0.830268137561994,-0.775877779613856,-0.685923473357999,0.11368972018928,0.814860910444914,-0.756977342816807,0.748944119909242,0.515092305261736,-0.23022587850125,0.294489898424378,0.869780474945638,-0.289072908265308,-1.389597869137,0.337838992858721,0.383423476009663,0.6487394161244,-0.97368776562996,0.508696011898502,1.06127505737061,0.492937392330154,1.01577529390646,0.29429072836054,-0.773651176884439,-0.158151278888292,-0.852874480200397,-1.12682904380082,-0.6509678303976,-0.236564269173147,-0.553293850457152,-0.356163923526534,0.794536145031339,-0.208768356560792,-0.994578231101768,0.912049933937853,0.720470480611348,-0.245779994312473
gene15,-0.738146546483907,0.702794208154022,0.666957362914262,-1.25123117005326,0.850439628019087,-0.588061188993839,-0.0935684550575828,0.604881320577897,0.284361165691474,-0.678251433894184,0.199300792460094,0.750391456269191,-0.75095366953515,0.335889409249041,0.726245027205087,-0.974562215730439,-0.302760136821552,0.779612499953853,-0.766047899646859,0.525729232385352,-0.0485847053694946,0.538045072487306,-0.58394991516187,0.159487229135745,0.529276988296887,-0.0931429967449085,-0.123149269070963,-0.619504751516334,0.801240360551374,-0.488484118141982,-0.547934895269254,0.644411281893103,-0.318399965163719,-0.480817807356183,0.183076741909233,-1.2859004466324,0.628475020791013,1.01044070498043,0.915500485059311,0.330872257539439,0.827597487376513,-0.451381402246616,-0.582611603814228,-0.0496292838230726,1.03563903758755,-0.824891428382218,-0.949558772735998,-0.188841296348118
gene16,1.00018593371521,-0.548510789708767,-0.11901562420376,0.686846236955787,-1.13326724665461,1.17681000014157,-0.529774461742672,-0.521283522136142,0.174550756256021,0.890006925951883,-0.637807193290432,-0.906143113961933,0.871388126376024,-0.248694070259446,-0.683924027659102,1.03246583944395,-0.253164095836181,-0.603402623925373,0.491744689806426,-0.0632659899525441,-0.136111489500477,-0.45578963986872,1.31101032305346,0.0603209992063425,-0.430222600228244,0.260162536316696,0.0329561552314268,0.711282046284107,-0.375598775143412,0.733630694783729,0.216735781767708,-0.347893890545566,0.523060610293188,0.475911941719802,-0.0488931325512562,1.03205723508221,-0.786915534971644,-0.35925551603649,-1.2273762732843,-0.591950461396138,-0.99582194658225,0.275640048837203,0.615286640115621,-0.217190866283271,-0.746340690713751,0.415484388934956,0.564995681518713,-0.0154582065200753
gene17,-0.875943557225179,0.407961046003068,-0.386344221284715,0.243307483225459,0.848366351994808,-0.633382718021368,1.14136362745486,0.572934576706272,0.0552449074094185,0.371244917393248,-1.31751016464678,0.327468068421507,-0.34467514294806,-0.599972929014711,-0.995110466357825,0.335153218565783,0.965532405683337,-0.25204476546803,-0.355609853131214,1.70090645093509,-0.702575283094369,0.484269577001404,0.860393110309063,-0.598360456386404,-1.14240577413609,0.576997139337318,0.746239303227509,-0.157262464053823,-0.748930129377048,0.529265450760672,0.807473106439147,0.276967290845999,0.908846862716804,-1.50070677432692,-0.633575932118849,-0.376125818979556,-0.693692031152301,-1.23382433452293,0.452795027992949,1.49199123219618,0.287880371895845,-0.82701297265623,1.02086436450824,-0.402689334077913,-0.735351372215344,1.18570267285632,-0.98116394176123,-1.18302033247641
gene18,-0.0143847181029581,0.0982794885557814,0.486225679391598,0.42877238462967,-0.0640651187648005,-0.0585174975224885,-1.04360852230705,-0.206749105068799,-0.507370426073019,0.122192827866038,0.0288554530343043,-0.285703617738761,-0.0203912454962591,0.889534216282433,0.69755353449155,-0.10495800532909,-0.823990320777595,0.0393438722360358,0.819117511999124,-0.103486418256675,0.398062118362858,-0.627462239379101,-0.698140157643539,1.06930492126351,0.749562002351033,-0.944133383561997,-0.756149115254764,-0.079062591171333,0.559161702245297,-0.599086942903377,-1.1631665605835,-0.455939200976058,-0.834650703066585,0.26003983515903,0.618344050148398,-0.0584004166598248,0.117191681864616,0.421260197052266,0.382004381410891,-0.254260608565234,0.473931593225577,0.61892559745223,-0.105703013696814,0.979352998491602,0.54040203215704,-0.694740509484364,0.453207279633084,0.72771244735392
gene19,-0.591769399218616,0.510794027895223,-0.277180141956337,-0.339766983316228,0.39248540082217,-0.282397905385945,0.296598749106994,0.465795023255859,0.405011415595386,-0.581640079928733,-0.0989257010617481,0.510942470870574,-0.414501588143968,0.0642384017239403,0.218610771405605,-0.212292635717765,0.124922116905864,0.380691356511009,-0.430874241353271,0.313933329298731,-0.223167178719556,0.67534682211191,-0.226647351069655,-0.376044416812127,-0.0013290505111246,0.584779242798771,0.243754608058253,-0.689669398012818,0.237142877322986,-0.132987689352168,0.216780599498882,0.532585646632758,-0.0868854233905671,-0.347098050601945,-0.167866405991652,-0.445115895579089,0.56126695003417,0.108692173361903,0.475451510550614,0.369371720942075,0.349685944745967,-0.562539396196659,-0.0711871639803426,-0.184736176746497,0.274117297436196,-0.0127897632303027,-0.310075464792688,-0.208745045027276
gene20,0.334721009822638,-0.275036789872282,-0.174853424208878,0.469374869392476,-0.827847388948663,0.355054935556761,-0.432525231038007,-0.933462291876856,-0.459697175831752,0.920280955359574,0.33858978563734,-0.468162597387969,0.336920030597088,0.406043899236593,0.0530849897504532,0.460789490943828,-0.664743577257855,0.0250067539418368,0.180632086394669,-0.538073161664903,0.225362627827428,-0.593921323252124,-0.282480894111665,0.849290170281518,-0.118746535356401,-0.376528283807979,-0.297495756111395,0.794484877323133,0.0208891283552381,0.246604353791161,-0.274064736985353,-0.67105027369356,-0.0677371698067931,0.623165593448321,0.0864173579137033,0.625590149527532,-0.421624009165728,-0.521901739667142,-0.401943228036434,-0.629771012173132,-0.252861182876248,0.657521761603479,-0.167859060555442,0.42094970159349,-0.267589985001037,0.204782643667647,0.347575470975819,1.17411454345517
gene21,0.679817462190854,-0.70642170018684,-0.397196966295315,0.809872508150321,-1.01654060265095,0.783136845593281,0.486349574043836,-0.563796322667189,0.0394063671305223,0.965136099500514,-0.216450577548708,-0.531677318774151,1.02006817500772,-0.503426535136372,-0.507715808614664,0.668330972435961,0.86746357761518,-0.995561447526663,0.384365110088878,0.370109880712895,0.139269807106852,-0.308534512869328,1.69952738421319,-0.385819615207215,-0.825999138125894,0.239111348333228,0.766484621433696,0.643231274804255,-0.926778030516431,0.838516434650015,0.884153588441503,-0.223268159487948,0.285719819551939,0.628374590137956,-0.113216222738043,1.03100063881148,-0.991606887723376,-1.35542593933467,-0.910906941861364,-0.0240604421480682,-0.630737414461028,0.423025071434628,1.47538477914309,0.314121980978733,-0.906457946847821,0.857039934609682,1.22057390202936,-0.0515409812180677
gene22,0.291264151360422,-0.511166819805354,-0.616084407492983,0.461078389240526,-0.410857824388529,0.683798536233036,0.573643968091305,-0.302421682395027,0.279546782548565,0.0015577377591657,-0.701027073486609,-0.158591729022016,0.591200235295832,-0.398515717809285,-0.393248810482613,0.189394602565182,0.327317621118174,-0.577916858468252,-0.0046203083897948,0.173499958025042,-0.265002918963785,0.322938238758166,0.388008228605287,-0.154108902229925,-0.638240715049305,0.661381466089213,0.218520102987089,0.506838392166721,-0.354394546953483,0.290628003498235,0.658339270038553,0.0584480174126621,0.447579583351168,-0.674909640213398,-0.334992339367834,0.204666210927214,-0.58577094383952,-0.51843991490107,-0.44034959177,0.0526534058862621,-0.400385191673256,-0.238442422263074,0.770213656042964,-0.298698286334687,-0.419922434374142,0.239021843272392,0.0722091620182431,-0.199470149694153
gene23,0.6800228463315,-0.816971005720847,-0.287161907526613,0.931652957223399,-0.639713959221643,0.647929394843185,-0.309368101126342,-0.55138078342947,-0.309187739123256,0.691577849308167,-0.617894939356513,-0.947450852970308,1.08775837165479,-0.647283981464207,-0.553284340914991,0.615844769174699,0.399189913693582,-0.775236032210768,0.425122202771867,-0.219598105208625,0.0933060119242176,-0.308523193083508,0.635988689886643,0.3398462276441,-0.416807847389537,-0.520117279109561,-0.179008244908453,0.471910148853806,-0.558189623953993,0.563866591514023,0.538145189097816,-0.579780454261211,0.504417573554865,0.588599064479252,-0.215229490357822,0.694211365695239,-0.496426155227043,-0.576435416959594,-0.927576573734328,-0.751511295798655,-1.16415398325335,0.597879262243826,0.519326217330743,0.0288566276028755,-0.725781176048649,0.508020348102936,0.896246813956357,0.547821537838524
gene24,-0.483626830628059,0.369279721268333,-0.661776049454105,-0.612067145362438,0.570048158912346,-0.162430450034642,0.103700545872512,0.897601654272636,0.219798798850374,-0.956131229792547,0.153605787719917,0.736609496990915,-0.276197196379976,0.135869450685207,-0.150862852188259,-0.238479920339419,0.40946445639356,0.429087978899191,-0.490262524208295,0.543670345684806,0.0029443498290228,0.488980176099489,-0.739676857164433,-0.536154267018602,-0.468334470006248,0.359943928702649,0.376785520347701,-0.519592838410263,0.0301274985595608,-0.257377516541145,0.0276141700194802,0.595682514864088,0.301993820373909,-0.0123342717155827,-0.370897966737093,-0.546696019102114,0.497492422649427,0.208314273104953,-0.0679886064040224,0.671838364881368,0.615517394844055,-0.601196158404676,0.108074950622828,0.349867035776761,0.451737758545808,-0.126644825920622,-0.0978706267377245,-0.386817874323003
gene25,0.281345836974114,-0.818732253056743,-0.940699134229603,0.34267586529136,-0.235433958066939,0.719950752198609,0.251939368648533,-0.448261435132395,0.276415408300428,0.0312197153938307,-0.390796517606565,-0.179071179805817,0.360332167944806,-0.720837521832501,-0.779030861998098,0.092748225135247,0.118839326526214,-0.523812851915825,0.134243226212745,0.378025688071345,-0.378501249058385,-0.0669557820702771,0.366112487409719,0.0248044064721443,-0.493469719633747,0.462647497937006,0.588197662422123,-0.254599431762243,-0.63368964489796,0.729440539912928,0.687674722563381,-0.462633282760778,0.846974240553801,-0.476188986509966,-0.895230759994146,-0.0187786513819837,-0.597578390078902,-0.0968323511546502,-0.220603423892367,0.383757887277277,-0.150081158418703,-0.0795127545701126,0.367844808022256,-0.498738653698577,-0.633281483796865,0.786251977879311,0.404282458510203,-0.646807457015318
gene26,-0.0575820831370416,0.0388642121360231,0.513547347020381,-0.0556713941982753,-0.295856889090723,-0.276350295410595,-0.644786757822908,-0.0934256529582553,-0.472900689448263,0.46663616203898,0.391982001363292,-0.284373971020157,-0.154630776317374,0.527925349827734,0.401164816572196,-0.409215752708454,-0.466160365840204,-0.209939247246373,0.526549136341694,-0.475283617619379,0.621677617550611,-0.593475372582059,-0.425333459253885,0.620952416012254,0.440202513347551,-0.474835031720166,-0.670092893098733,0.277695993872873,0.596808593836708,-0.385838053461594,-0.754079650887343,-0.261888499844563,-0.609244058419067,0.480878198907315,0.598399070923966,0.0812602354925404,-0.166589007483338,0.394546285529955,0.0573096907083821,-0.687971512538631,0.51270287255031,0.54382574581997,-0.857392113101001,0.618297510639545,0.317215279931987,-0.681549720614085,-0.0131044465117643,0.759593139765314
gene27,-0.250825913034995,0.253393608129477,0.624385226412527,0.0415467078376054,-0.185338438516508,-0.29579977332413,-0.629300501809218,-0.330436691101233,-0.771723968332378,0.208112334081933,0.849895369947567,0.1048838414701,-0.544130726256612,0.66253490575863,0.278471082172073,-0.687843983674604,-0.580962558420373,0.559362798401734,0.247001340042891,-0.972024482166507,0.687473528096049,-0.346450786097162,-0.322671920343549,0.661320169991482,0.902473088122159,-0.645964833344108,-0.566234219031843,-0.139308657548714,0.810765011758053,-0.442433638346983,-0.662610711025165,-0.124417372648952,-0.447056888607156,0.189749862416975,0.650678144492913,0.19606664078596,-0.08647411504387,0.628827711927896,-0.146149139888431,-0.488045840724801,0.411205383496205,0.467213840995728,-0.691000086634772,0.634950995184634,0.172902810561944,-0.746841354210395,-0.282260120194985,0.534564430256529
gene28,0.392071264093296,-0.218233440019897,0.558286926595724,0.263866832575348,-0.563093998740808,-0.150731870015165,-0.681031469193203,-0.670805597198947,-0.745830203093575,0.409182387129938,0.23731657625725,-0.491889770417808,0.280663733773236,0.493549373085752,0.14224136839275,0.101591852782107,-0.573387556365131,-0.431386267463908,0.61793877019593,-0.833438132674891,0.773792106608603,-0.488373234884769,-0.232913294394406,0.823422555147066,0.470655379224797,-0.681512563380534,-0.585562953290895,0.369077460862921,0.199579243545457,-0.313703633834993,-0.625100744476616,-0.66608878726647,-0.655965034280252,0.818165049946875,0.39831357441755,0.351320407383783,-0.400693521516042,0.0921568316189671,-0.211478651601286,-0.728291601012235,0.0400984871155231,0.777066232259401,-0.458591019720119,0.599361929549322,-0.0283275493548457,-0.13419256732894,0.274042556195811,0.714487608288378
gene29,0.75513129270042,-0.340304134455166,-0.518035560588918,0.282197870178314,-0.60090772824225,1.71403766702355,0.310617108262803,-0.647902838003147,0.0381792845511057,0.82937881980776,-0.761704759290422,-0.50091555207899,0.711435239138774,-0.876206069594165,-1.15686336980861,1.33651181485696,0.830512948442896,-1.01206798937394,0.197927725490913,-0.0022806986941083,0.293199060956619,-0.635583814952103,0.618255705572133,0.702127987037356,-1.23447529361431,0.811152517390294,0.180837800405761,1.17512551032377,-0.841749885346891,1.14139446571619,0.512125944812752,-0.241771759808517,1.12368825579223,0.510639579244748,0.104450945862706,0.359400829003831,-0.900565997320492,-0.526129103187213,-1.20956473169209,0.0437048646157971,-1.08826660854535,-0.195431206069667,0.967278269775176,-0.173607545296315,-0.53963263739243,0.859156714092305,1.22360175463737,0.0139388860563891
gene30,-0.738075575724607,0.836202924935326,0.75487881283957,-0.512496841827229,0.353930283217894,-0.600635927643562,-0.573411473120014,0.577365111668351,-0.0827317773437545,-0.319445079548973,0.653706492553476,0.417551280472619,-0.725523950075807,0.49635129758092,1.0211010344238,-0.675088429602954,-0.732608082194967,1.12358626002191,-0.730214278880559,-0.0958827602481101,0.272799226518035,0.591932953038236,-0.605529181024251,-0.0585041227560603,0.902485761043829,-0.554648382536884,-0.501233068976686,-0.07337534226798,0.998351002465243,-0.662231912534971,-0.70135531645316,-0.0996831939213212,-0.93297986956433,-0.129599072095755,0.737940060001376,-0.401726710752245,0.311413905779485,0.926089822207037,0.737154109699658,-0.0415143018674659,0.938497263016462,-0.11678343264697,-0.913365280948746,0.286051442170792,0.617460627846267,-0.715949872597237,-0.758366262455648,0.295806283296135
gene31,-0.498542967325496,0.323218757007771,-0.668449769352029,-0.852909092003785,0.946606301203355,0.302422079081227,1.01834681604149,0.501253902156338,0.603600777658731,-0.984501640503833,-0.501435977433598,1.28561430027124,-0.734987925900154,-0.609086460552764,-0.299887914085305,-0.75586041946147,0.825249148975508,0.570403653325713,-0.398806936528546,0.626948713232021,-0.756565489163941,0.780921500107888,0.449483151533563,-1.30845687197888,-0.144873490496282,0.462195477115684,0.753729972963576,-0.685946596606614,-0.422540656874649,0.639428298432558,0.613808048345492,1.13124217267402,0.664735060362558,-0.735545898807028,-0.739861829915879,-0.184271042563394,0.603425185683026,-0.197500452734504,1.21767319625464,0.990312863289085,0.286769618758672,-0.686110793172694,0.234573488024832,-0.455059005367134,0.328241639887905,0.444631362680306,-0.0291553772064058,-0.665964564130727
