symbol,R2_P1_T06,R1_P1_T20,R2_P1_T20,R1_P1_T22,R2_P1_T10,R2_P1_T22,R1_P1_T10,R1_P1_T00,R1_P1_T08,R1_P1_T06,R2_P1_T08,R2_P1_T16,R1_P1_T14,R1_P1_T18,R2_P1_T12,R2_P1_T04,R2_P1_T18,R2_P1_T02,R1_P1_T12,R1_P1_T02,R1_P1_T04,R1_P1_T16,R2_P1_T00,R2_P1_T14
gene13,-0.680604118237238,0.722680583699369,1.11281333079969,0.247444918589422,-0.577800503871338,0.111671711887548,-0.31951417142248,0.515930066670158,-0.118688019819756,-0.591286008877928,-1.27601732908589,0.785839632865022,0.148253848187249,0.936190148718811,-0.362387468837133,-0.572296066311864,0.362321626611787,-0.14092153985002,0.0897622057427898,-0.0006179394858091,-0.611018379903436,0.535037645182467,0.784335793238712,-0.0907482155426581
gene14,-0.222344463931374,-0.0905029601018453,-0.15449031733123,-0.480093621734889,0.398776691807742,-0.459053372556253,0.428861423975011,-0.228519787675531,0.0935478307798236,-0.0849952335725618,0.148552961848455,0.54315522770431,0.566752799822795,0.29172270044866,0.604558052682269,-0.435740090638501,0.15702636280569,-0.573679591844185,0.582482016464709,-0.48028180712915,-0.538395038463436,0.341943933459619,-0.542811718299811,0.453840345725472
gene15,-0.285649733054906,0.444094763433727,0.579940186731417,0.618518153096561,-0.601640330871456,0.20151143587916,-0.82367575350523,0.618895344171744,-0.488261054183382,-0.34887760663184,-0.648765788664106,-0.0007039916121848,-0.265454941121666,0.522337285848391,-0.608385203148515,-0.0596294718868199,0.277102526748365,0.191737991800591,-0.826101673741435,0.269436663439607,0.250550469037796,-0.131989460854391,0.647606364762943,-0.345785841262819
gene16,-0.392628096119634,0.0048392134542708,-0.720330366181339,-0.56219180521959,0.142995632802781,-0.40520702394488,0.539229039850006,-0.602143015686096,0.0703346639903284,0.0346100334573216,0.43967625048209,0.304021421357479,1.14259860140723,0.0172844226136548,1.00101306567683,-0.235292015410707,0.547705570111547,-0.800936606064573,0.464804292155564,-0.810044257532811,-1.00384929994861,0.662810820178296,-0.480211008292188,0.655768781074816
gene17,0.41577527635788,0.12492393067856,-0.38420350144458,0.13304367001995,-0.80792498660523,0.160124088081155,-0.345985774452586,0.597028377647746,-0.304323415072904,0.350453242361512,-0.112245931439408,-1.03238320714047,-0.588850795256588,-0.574489830894156,-0.812282923242924,0.151371096777379,-0.0100817722643528,0.808928587843554,-0.140683615179271,0.299958703036151,0.211509031187231,-0.66559326677695,0.385911346780148,-0.415012846143186
gene18,-0.21389563179262,0.571506303505533,0.226181177008907,0.517366833896828,-0.536864919594988,0.404131185801889,-0.0040228858115002,0.703209273357535,-0.260516799884183,-0.399625148816656,-0.231945122174355,0.0412959414334436,-0.42229578104165,-0.0576817046557534,-0.861662904396438,0.0404926674485275,0.623848550030635,0.496381743933575,-0.808788907080333,0.573994720532176,-0.001551410020073,-0.200914310379012,1.1056389781215,-0.691710199330751
gene19,-0.460030370933712,0.64407625759885,0.573349111502133,0.02324737644738,-0.185932593329306,0.0671023829751549,0.0113431127620385,-0.024938439308981,-0.72271877881386,-0.521529290177737,-0.489895739864078,0.815613556690259,0.570925699275863,0.337905722986116,-0.0931450539111276,-0.353740893943659,0.540870402772261,-0.400501973918491,0.329021610812722,-0.261936166860004,-0.717224818266265,0.316075679344234,-0.16360588493143,0.495792519380133
gene20,0.137450519490642,-0.398294610337399,-0.435454149005652,-0.960508075296043,0.920034558331854,-1.11264737016991,0.8793677067481,-0.706651040930923,0.756306022893836,0.35063905953789,0.183241575572984,0.637697372310508,0.819980406807992,0.267475339399933,1.37451397023998,-0.482619349579339,0.0520550574822641,-0.978045239241883,0.600186075852896,-1.04207440282787,-0.220507877870864,0.0724562021961637,-0.791163518314817,0.760811962111903
gene21,-1.12418717219815,0.723609560918342,0.582336553250873,0.695894490055497,-1.13375208527347,0.370915494473133,-0.59442277365376,0.487983891044978,-0.800657908992377,-0.449526158902407,-1.05185699995667,0.0435306599006149,0.0606565740086255,0.586654907780998,-0.46354717454877,-0.0392196744166981,0.8259220093846,-0.0057396016639934,-0.940025126570999,0.281874744524696,-0.156514115668116,0.543429086276873,0.656145411432724,-0.508974894332306
gene22,1.03919992133423,-0.557996678958967,-0.701442702556104,-0.18981599181824,0.479494072603465,-0.375702448219218,0.699584390155965,0.310547377678061,0.48283300949826,0.804069273538227,0.288836048073663,-0.842942199859189,-0.841389305012992,-0.843383197901266,-0.364945670628358,1.05654486708094,-0.583231368717635,0.604851648405265,-0.006907157915955,0.496630793146897,0.553405686861519,-0.980858449132191,0.710638295522601,-0.625991615689065
gene23,-0.690280188008577,0.930851108342684,0.487919005990151,0.67063941177197,-0.29048037684268,0.763857097322304,0.0962483314982631,-0.22473414917017,-0.875382928814946,-0.715842681301193,-0.585992984925183,0.78204744639143,0.454991111499386,0.65785728987215,0.0343813688714966,-0.889132291143896,0.709128693983018,-0.433348250539535,-0.145440507477979,-0.865198137687187,-0.694621631138011,0.708828985751735,0.0600542355358561,0.631663223082922
gene24,0.169922252548223,0.269074173960553,0.525880102599458,0.507607801665488,-0.373597051859298,0.460833801664364,-0.423594570161871,0.524335187222921,-0.153188915569132,-0.389344139005466,-0.363523732916488,0.0349500090344814,-0.399562105088582,-0.290388670393793,-0.422587045908268,0.330370753603949,0.117390817221606,0.365693553147839,-0.580144926875012,0.671905051654836,0.465098123750517,-0.120407204249108,0.544697880183936,-0.678079406808393
gene25,-0.933451924252802,0.521623563550315,0.706765745556814,1.13974070851353,-0.0304647652537694,0.843628379636016,-0.463226355188266,0.180824850377295,-1.34965777695895,-0.959473154342875,-1.17541714590111,0.220409594765845,-0.126285992869512,1.38937655401671,-1.11127874440059,-0.029987036873092,1.26948006449179,-0.625484212905558,0.0600765401917717,0.49807677466432,-0.536299784855788,0.762238317601885,0.126467564246548,0.460295419754248
gene26,0.292959042239601,-0.68662967986449,-0.41586048662749,-1.25424041259067,0.361040636054967,-0.559988950250774,0.101067096054477,-0.289366721407223,0.742046390760605,0.360297903993093,0.797915893849834,-0.628890891897081,0.439176762800502,-0.473277548536292,0.487066595141086,0.104174083007481,-0.32784801557352,0.446460505193342,0.431993090871195,0.307998059372415,0.181294996062569,-0.216207294553944,-0.361736254936598,-0.331779288004688
gene27,-0.141273167188594,-0.401869938587593,-0.198344495891879,-0.128779893450202,0.743440704645812,-1.74538606656041,0.397589742709404,-1.16443409027626,0.383453352876591,-0.57451050927775,0.7610619428865,0.357560827703785,1.03517490282456,0.356268085484667,1.47383840243561,-0.0896808175334566,0.115173400697154,-0.861371478539946,1.21367824283707,-0.820953894520846,-0.438786353889741,-0.153252730587496,-0.979062118717821,2.10082779735043
gene28,0.440415009565632,0.085039944433427,0.110646568737322,0.360822627764131,-0.421051166623112,0.141591000490286,-0.276691501073151,0.693957963254054,-0.192995461601713,0.242708762051242,-0.0248838825456261,-0.573739657673834,-0.638768238936878,-0.552923830720305,-0.834157663497069,0.725764259875686,-0.0200619095482853,0.673711302607295,-0.65262982722183,0.709396432492726,0.538585971033092,-0.545776718480138,0.792817431766582,-0.513705688737416
gene29,-0.531381030619331,0.823074314490352,1.42443271779563,0.484931926248139,-1.25066746646785,1.03233358797411,-1.01736775211408,0.517057558992534,-0.614186493010188,-0.600288235899692,-0.672944615333296,-0.0551230519853431,-0.306701558505784,0.326076217784196,-0.425471922108889,0.130207367105406,0.47557647677037,0.201715800147304,-0.533782031706352,-0.0463894582785421,-0.119117985903442,0.779579975674659,0.85986526472231,-0.451329427573976
gene30,0.737185346193412,-0.938274787081044,-0.835002599275934,-0.8668965762716,0.453673566898815,-1.03428416375061,0.69180329746147,-0.756220502626496,0.522210742319524,0.312183426574509,0.347629296218842,0.497253983246267,-0.211822727525883,-0.379419838360569,1.12809667561008,0.515495552783769,-0.740689721057126,0.208148476835705,0.154772108137444,-0.266503591657508,-0.540625050274463,-0.481010679618167,-0.879707041372388,0.138411749302005
gene31,0.326123428563634,-0.337717563536873,-0.435542282953168,-0.855460300656241,0.510994403099701,-0.743649753148165,0.822988378258258,0.0106404658609758,-0.0143362457856233,0.102307924668889,0.175346496362746,0.268623772029278,0.356931202360033,0.328538332847583,0.438500033553553,0.143148713050536,0.142983791583233,-0.0618943065889183,0.0772954695609839,0.004699730890089,0.0179814847589048,0.54608836817861,-0.351666785619802,0.315378509132195
gene32,-0.508709562806025,0.856235620970596,0.631953228731828,0.919985367187107,-0.772957187765946,0.737632273123592,-0.722154343101971,0.879996624263736,-0.602441352688578,-0.450401553908886,-0.563809614616953,0.196690423114841,-0.438149548165928,0.546258319547362,-0.656565836616579,0.136332940700283,0.519091320714541,0.412340035188487,-0.750080833044725,0.263228927278532,-0.131816669629842,-0.1475697882449,0.731645565841104,-0.157077200999028
gene33,-0.263730019726875,0.826897506156218,0.4437609421932,0.524277092224422,-0.483342734986144,0.665334409686116,-0.599422676354962,0.257521033151827,-0.503029714326732,-0.570013547630367,-0.538009206367625,0.128924800207725,-0.181205606855586,0.230465618584115,-0.385680909896999,-0.257455865320127,0.477248671202435,0.130456686020356,-0.416350037269288,0.193163366490821,-0.0700382456365456,0.206054757552263,0.347170203464151,-0.1668843589198
gene34,-0.958694803094245,0.493943539684501,0.682898061661056,0.0893663202945461,0.0025722183377375,-0.14373459291784,-0.316474619783324,-0.308064321097872,-0.596385356739396,-1.12061386421929,-0.507631411496371,0.776481240164959,1.01579768650624,0.90937457340171,0.367610919610356,-0.779695857994558,0.795290426465347,-0.770216803812198,0.0488882574443686,-0.684215241581239,-0.98205335583266,0.985557664557953,-0.54081625227508,0.701121987649658
gene35,0.562631364320715,-0.391559094444388,-0.557630788378627,0.0014449999177012,0.323042668814292,-0.354939042922076,0.405677594551196,0.0196362896137051,0.568048403599419,0.502504058111993,0.113391124486251,-0.736047967593479,-0.315265905794882,-0.399863141423688,-0.0251061874510961,0.247040536909919,-0.421685589113419,0.260399966272734,-0.0874424157731453,0.634112819853302,0.517489127813151,-0.370601261679339,0.0808626255388838,-0.35708649480838
gene36,1.10171217450413,-0.471925204423141,-1.03527746617826,-0.635664705789441,1.31154660249624,-0.209351167616626,0.68343111154231,-0.190084555014572,0.561515277439241,0.449461508581071,0.582743556709755,-0.256686800715261,0.0838621415817923,-0.748780285476815,0.326110802132348,0.671878435010231,-0.323873921203284,0.351333671562642,0.316884965126599,0.172562770712051,0.647113395806586,-0.446114916149967,-0.496022628998609,-0.09880665962264
gene37,0.301847424537609,-0.622371121824588,-0.982414282620187,-0.293703062698869,-0.153484622382974,0.184766311330731,-0.138798810509204,0.325087340052996,0.402113967952373,1.08644658507841,0.982289567338739,-0.763380417292744,-0.814807663460527,-0.959640067111881,-0.360582119517066,0.675853433353873,-1.02999345777189,0.643407636122912,-0.421124657557946,0.865042713032633,0.944426582634835,-1.13395623788997,0.419554727332022,-1.17048687752383
gene38,-0.291124763961233,0.713821033939756,0.350127395941823,0.107199377716764,-0.602699323853985,0.387660968588125,-0.263733490443964,0.858332184678064,-0.585560135194444,-0.538214855657134,-0.458287562350117,-0.357223445710768,-0.95184287929013,-0.0577303128343759,-0.812288903731377,0.18771913004345,-0.169786865221831,0.94102596867669,-0.600955737979435,-0.144187070438205,0.412854123528368,-0.361949846876396,0.634143551929388,-0.605790146674005
gene39,-1.03420823910433,0.907801370071576,0.174354737137225,0.874077267449763,-0.556690307672211,0.549974020132915,-0.65316999507435,0.897698677000652,-0.544137088718307,-0.596997778595168,-0.764325335862357,0.824095181130583,0.302526798161184,0.743661598373811,-0.33298351056346,-1.08447772566,0.77902475747831,-0.569789152483738,-0.302894715489891,-0.0791504144679135,-0.983167254261941,0.716541763601519,0.274836411366788,0.0562852953786792
gene40,-0.714039882057393,0.692294791578575,0.692694786261561,0.219559765116621,-0.401057823306945,0.124302799079068,-0.0996982810654451,-0.132855598891846,-0.540823910432198,-0.808249292398449,-0.243785423447289,0.430433565454507,0.418984956223629,0.453713965550828,0.282602769200599,-0.479723466247355,1.03483646224758,-0.376393313704098,-0.15506933324507,-0.554429323354095,-0.89673228321395,0.688303570969914,-0.306281107302715,0.73660458236377
gene41,-0.646171246648537,0.302125931800066,0.649240288597714,0.64030282910841,-0.144140943923976,0.216183637584605,-0.334257214567074,-0.0904703497014964,-0.102845766368408,-0.599073339397441,-0.623120288718751,0.683557925978666,0.378408159584032,0.850073481654083,0.188759964034206,-1.04770940243727,0.383509547587177,-0.704691941668227,0.367117082399698,-0.841045498509986,-0.937667086843056,0.778009547978158,-0.199723363140237,0.50588517364593
gene42,0.493893962623119,-0.433022552984556,-0.56117030163525,-0.286567850583513,-0.178914289783961,-0.0766138953336264,-0.0502785819917562,0.237564016299772,0.683682225931509,0.577826414883627,0.104644460442152,-0.938676687204967,-0.620234492334909,-0.112882880750906,-0.349440744640967,0.541272315014884,-0.417890809730043,1.08626023785049,-0.0467618419069041,0.663835158265298,0.767610253654272,-0.837503232561873,0.285380242932478,-0.783936092986872
gene43,1.07549911446517,-1.16998460199306,-0.450624123433224,-0.694496790524202,0.646503570700462,-0.956985989501647,0.620202098107685,-0.274858229269095,1.27253744210486,0.72479237377345,1.10919762698189,-0.723605779867498,0.0845393513840207,-0.458626919597431,0.777077663523735,-0.0144254086292167,-0.979151209025925,0.21190997356743,0.668947098388431,-0.66557594165453,-0.0913054601734897,-0.0409440295854748,-0.419423184545713,-0.0492957304767251
gene44,-0.0400254200590687,-0.638652555670292,-0.513029987066285,-0.620060986840248,0.557033086626155,-0.741132038070358,0.395250446292175,-0.747794378160399,0.62337168515631,-0.0081818571787663,0.657926196156113,0.360011264468142,0.317008120693897,-0.0130269063980482,0.544983942461245,-0.709405074282923,0.205447573493416,-0.619272572335995,0.786639124456634,-0.900439786975932,-0.10384475187986,0.396317706314771,-0.710393184768897,0.769006867635944
gene45,0.0848432083608355,-0.112859957654558,-0.378126476038842,-0.896595199310693,0.835701303665483,-1.01631784775231,0.730202087429582,-0.77589631390762,0.550914451043951,0.100075188838713,0.0064329246486436,0.340077728001943,0.601814940300987,-0.228495792913707,0.500324117028317,-0.273216718091082,-0.283450202322299,-0.283854295718703,0.841623163820989,-0.673927492500933,-0.528209453227051,0.313176042239932,-0.747244839000702,0.794991439711451
gene46,0.982810780389813,-0.790579916841044,-0.759687432428808,-0.122049664888002,0.150756676229535,-0.174753753093976,0.660863687007666,0.914126132245374,0.0026292931660705,1.18367432726237,1.01406697075342,-1.16324406048636,-0.794682436896329,-1.27787599591213,-0.473287026356865,0.88736039157411,-1.18727033286425,0.386707547381887,-0.148814246850762,0.521166095207198,1.2909090214945,-0.473891764216703,0.161646325305168,-0.536642714617484
gene47,0.0859301808768488,0.670142113354104,0.0675315514013602,0.394756880947415,-0.61425892249998,0.524348102217379,-0.553314032631788,0.736896807613709,-0.08549874847291,-0.163377062770264,0.255846304046961,-0.605376945095661,-0.467105468327914,0.183490339360024,-0.883203695129596,0.545970152897343,0.0593021212967902,0.523403488378725,-0.999276406109498,0.94486836416458,0.890070208449737,-0.657096700105765,0.679487543913666,-0.299561364743808
gene48,0.475124879741471,-0.954735273411594,-0.487892205320971,-0.350517768611176,0.486747082057942,-0.711508408477182,0.588141147691342,-0.156621216649398,0.932548112925365,1.07122353031238,0.834284592553401,-0.404829765673024,0.207236701822312,-0.697831456933253,0.699444087594131,0.487776041068292,-0.533654035631402,-0.194137979218232,0.392807943204984,0.0821759088730747,0.209296078738884,-0.387983423651154,-0.72121064095894,0.324486835989768
gene49,0.123500033296382,-0.698769037117467,-0.408097265191846,-0.318084722681113,0.253227271651548,-1.17221015961093,0.590424215552805,-0.953453277501039,0.533682131512327,0.659429450331659,0.819412127957582,0.15100575809396,0.525644079499554,0.0924462110202868,0.180391139736102,-0.0509602188163479,-0.742947935936157,-0.817903867483003,1.03763254053034,-0.501395184281217,-0.0105134192225081,0.446152955647431,-0.716120505747469,0.689419756960068
gene50,-0.130775652433021,-0.160987135159176,0.879808830658716,1.0051889813561,-1.30182013814349,1.22274737967631,-0.811557482534603,0.882054659917667,-0.772351620725894,-0.25948422242082,-0.677247075748812,-1.09930797470089,-1.31328281536189,-0.54156429457324,-1.19230910399791,0.477293605770146,0.220597233141252,0.474253951903782,-0.807758334450862,1.50377960929207,0.105501479466196,-0.288271767400632,0.57997804400525,-1.5087430664988
gene51,0.0362423421303255,-0.762642901458406,-0.489416698543844,-0.177136505114341,0.459008944640023,-1.09186537309244,0.622442794707973,-0.819729131001665,0.816563958969211,-0.098688983390453,-0.13452351746734,-0.609035369234219,0.690084394923969,-0.0809108671431933,0.824620198961187,0.155332579087547,-0.182429863703674,-0.864617353868138,0.573447324072073,-0.951664282203772,-0.18477445954456,0.149293996302062,-0.543456972110103,0.299478990201562
gene52,0.920093426571414,0.0446762961511024,0.285889925250664,0.165476913970754,-0.358559118413258,0.317678272580551,-0.681085776312311,0.793575951454092,-0.309092659434793,0.266730238058768,-0.27788644983248,-0.656788628277446,-0.791645096759395,-0.269872325255456,-0.64024070730785,0.684224141034034,-0.543676715020124,0.852823155537243,-0.711797713658123,0.640186679617536,0.536154561581892,-0.529715968166249,0.528841709562614,-0.725275221054648
gene53,0.68461164796122,-0.0885898803912644,-0.393991342095242,0.0138978625195493,-0.256223535331068,-0.20076422655204,0.250696889311803,0.369962922100401,0.603333568129003,0.41545318763836,0.671562625245808,-0.643350627485806,0.008259832439218,-0.404368599652678,-0.167984338886853,0.67931362583903,-0.608769957710797,0.392887367196091,0.0449507576862692,0.490002433813229,0.526010318737875,-0.589833693741041,0.256683250236987,-0.558603044329734
gene54,0.0794624546295554,0.333960308429209,0.326839009825346,0.46126625678314,-0.225654114554079,0.429924792871157,-0.419591961864271,0.448142639748031,0.0075004465636708,0.063017887385806,-0.553593447140393,-0.238112845443478,-0.216383370776544,0.0152000434338076,-0.417403520561018,0.176080031719783,-0.158305755380604,0.458847809987158,-0.524560191493119,0.485558376466294,0.067817435372279,-0.344304746984494,0.541883654097393,-0.64798801534825
gene55,1.14191780798715,-0.815569800395485,-0.598544525051208,-0.609430929916074,0.79726643186565,-0.655614774904955,0.658586842478702,0.0536221270429591,0.270672404234211,0.944557834092834,1.1352128905381,-0.368065379915108,-0.0948599257322331,-0.601464896533793,0.555805219528115,0.537317596331549,-0.531134950758451,0.117520892784319,0.228319207283795,-0.358098221251476,0.440759825626257,-0.198586369757982,-0.0874069148616765,-0.26422092549102
gene56,0.254823660739155,0.0689204000784066,-0.412847023198498,-0.73002564367873,0.667630851174229,-0.444586616308676,0.675423418311675,-0.650272064845564,0.283251778177711,-0.142046949982315,0.643800196452758,-0.0783047949486573,0.260448083310629,0.216402387445771,1.01093841522153,-0.150794629776796,-0.139626130246866,-0.489551830537697,0.645886690263519,-1.05103560671344,-0.481409022299391,0.3422578963696,-0.342334600514613,0.267850224355125
gene57,0.0434666988439105,-0.119035712658503,-0.536656378797481,-0.580414090509963,0.657468636267749,-0.44937417675172,0.375619243437345,-0.466337659819027,0.870659817443817,0.183646137439417,0.4743242314657,0.416573399291633,0.0790511502568977,-0.310397056959225,0.466548932501424,-0.082628690003576,-0.0041347480028015,-0.47711347359333,0.494633337866329,-0.324078206191479,-0.190410269871048,0.106616277483813,-0.504732915542641,0.616793974865745
gene58,0.18143418789954,-0.436948547744669,-0.450569475918224,-0.671400347976249,0.851406214556829,-0.681803096394515,0.536966274192563,-0.480587758417622,-0.0870916812470217,0.398876557298445,0.354495319469689,0.0975267788769107,0.0945190096061458,0.181145532782547,0.370988830813804,-0.230695797886991,0.115001005032644,-0.595889587194397,0.616839217190478,-0.53298113774857,0.008086280642331,-0.0118597228364441,-0.643547759844448,0.395863664209916
gene59,0.606381643917906,-0.474704621978262,-0.455714857075065,-0.0537585524900783,-0.0346163286891146,-0.100819519166777,0.0487165724587801,0.226188548019388,0.38286619652334,0.752237455661176,0.126036803321114,-0.516876195089796,-0.481758413456077,-0.560737833931192,-0.424903549797165,0.640384923711255,-0.430841416356933,0.960022766072219,-0.536677281362654,0.804734849441319,0.526516289878708,-0.652510174737971,0.363870662155275,-0.577339417640927
gene60,-0.399297753841186,0.383679954302569,0.0465407006512299,-0.293949287196975,0.499930963562315,-0.450234207408132,0.180995224109428,-0.457166005355745,-0.112281541856351,-0.80825175485258,0.185180025247866,0.805685661201815,0.686525390314258,0.358189045543877,0.785702718413771,-0.358123120779008,0.844373291127121,-0.719282465709602,0.660541121022004,-0.771445846275895,-1.09167720052875,0.963770640825591,-0.637448237468556,0.858684055962992
gene61,-1.06388904680812,0.569905681956557,0.544781048395019,-0.0017754823051602,0.266709018092019,0.330187930747201,0.37193874055729,-0.437781944325625,-0.220380454451221,-0.215150910258205,-0.450973454575815,0.803290970365019,0.801950996402179,0.629434834925578,0.381347207150897,-0.557032187689227,0.666686775411325,0.135422458769487,0.115681695852672,-0.762385417327981,-0.356206035908929,0.708164720140877,-0.156701590889393,0.472823031030219
gene62,0.537277426970155,-0.293409492069048,-0.0547901406404293,0.291245781582939,-0.639541257950525,0.576500161424836,-0.375768735371497,0.986053818174356,0.243924688305914,0.403380083528846,-0.129748765636864,-0.606649346837963,-0.67328716579586,-0.145269313048261,-0.936591803192561,0.666531281209913,-0.370943128268977,0.997206524510813,-0.484482341236486,0.615140733322742,1.2252431721036,-0.565658867223854,1.2096930674391,-1.00051856520281
gene63,-0.499856608954684,0.728598613017281,0.162812309932824,0.393943243463299,-0.465809748768462,0.510771330797926,-0.781746524033286,0.414278630012656,-0.328407991837378,-0.443051508732755,-0.28377147617976,0.126339521639226,-0.615390595774074,0.161399436017472,-0.431033616216132,0.162919701522951,0.367423004825572,0.234001762326983,-0.489083337629518,0.370791050447716,-0.0310943275701068,-0.330053781359474,0.685144259268953,0.079994119803369
