"symbol","P1_T6","P1_T7","P1_T8","P1_T9","P1_T10","P1_T11","P1_T12","P1_T13","P1_T14","P1_T15","P1_T16","P1_T17","P1_T18","P1_T19"
"gene12",-0.747914875636788,-0.349670430750092,-0.547310769405517,-0.646056296626189,-0.616383033905538,-0.727071482608574,-0.650990163110487,-0.337676271383582,0.160469797976662,-0.175420770548627,0.609789285670216,1.17688933958618,0.695409672979249,0.668428124279743
"gene13",-0.680450994865575,-0.909233205969209,-0.626937696064823,-0.502703353942767,-0.414207887150486,-0.0635140067272848,-0.00320412161027278,0.173827029112387,0.368176589492785,0.829534276203615,0.68368026002923,1.02870128974067,0.949647991365201,0.896298392286666
"gene14",-0.422458824590242,-0.842427165935679,-0.796821110833851,-1.00597943050463,-0.167726891188196,-0.631398477394346,-0.146873172719465,0.0601601318760394,0.293825366694458,0.379034227811349,0.67526682408315,1.19913388434749,0.675429210093489,0.945342782518574
"gene15",-0.318353435186982,-0.147770133910212,-0.396272041788533,0.397548662524635,0.433743954685118,0.644863819326966,0.28959145810631,0.383514950107155,0.762355423657759,0.565961484180899,0.704385462150002,0.975784368922226,-0.0420503559320343,0.271480828405383
"gene16",-0.846407479550068,-1.06602418145966,-1.23132696214167,-1.13358286053057,-0.354374625574654,-0.649028799171564,-0.584701749648569,0.00836445151316306,0.429523886385671,-0.149673373657176,0.8157341533455,0.392495501180306,1.42432682751482,1.07928866518657
"gene17",-1.58048761909348,-1.1189910124187,-0.436570293417385,-0.456271739727547,-0.483818368930623,0.201084555855469,0.118630537597216,0.576119694772952,0.385401877154464,0.652563878508302,0.892582698344564,0.866511925485297,1.21627983247058,0.787796706831086
"gene18",0.0254432856785296,-0.281002579981303,0.309823941777909,0.00571751494716199,-0.103080169962484,-0.346797176886998,-0.905226935432629,-0.99589234023062,-0.841805830127691,-0.629262730765067,-0.424105445426929,-0.396766123491217,-0.166857364885266,-0.164687947511032
"gene19",-0.693977772809932,-0.65370000360699,-0.368950185909885,-0.756063493159377,-0.508397884866076,-0.309097315519525,-0.0506931776437527,-0.000575903305616965,0.100256375004758,0.278738617623806,0.415077010573105,0.50204254361472,0.42454904177262,0.799764610790837
"gene20",-0.171654632865284,-0.282322845678653,0.697562876345594,0.60864339382831,0.595274337816567,0.534688010803572,0.677946026011043,0.411438417350448,0.0396399246333327,0.925267994563287,-0.124067619652568,0.0635368784792358,-0.280935395597386,-0.550663928876581
"gene21",1.14361674588615,0.730649678978152,0.733789842955334,0.680129239324336,0.299845319235682,0.33574413859785,-0.00863494326316352,0.112382169650796,-0.215047043724877,-0.802755160113126,-0.390700102596184,-1.44845690027257,-1.42421404278111,-0.682168441282064
"gene22",-0.0583228738727952,0.292996776763688,0.0731854061653064,0.542465734824964,0.592902661666841,0.706022991438638,0.498388381484649,0.510732864201647,0.279012952909871,0.399904510079514,0.552735359691618,-0.21794053279596,-0.0469906094593135,-0.134148968933977
"gene23",0.653051744546786,1.04825652083014,1.0187515574515,0.729320405348745,0.993568968267882,0.643475682684211,0.987863656339517,0.742691291749095,0.168795109935363,-0.105420176052161,-0.155740513799666,0.167578992786078,-0.471121977432894,-0.481987830857555
"gene24",1.0115430531374,0.163408558940409,-0.614892819489731,0.307167391453244,0.108854297278807,-0.863377935252044,-1.25648825483116,-1.00137091472281,-0.728682775958611,-0.897828902536065,-1.50616896042068,-0.855863334155351,-0.458671397366125,-0.843354653320331
"gene25",0.0129372057579132,0.0887380065661217,0.669350587599932,1.03033969584171,0.885359418108321,0.49118630728967,1.01108699223485,1.04714917941518,0.189791058546816,0.905510585783487,0.322332419707172,0.52857404207985,0.187100264916679,-0.0297375343682328
"gene26",0.10191262312985,0.471632548222963,0.478451724277265,0.59755691719754,0.602865455537659,0.690036654137447,0.512572225858587,0.588922947587309,0.420773898957165,0.350202170864338,0.122203785493764,-0.219709431816441,-0.195528583681779,-0.191605331736118
"gene27",-0.436052758706507,-0.0014835449572049,0.625802982615469,0.533332148950004,0.181174010399966,0.723699404177572,0.709482543885015,0.751452473790788,0.617407861254194,0.330724802683115,0.427343077938551,0.064630106072229,0.0344089797098587,0.255657176346503
"gene28",1.28145566584729,0.780848064468801,0.878331547810036,0.794365582463681,0.375456428054166,0.536619602049572,0.348550983292881,-0.0240532812141432,-0.715170940680215,-0.161219548048281,-0.604575159124738,-0.614832044660073,-0.844312051249734,-0.504486429432132
"gene29",-0.8729137554045,-0.512415466956687,-0.162800609394656,-0.155035167964068,0.466401029720229,0.0473267738819195,0.0820435021927721,0.754632447234317,0.94244324421926,1.19431228382276,0.77075326427194,1.30494449247172,0.586009584679581,1.07916759082553
"gene30",-0.322155078179338,0.0279515651792352,0.0671916231964741,0.290844131007688,0.455806149835436,0.688290289068229,0.777619860478966,0.584757777579164,0.536902883680104,0.642875490781494,0.464975964436626,0.153009241187,0.135505879063153,0.103773612869794
"gene31",-0.38770396202486,-0.286716509585645,-0.195576881923674,-0.142058743939088,0.04595644011173,-0.00471082456592625,0.425325405933401,0.765460968058795,0.689570330039625,0.726399494504163,0.676455733129036,0.615493273419919,0.641272824988454,0.0979012217126539
"gene32",0.544342094481344,0.690415176626135,0.744777412046413,0.752442510163203,0.694112852947677,0.554635192344872,0.451460703839478,0.368555920418664,0.0986903251765927,0.00220596979473124,-0.239775297772116,-0.22568206139811,-0.479173285104199,-0.469961765503348
"gene33",0.371427504602883,0.0404966426817245,-0.226566784442226,-0.589379543202245,-0.302430915755456,-0.924493709026891,-0.940458171547158,-1.00244039006901,-0.764788239276985,-0.761016093532956,-0.889816222009655,-0.366527437658253,-0.351344728142328,-0.241464881509309
"gene34",-0.93410107985239,-0.892725836413673,-0.556183154613776,-0.754546389436331,-0.75273771964986,-1.10336933756359,0.254429296369351,0.472234885467055,1.05007739278107,0.566145430022712,0.945628241945809,0.831266673494261,0.364416725666547,1.05625865579573
"gene35",-0.702383281321896,-0.38855347814989,-0.844131394840163,-0.46726950689991,-1.32571433457629,-0.696056426817699,-0.342560045961706,-0.312267956319672,-0.107238320751968,0.567082405492169,0.846577957768989,0.750211674453925,0.891353605470879,0.558900871928307
"gene36",0.461427082459615,0.726361877250499,0.687807788461822,0.613269479493212,0.758863437436205,0.557763910090762,0.500361761879836,0.396965965512567,0.414606965636778,-0.170732732900733,-0.0462173013881704,-0.532550706884387,-0.802381075383261,-0.341506168740912
"gene37",1.22633158022117,0.886723809056656,0.916151939698824,0.755582851958077,0.101653445421712,-0.0867332757938069,-0.0685744786378926,-0.108317689054181,-0.569064902762046,-0.486604573177707,-0.762712036840282,-0.904255268225359,-0.558245671996199,-0.332115604168495
"gene38",-0.979423488274407,-1.19976308028463,-0.684568249119872,-0.87205311013312,-0.548290674676638,0.0218585140972439,-0.086099317374095,0.0683734572505154,0.446490331976343,0.717462648235243,1.12199018439281,0.254554112706274,0.63117313516689,0.566139327061553
"gene39",0.0598161267103205,-0.490471470792175,-0.585150814719403,-0.932156070037642,-1.31622002667677,-0.410195696432911,-0.497293601699337,-0.843959249265776,-0.803259243015856,-0.745003273819764,-0.246699067249231,0.642531734268333,0.675389383039249,0.770795036254856
"gene40",-0.436987313474613,-0.648460587320175,-0.284728167776965,-0.427137334043908,-0.211248111448084,-0.339831532645385,-0.0987746198464394,0.359609879797106,0.32531520309406,0.452503737617301,0.480202889524435,0.683213372555565,0.505874940583954,0.321497926635002
"gene41",-0.299128688146095,-0.575161047051433,-0.472085785257821,-0.787136511366526,-0.624546318279993,-0.764246387490263,-0.340176465916532,0.0149688013595425,-0.0759116844509181,0.301752833457554,0.0771907185963922,0.189205076231055,0.687671627494336,0.845910249581702
"gene42",0.431382996455068,0.284380725487241,0.645511184570476,1.01712429714087,1.10583021536355,1.23283330217368,0.501859784279229,0.514352718889608,0.0712593711653053,1.08739688530923,-1.22082088692701,0.0281813696027572,-0.447591256568859,-0.629724055155127
"gene43",-0.19431264700717,0.0280424918710467,-0.032660581683756,-0.427175152929406,-0.764346903030928,-0.43815073882446,-0.255384426714608,-0.507165701200383,-0.11463950025063,-0.209722475028685,-0.185603539537144,0.208922028053197,0.179691909227008,0.430297584496278
"gene44",-1.08803759026229,-0.779273701326414,-0.806397627866528,-0.212278811296834,-0.432143747628184,-0.312779546764185,-0.0906288910757646,0.289828122476796,0.373266911694384,0.557704574919547,0.465988464691613,0.754432021070138,0.615349372949724,0.766511828884277
"gene45",0.368236094532706,0.126221793497329,0.635606449180807,0.406830304509177,0.756721943186598,0.834687976997695,0.794812674251141,0.694127431343586,0.366782833593696,0.655747100656789,0.279264812815305,-0.277343964421064,0.182648041428226,-0.0723417021077007
"gene46",0.686510644526526,0.0400055420955795,0.0512105484458659,-0.0445057877241019,-0.112898292997879,-0.443383335628612,-0.387200163654719,-0.276460461811372,-0.654747882834712,-0.524002981167753,-0.691091403615123,-0.483160180616776,-0.75250757633866,-0.00653202986992107
"gene47",-0.186895202239449,-0.186091278821649,-0.465239648629104,-0.886799483642687,-0.592620106871031,-0.789118060050166,-0.612547201896934,-0.816745408882554,-0.676915365385008,-0.218519404036854,-0.242611468316749,0.28975715544164,0.337163718275736,0.444448709655307
"gene48",-0.846143342420992,-0.682044482237957,-0.635631515262008,-0.695525430864913,-0.539269461708612,-0.19357398081387,-0.271229834675589,0.0675933971141394,-0.136092352553157,0.434913663704508,0.411172905138348,0.40045752925561,0.630703159182546,0.748778227035369
"gene49",-0.396545715234856,-0.543000480102755,-0.561435878974203,-0.563314966243438,-0.618094822702055,0.616490842694262,0.104981755105945,0.608819875361088,0.466285357956103,1.13726899315008,0.594088284658264,0.809457228738816,1.08336327844512,0.473557870247885
"gene50",0.521717806272365,0.0670412834610236,0.165390331120267,0.108558237885061,0.268664821895779,-0.432809300541365,-0.247629801109805,-0.415082537903595,-0.448220032785575,-0.65468509580183,-0.521505678361364,-0.602693048553992,-0.376585140085392,-0.487493268264121
"gene51",-0.00505822142816433,-0.255824648197851,-0.12696942044311,-0.574842627629197,-0.578575864922017,-0.701215148312492,-0.793186607307184,-0.327916092184146,-0.982904940035203,-0.22963135712933,-0.265353222029753,-0.289467040445122,-0.0428894970463933,-0.0539862303277787
"gene52",0.697438001191188,0.449903025229959,-0.0436726144540028,-0.495832540952041,-0.248692697832853,-0.265650794299055,-0.500987984760453,-0.785335545160834,-0.522172669540895,-0.916786071453486,-1.40096563415823,-0.664604269082758,-0.557253930659907,-0.299347542075211
"gene53",0.0180241641016009,-0.148933216871618,-0.287339188256239,-0.583075207290642,-0.799636999138496,-0.96416372449695,-1.26987277518407,-0.797535373398776,-0.710574382251615,-0.445822818306086,-0.17495401924335,-0.473910788830127,-0.169315881952891,0.463926784562362
"gene54",0.428487452762375,0.828929606645453,0.451113691741421,0.646630384196757,0.488128231470923,0.255065797780376,-0.0320670621645861,-0.275786349603103,-0.714710627525959,-0.609107194949615,-0.521340519224726,-0.5544551683234,-0.611852707850459,-0.860235738672609
"gene55",-0.410658604638899,-0.0678056967035358,0.10602417999792,0.241821418124533,0.237831479671129,0.526378828979969,0.649784359175841,0.864081075875024,1.0235323176452,1.07844367657163,0.99971923761072,0.611634689553672,0.617469763139615,0.457614824577693
"gene56",0.493013714377197,0.342133621514584,-0.111138778108444,0.193579890823849,-0.243813322796185,-0.116178096594266,-0.139414816035795,-0.264506173925877,-0.44272475443468,-0.468192204805576,-0.635732335243269,-0.620393015709532,-0.433093807386021,-0.386433068761216
"gene57",-0.649988878212073,-1.42030027622865,-1.02738313394143,-1.14285016864775,-1.08099037836922,-0.317218663832962,-0.469041447865981,1.60210619820543,-0.123439303857958,0.247543133124156,0.399407434657295,0.771158470308333,0.803780660777029,0.768294164746366
"gene58",-0.951535305619184,-1.1239444203344,-1.05253559080063,-0.368212386260105,-0.091765097548669,-0.419749769567358,-0.456605501212162,-0.267709605328289,0.185424749892159,0.345233289742199,0.42644766527352,0.138722052678537,0.324129648946736,0.391893800813013
"gene59",1.03100806222721,0.783160700794911,1.04692025040268,0.160834200412533,-0.0654861300889742,-0.439686546477551,0.54771991148912,-0.533482884112192,-0.310192516940303,-0.877244414262524,-0.753155149669117,-0.891915633329734,-1.41066573870323,-0.550719776693077
"gene60",0.900744146987151,1.02661327109924,1.45431675262245,1.10028099698351,0.666826431489356,0.951883448444945,0.467237310190351,0.305594506430556,0.663608559771289,0.0753219591112575,-0.0448745185525412,-0.27644397537535,-0.441804863092928,-0.819699882117297
"gene61",-0.383080426288887,-0.126960089457349,-1.20464810612364,-0.561161481833704,-0.882384930292462,-0.205240944424973,0.357840927595363,-0.38379069652169,0.0818036273464466,-0.0417939848885608,0.317230736381546,0.933591346149061,0.417798752001343,0.659398748537635
"gene62",0.0714123432867771,0.107375836314865,0.401858596803628,0.2601381048345,0.562824138579202,0.621196341687191,0.590388336156644,0.761266728898763,0.776818851150252,0.551603369958919,0.230047017194769,0.216394591479477,-0.0673508241666603,-0.0271876557402307
"gene63",-0.141884304460892,0.0839583963195962,-0.103406404549043,-0.361230825489005,-0.480394065970446,-0.342387229456802,-0.68874874429695,-0.57979166560861,-0.638425312326248,-0.154241015704677,-0.141950458958216,-0.330147979189522,0.0924479109880986,0.0222000784565425
"gene64",0.312065103338665,0.605995934051353,0.454391280435104,0.236619338500069,0.489510108454672,0.347566490024595,0.169700362327812,0.080453749763935,-0.0780967166606358,-0.206649429996422,-0.347345009872823,-0.457662602454796,-0.565614889586217,-0.409825763032417
"gene65",-0.603136611704165,-0.930524745254402,0.154581849906371,0.695904694701586,0.287705647700354,0.948421759772258,1.0600765632981,0.617276519187125,1.35177938661284,0.424083982709569,0.906005734812213,1.01207193775698,0.633509936705454,0.477236756951903
"gene66",-0.198589285847353,-0.388837902412783,-0.69212950784415,-0.552859164124928,-0.20419702002506,-0.601283282987531,-0.45565350701992,-0.471924114043996,-0.159377888199806,-0.0669403660922881,0.0400366808582812,0.0405203907735422,0.0361710325241631,0.478018196926001
"gene67",-0.762272803321692,-0.079873763351369,-0.880742504692466,-0.570960480083601,-0.700487400310059,-0.212245127989377,-0.412111885820891,-0.349343157913229,-0.121449266314691,0.0421985874678439,0.187987930507485,0.519758372382837,0.745088120294652,0.589075166143309
"gene68",-0.647552581890311,-1.18955718016236,-0.828206573240195,-0.913922430366577,-1.48618555877581,-0.905852094418017,-0.688476194458749,-0.593622488229893,-0.63510291862948,0.227199276234413,-0.0136473839731069,0.271563467071144,0.522108967061021,1.37175147200688
"gene69",-0.59854490988401,-0.00296266034626258,-0.213277416327836,0.222768912287291,0.199069180153821,0.838090649641778,0.997894413164941,0.702806601659168,1.16127434775199,1.22486161790559,0.568807179214088,0.922766222002408,0.644572846348257,0.0840681336298948
"gene70",0.166189339703348,0.457126428987813,0.350602415641656,0.0842708944217828,0.581743951107063,0.486907080075364,0.693821785908895,0.349793232831145,0.335558657092637,0.488743337474791,0.332805083787496,-0.259340620009039,-0.22966149504472,-0.654719782691997
"gene71",-0.920700613179736,-1.21278844663713,-0.976029174977275,-0.873483995395657,-0.953521359504861,-0.640550183162817,-0.868441668264261,-0.128341554020117,0.233138764294805,0.255977560200289,0.495028371246333,0.715972354629463,0.837238187968505,1.18081287567189
"gene72",0.749556494553495,0.608613514888038,0.492276342038568,0.14780484132333,0.10169503859079,0.0853629662400776,-0.551806558922642,-0.453688155684255,-0.570954988100048,-0.758056794277585,-0.569175361611828,-0.658584850694958,-0.324461514066942,-0.556281750637146
"gene73",-0.918984882365641,-0.788735801806529,-1.06772051172504,-0.56625793085661,-0.89196448856195,-0.805910944311116,-0.272685150125841,0.0967760126599655,0.204072249594532,0.2609953030772,0.521481232896101,0.892623774397014,0.838111049980335,0.933563159980548
"gene74",0.804136521804815,0.647145911303022,0.77401350763128,1.1038755025693,0.469908608122121,0.292492474388985,0.086483882948142,0.151155585750991,-0.0887727470683883,-0.0720317866747891,-0.132951030043761,-0.520691320843931,-0.766210487035072,-0.960845064151502
"gene75",0.278530159401719,0.552369512530365,0.571703248050548,0.350850038078806,0.699979548427765,0.544890850040099,0.639111696574075,0.379660004096658,0.358490895705051,0.301334053025526,0.137104437111113,-0.22694145968678,-0.0951599579390618,-0.671983789704082
"gene76",-0.694274944612252,-0.77103113342723,-0.831921501837035,-0.772525711365517,-0.67531147122205,-0.708719794299164,-0.244073530223505,-0.186092095938231,-0.358453677012849,0.198847973936749,0.344064790238074,0.295639773849881,0.764717529086911,0.787489477147317
"gene77",0.94138360947513,0.599289392381319,0.766923396153344,0.358975515228934,0.225489382850106,0.307415326369717,-0.0382726491958939,-0.355859374368374,-0.571414534439374,-0.396473002414561,-0.484595679916937,-0.466967320568632,-0.746673166423991,-0.625707035386839
"gene78",-0.144908651061409,-0.139469844324131,0.0207795201167874,0.24136975060652,0.434676374655234,0.397121626213083,0.767306216092608,0.978921976491111,0.586610070459082,0.794680853372897,1.06711040887709,0.240490983961956,0.444955804318276,-0.0659671876740717
"gene79",0.923938691785824,0.641343686535969,0.503263441154019,0.104048559123539,0.44749254348519,-0.308802812536072,-0.258667046006247,-0.389080382093423,-0.46686915757237,-0.240366011759698,-0.188564392561565,-0.86184174513889,-0.491972406550571,-0.0194306906507764
"gene80",-0.617862310641297,-0.648948488027537,-1.05595199990061,-0.110359683156174,-0.426285200845855,-0.211225747209983,-0.303254558330007,0.363548592072291,0.446737952133293,0.559516713130879,0.624368475456564,0.440387097848309,0.941814719413024,0.757372033189354
"gene81",-0.335297805000647,-0.183146169062397,-0.0499451531806328,-0.0187961859863875,0.591347575865055,0.448347251999271,0.826814044295878,0.643255336757238,0.545251789034121,0.81699568673805,1.06773126924172,0.765456290495185,0.398075764939402,0.201318682075724
"gene82",-0.0622301543085379,-0.788101484635156,-0.714094870906455,-0.484535035376346,-0.736697549927576,-1.12248351503567,-0.456674969062846,-0.502533147203113,-0.244434290271527,-0.109712160346698,0.0857848048870998,0.226991679369826,0.528722986539958,0.706605254820873
"gene83",0.444735176750996,0.495193441627809,1.08823216901175,0.62113788790758,0.432647180093849,0.351326172768635,0.109249449182305,-0.0361114765465058,-0.0627234576688164,0.0417745773207236,-0.26134672804091,-0.652811056713419,-0.304653807400506,-0.418450966118169
"gene84",0.463707494384467,0.639884632129304,0.646287338470581,0.195102044221373,0.121650620602402,-0.150592818120396,-0.209682136203054,-0.506471056563929,-0.367204145731201,-0.88909403463811,-0.662492634881824,-0.601231045111396,-0.628262206185251,-0.604256572628382
"gene85",0.231051301071098,0.436084710890079,0.283429787586493,0.492327243261636,0.648516249871968,0.718313940333662,0.296608330013071,0.259972927131748,0.621845882788366,0.21252666098914,0.073450112395052,-0.388312438565752,-0.138296603270374,-0.431285675638944
"gene86",-0.513223131456511,-0.485846251447306,-0.827564603989513,-0.534420991093118,-0.524052838796399,-0.552280901836892,-0.102827149421784,-0.115423096621984,0.388262851175093,0.396888740356797,0.630765437623855,0.456262905926022,0.660510790317881,0.398572851689555
"gene87",0.922554890688707,0.809527575508271,0.472125504059808,0.85551819838802,0.175006880663737,0.0321289642959429,-0.0379568439983734,-0.509178232545622,-0.492533302754421,-0.375513112390259,-0.719434057822657,-0.669867935786422,-0.702302999794345,-0.722771408152281
"gene88",-1.39647200117811,-0.573563139748685,0.155979508606172,-1.14216853148511,-1.13629244262914,-0.919799041824396,-0.90409885238618,0.557494382356655,0.177548595462937,-0.0853160861124393,0.804605247857662,0.959237747489616,0.364632554985218,0.63470741410662
"gene89",-0.712373001587365,-0.469019523660894,-0.307550641907959,-0.434276178069468,-0.471249615159685,-0.182120848339775,-0.152304444670655,0.130351843129181,0.450338680080057,0.712026502199051,0.589411699248619,0.492780442471051,0.592695341447172,0.644474860832197
"gene90",0.243305574518295,0.464625801760122,0.53969531218006,0.68912866063788,0.554738042703097,0.579083321871551,0.353551667770903,0.470272002323201,0.283956287549611,-0.0325454509703208,-0.168656706046068,-0.123529365012866,-0.0911977426156772,-0.445552274768529
"gene91",-0.931002387471757,-0.287034720680167,-0.461453101774844,-0.120449694847441,-0.0956602681194587,0.349923862338907,0.864044929981967,0.6461791884179,0.790079018455428,1.00879608570597,0.734085757066629,0.687119408486025,0.509281439026192,0.958074022639584
"gene92",-0.521935500004264,-1.03330746449465,-1.16881239615344,-0.689893638880509,-0.804963968075845,-0.369881288966475,-0.245944071546776,-0.441603568596777,-0.322840091755172,0.45537573262016,0.666327395484528,0.978306767988757,0.955025107462694,0.228305743627539
"gene93",0.582924566267324,0.493623059635148,0.692811428636591,0.437926007380569,0.483952007134833,0.364590652246172,0.0313790194945162,-0.384360106276748,-0.363992870873166,-0.443831309116376,-0.36575798822195,-0.726141777611994,-0.607939584073022,-0.435950972651689
"gene94",-0.464596175095569,-0.684678117550978,-0.820755407098638,-0.789746912739176,-0.811352575195613,-0.759271624558741,-0.401923237575027,-0.377556841148372,-0.38475029053542,0.437575948565579,-0.00142040166964669,-0.128996146036911,0.534488476168927,0.531009054213604
"gene95",-0.445166215012384,-0.78649028041709,0.12533549355845,-0.117777547202095,0.799261394203462,0.6750192677317,1.28517831240993,0.563650516931182,1.55304626394493,0.879186167059272,0.820739915441675,1.45034509253937,1.77182711566338,0.332856301086837
"gene96",0.204486641051115,0.355837588009138,0.480040227357583,0.584637832046689,0.881126678461122,0.869778388287507,0.218587152954161,0.404016596087058,0.137270658076942,-0.187962542551964,-0.270240263158602,-0.306967419835696,-0.339423111480368,-0.407763014353486
"gene97",0.368089828125845,1.11619860455184,1.602974943729,1.28051377263651,1.36462345531594,1.69702770955658,0.670592275821626,0.949647800344795,-0.58306992069244,0.379948464465512,-0.225240413159129,0.494566766472334,-0.258176116976653,-0.406430767311329
"gene98",-0.447625591993468,-0.628987894017981,-1.01309813492861,-0.688876406008795,-0.635417057439836,-1.27512872990785,-0.537186630510601,-0.720915164666354,-0.5153134729539,0.0164449998318417,0.494799934814722,0.259719896781513,0.640374380354181,0.724196673539016
"gene99",-0.23969850742906,-0.209317543266874,-0.351579922461136,0.65001071395437,0.650388940944864,0.742266224147695,0.434075632988484,1.07928506009536,1.08694330809552,1.68865447417651,1.50250372580915,0.572449661255141,0.772508828547289,-0.0416001138243206
"gene100",0.953521252984485,0.928005320956242,1.01907788145431,0.968381444390346,0.953541789851411,0.675117566549999,0.799096630746169,0.469930054099513,0.0422167762966677,-0.101772740051551,-0.268918094476767,-0.518401081714033,-0.238318852242991,-0.88339126654014
"gene101",0.293481347073167,0.0249546233777668,0.197433433980937,-0.367115552660216,-0.450399824419202,-0.681227295809288,-0.82078950111682,-0.659004989008599,-0.703632578750195,-0.703636406574079,-0.699577984893576,-0.712850335106116,-0.602193322100936,-0.177062100066527
"gene102",0.929609118061122,1.09679022056722,0.560330763232714,1.05515892699064,0.889825332333785,0.352900887192158,-0.441429143202013,0.153242130054602,-0.518303747280656,-0.478646797464381,-0.577092225382655,-0.769567590368204,-0.717368240117714,-1.07360120664967
"gene103",0.570681072648132,-0.0969197256806394,0.792904870129256,0.776505427495325,0.999847080184357,0.987582493740475,1.03336113536255,1.034136065235,1.08223207245882,0.91128670534307,0.698517164000132,0.687283515709274,-0.0647237751307348,-0.205258310988103
"gene104",-0.257864824716367,-0.222380215290788,-0.457224973389708,-0.41289806702339,-0.492030938092747,-0.980626773008891,-0.889975218737653,-0.945162311119112,-0.492668166185604,-0.735165922282984,-0.654049570062296,0.000292617015481555,-0.0671438123255884,0.44661104376404
"gene105",-0.0960259581882051,-0.184473070986016,0.813775108125181,0.546819365436359,0.764527791005028,0.785076588547542,0.586528638375285,0.652611640631267,1.05478227951037,0.81929849929047,0.808734108729149,0.12306034575769,0.035036326361392,0.057668191609974
"gene106",-0.620073850102865,-0.683661685583161,-1.03656755029161,-0.486910238437716,-0.452676033038402,-0.216453461731643,-0.231044156749587,0.112664650459596,0.0244545817305623,0.201462044856441,0.634306659923307,-0.0963909624531186,0.655456009340187,0.485821577100436
"gene107",0.137526637549976,-0.388672336691597,-0.316342517489719,-0.709460193886819,-0.594290793257068,-1.05022185383933,-0.828685569806368,-0.741574295954247,-1.16548955294914,-0.75565567116099,-0.59428291845422,-0.219126866218264,-0.232656188986845,0.187964704160702
"gene108",-0.39098480363748,-0.401239685955921,-1.48094914796308,-1.47599964106794,-1.05894570764194,-0.392948364411328,-1.3189868320296,-0.0487852328891392,0.084811822437915,0.227029991705814,-0.308432269649011,0.630870513382596,1.62176337664545,1.34218524360802
"gene109",-0.458634047075672,-0.183360071229738,0.00518463163615646,0.270753288052466,0.300115517091723,1.09914253480789,0.500919176886892,0.26749188604818,0.690542905364094,0.688910384732422,0.78374885409541,0.68499536037558,0.576406185322681,0.255866942531643
