"symbol","P1_T6","P1_T7","P1_T8","P1_T9","P1_T10","P1_T11","P1_T12","P1_T13","P1_T14","P1_T15","P1_T16","P1_T17","P1_T18","P1_T19","P1_T20","P1_T21","P1_T22","P1_T23"
"gene10",0.605139953419555,0.7266500066678,0.771456070113395,0.34702446130736,0.461989758421967,1.04057414996908,0.940708474923112,0.384518398689217,0.450972481048618,-0.305739512977908,-0.662608952725223,-0.371554764233644,-0.42495347947674,-0.430389038241241,-0.881897469285765,-0.815164009802198,-0.524225651066772,-0.655104320771557
"gene11",-0.104656725129836,-0.404699723096132,-0.282833737154554,-0.625926152066969,-0.609956083441505,-0.513519989441928,-0.51771260902426,-0.763726626605586,-0.370386294766988,-0.331177411804823,-0.370909102245411,-0.0486350973284522,0.186903025457054,0.128219792700905,0.585043027693072,0.64324257201242,0.292071874269732,0.506393115563847
"gene12",0.862200733659856,0.967791318959844,0.426437688431956,0.797559754754865,0.422974991186905,0.627820871594331,0.0959655191849748,-0.596660831153209,-0.164158485372958,-0.661346735666678,-0.499784410192857,-0.655170077733098,-0.852372571826179,0.209966441011147,-0.947018658496623,-1.04376689898475,-0.271803908109123,-0.469359445841787
"gene13",1.3577230561379,0.740830317981904,1.15890373597622,0.646952978883491,1.2026351715646,-0.537342246429977,-0.628887921379846,-0.383288980672748,-1.32961169044683,-0.759711067095705,-0.885875811804043,-1.46903945682796,-1.15574947720557,-1.18235286286987,-0.767857477265701,-0.111133377146839,-1.07716314109253,-0.468601368242914
"gene14",1.52738031412201,1.24220079691853,0.346827427460597,-0.331118778795503,-0.294882871796579,0.149431690433285,-0.299385573623473,-0.833794184621518,-0.930227873358764,-0.663529041957624,-1.02266392916675,-0.6155016124636,-0.549683759317698,-0.332664227827944,-0.132774706961211,-0.438586805712102,-0.353793301340134,-0.126492211142065
"gene15",0.322843177114677,1.01332981424369,0.620215343080036,-0.088779649381055,-0.0893700236794176,-0.469123681290643,-0.173986112157686,-0.493879754207572,-0.123602320658855,-1.26780434593214,-1.00721802028369,-1.23411030324183,-1.04771010805393,-0.352286096725363,-0.201346958484193,0.723459614025639,0.854547790751962,0.146739137928412
"gene16",0.342139697063876,0.0519049205318666,0.0203650046284838,-0.620125246774551,-1.11611796275385,-0.866109780483642,-0.897848644426497,-0.965271649504593,-1.2579334235958,-0.462754786411541,-0.373593143684847,-0.400040657061943,-0.188961313169919,0.190397660211786,0.155186869825076,0.291149459830407,0.776975801784593,1.03680739196042
"gene17",0.559033746816462,0.552607316570888,0.392538175358789,-0.0959122967452813,-0.411234089905215,0.0164883848010355,-0.243899678788921,-0.659581107039647,-0.79007821958191,-0.989202866532492,-1.18370471082316,-1.01089815387477,-0.694813025676728,-0.475772326063245,-0.259947194251744,0.143335682550462,0.183104219539632,0.185434761597434
"gene18",0.144254825954412,0.20013650110342,-0.481731425628602,-0.262044488569586,0.0416484202958606,-0.974668325561015,-0.560109156177443,-1.19295693474674,-0.883287346798493,-1.00684924313373,-0.404991475962742,-0.335910236487983,-0.21872948816158,-0.189817876979906,-0.066346814383174,0.173028344216798,0.366089717851777,1.10763178505679
"gene19",0.521268906525013,0.384318898954385,0.452485115936384,0.219916882327527,0.470551932314802,0.450054407367359,0.338148682608973,0.280739804170233,0.317143142448824,-0.0439185094352854,-0.0936675667745506,-0.27451281800049,-0.350965448311106,-0.436961720227019,-0.525496616614225,-0.427099946170676,-0.595915172646774,-0.290221114411997
"gene20",-0.489766952516191,-0.373690175217936,-0.336726022553224,-0.0187341952954063,0.330361949401654,0.212979834936096,0.276121430463745,0.243148317408157,0.620871563059435,0.428112389173174,0.523621941445334,0.732461197999584,0.533879567926372,0.176185657169748,0.337322479522447,0.0237091016416145,-0.204018299553567,-0.37808545686377
"gene21",-1.17552384475254,-0.862137511483142,-0.992587349593699,-0.707662878625832,-0.473793405908953,0.0815692567239345,0.188714531562868,0.300075093101875,0.603789236530067,0.889014559287225,0.649313983810367,0.986525987030296,0.916691168975152,0.928488109951232,0.533876332143652,0.607395098483879,0.603010201930059,-0.0371500945320274
"gene22",-0.172100155788389,0.0260722587527453,0.194791785242744,0.473716660264082,0.33302386244918,0.514260831588903,0.739277692422836,0.78603555239972,0.674738813432716,0.619564324396597,0.365721968271887,0.202738112140124,0.38972563354329,0.0144825987285267,-0.3086869224226,-0.582136273436786,-0.225424688998519,-0.712153792016589
"gene23",0.619963066309358,0.852006829646305,0.839210773612226,0.792515793403942,0.75953542248925,0.830223735248369,0.356432345043268,-0.0200136662922986,-0.0490853475967341,-0.503594279065983,-0.640614063936967,-0.46352770773326,-1.00301993816913,-0.966921279106553,-0.948087517674445,-0.82180307066415,-0.57991332962278,-0.810896886432844
"gene24",0.656440059526916,0.636213184199078,0.523547168181461,0.852342100824009,0.239814199206387,0.714517252871119,0.332618659936001,0.096601329833084,0.197492308454704,-0.412554774795012,-0.223833471469044,-0.645172040568548,-0.212697311463253,-0.764626379905532,-0.659102753986908,-0.610957301668607,-0.727157968389955,-0.677948355021007
"gene25",-0.468300346276711,-0.0924109778607781,-0.070858199864157,0.218284590812755,0.28323354607645,0.636690866119766,0.699563807588097,0.427895443251557,0.256580192497253,0.341192548632531,0.833075240728703,0.394606714027905,0.359935975432531,0.408697548654576,-0.341881689562062,-0.305380394553106,-0.759371702313952,-0.908522220017725
"gene26",0.453860799387652,0.646938380573979,0.349844883075399,0.266727422387741,0.0664239821409204,-0.0636511925291375,-0.247462760966702,-0.238552459370894,-0.463854485884637,-0.365408211998305,-0.741638160261161,-0.591743921402412,-0.507690018362909,-0.652720375192312,-0.371585882725344,-0.405531434452236,-0.335560205313884,-0.018590208195206
"gene27",0.106844213157923,-0.056041206319344,0.513195169946516,0.512390840859731,0.923035562943076,0.615384890696746,0.841742091469454,0.662776783831346,0.774519499320973,0.719914742512905,0.17652973000327,-0.325220989818193,0.40952384711794,0.139568921888939,-0.123010790172722,-0.365523470262255,-0.416128627714386,-0.270599128313012
"gene28",-0.656858753499648,-0.818917328969627,-0.614603557211099,-0.579844295294247,-0.500880817453638,-0.427112158767809,-0.36790646451875,-0.242360444521046,0.0388294080673665,0.0272971996822347,0.569614253676163,0.489576668897132,0.779453777590121,1.04228335743231,0.694553809111116,0.978113171598927,0.751836965780713,0.816116685298143
"gene29",-0.720830506843079,-0.128305474482945,-0.135099405666973,-0.631288552372639,-0.807073132099192,-0.563437788808278,-0.000576897766752571,-0.176517941786211,-0.00698341052458598,0.0834701686381956,0.554574182899469,0.207274425881306,0.714959015571795,0.564541371510939,0.857544975433823,0.613942416903234,0.693030171394757,0.682620227356786
"gene30",0.427560603048008,0.524419281275464,0.0658284226264299,-0.127305439061606,-0.138162548251434,-0.45736366375434,-0.70133519483162,-0.832164829696667,-0.605125122289346,-0.501939290522963,-0.542593342778982,-0.656216329042337,-0.468492296467288,-0.489535583712363,-0.0111384094273374,-0.102514245587114,0.248377221071244,0.45079457547682
"gene31",0.659934676097791,0.952035855035241,1.18184323960823,0.722087763965517,0.797369578449124,0.894596338264158,0.541398665231643,0.59380148552036,0.13612237692097,-0.256515122860626,0.221866076817203,-0.679998485770305,-0.573975755347104,-0.942695027895192,-0.793233600645051,-0.795347859192695,-1.18730517006995,-1.28096741802798
"gene32",0.801901551085923,0.982315751905126,0.742289146757635,0.693716960053326,0.411789791187575,0.245837176000835,0.0598389766835861,-0.0810496075292023,-0.619934186809878,-0.161717012370649,-0.628956581931425,-0.8519202838355,-1.04427177416365,-0.958408173232324,-0.759561275819316,-0.582686852013596,-0.752004084075482,-0.333070167442609
"gene33",0.192036862424492,0.452572204911086,-0.439051679567522,-0.378371634463554,-0.88452552269963,-0.314134755108492,-0.898915121917932,-0.411000978395616,-0.732938904010604,-0.70816671601049,-0.668566295516956,-0.441147484559455,-0.296042708221836,-0.243670802614168,-0.0781706602574305,0.362237326239386,0.0279264203545038,0.567119340025942
"gene34",0.790974788510766,0.602155157741944,0.246049902557381,0.582183573943469,0.123092348761208,-0.00353863062195025,-0.580104155390162,0.110715575048178,-1.04478183220852,-0.690467170554542,-0.428560624453535,-0.241046364301437,-0.233990587935272,-1.01489781598641,-0.701406318512804,-0.330912126673249,-0.43416463155685,-0.172459849237767
"gene35",0.641548289229891,0.74732649123846,1.24701719177972,1.25564826209753,1.23332475378189,0.512307377547132,0.82106401516736,0.572113602575596,0.0236130652429799,-0.199329728586771,-0.838132585502931,-0.780237334894737,-1.02038509834391,-0.753750300891148,-0.949449508503711,-1.32477006502766,-0.886055226382041,-0.188557736920537
"gene36",-0.685149995208183,-0.670914501250968,-0.340099005341357,-0.123003560675411,0.136321774384452,0.175939524821681,0.782382262863319,0.758517834623485,0.785120173529866,1.17098190794951,0.953583242008758,0.486411627247579,0.563184098684442,0.662384045532486,0.472794353406074,-0.112040889019585,-0.316428280428461,-0.537036349165088
"gene37",0.619788199987729,0.59578965748464,0.530224763881941,0.75982998182597,0.82066809267377,0.342583883906353,0.16580098567843,-0.0615897587378448,-0.497101179891884,-0.377584592021558,-0.371520260364459,-0.911199179073066,-0.361395319915385,-0.678800685309374,-0.777117698605739,-0.677404570486817,-0.493549984615039,-0.237050477044757
"gene38",-0.487851400539571,-0.584883018662292,-0.250238214759807,0.0478058968161434,-0.262055200823037,0.218703981216619,0.251065833590182,0.090447963575514,0.875830337295598,0.710830788681245,0.404559422286576,0.893863728019349,-0.137868582039925,0.335984670085858,0.465626677294949,0.193421738344768,-0.399732379807656,-0.119451784793592
"gene39",1.80529402513735,0.273372692628883,0.230710563009396,1.12145572386543,0.307167686965455,-0.963649214208093,-0.0844427200487687,-0.987258423590675,-0.324348951494349,-0.937406143020149,-0.599159845849973,-1.14018429214047,-1.42775236021023,-0.915388524934803,-0.406038347296165,-0.419189891967692,-0.418536092587128,0.477984290968658
"gene40",0.822155720648487,0.593415255623332,0.254233578454854,0.234374793917959,-0.00708705328846364,-0.472100144681662,-0.238986036398889,-0.633492291599732,-0.979368818789763,-0.735924605999681,-1.1572032286231,-0.504406302355519,-0.125661088847839,-0.755334801409505,-0.415793558189185,-0.0768023904700061,0.49855659095221,0.163347038844846
"gene41",-0.488631188807175,-0.603828234206236,-0.555797518584409,-0.711745074562338,-0.894086491925928,-1.24745943715163,-0.459714107418742,-0.61348694861914,-0.445626999900044,-0.455551063153046,-0.133504327874642,0.10242873391229,0.463124596329643,0.453719828055394,0.698075486066057,0.98455890956632,1.05392970896853,0.766323387178454
"gene42",0.236660167869308,0.120277088652676,-0.0382536002176479,-0.103116670238535,-0.0703944790962029,-0.420487480913848,-0.264968239308018,-0.574025946956794,-0.558506531548491,-0.604581739729344,-0.828482198527611,-0.611127287880095,-0.41673069081491,-0.49559768641567,-0.123976693562343,0.103742140712276,0.375809896807515,0.417843166791709
"gene43",-0.027848946625453,0.255153468569395,0.263346906845256,0.463428855542904,0.645994995452859,0.576064998897778,0.77660252639069,1.10364588967819,0.891518921314419,0.403424012038665,0.174477346073963,0.328954996753699,-0.023006553619561,-0.311629257526385,0.0171638200955313,-0.364087658399624,-0.396973605918163,-0.452311958022797
"gene44",0.0900193160700134,0.146863382359658,0.420708880496301,0.375134062573856,0.842738968490885,0.594907111350574,1.22095505173768,0.973171643315606,0.720823039723929,0.496035263749131,0.490517991895956,0.113464204500464,0.112708791167816,-0.0527580236163157,-0.370036070298857,-0.75199043488081,-0.717683295363113,-0.918289018204313
"gene45",-0.865434638831549,-0.715873030879611,-1.05573623232131,-0.845834801589338,-0.65323976299291,-0.461489804334653,-0.59808704447215,0.130626844786187,0.652723055862552,1.03290793687798,0.67907372879783,0.881350760773956,0.833101548993033,0.798078203099957,1.22336089195598,0.777836746361608,0.595400843623765,0.584910410772371
"gene46",0.948710888786718,0.610248703604983,-0.0162470611919406,0.303322341283842,0.178600394279374,0.426983856354649,0.00974521575958565,-0.463527115947111,-0.623184692267533,-0.692285298321344,-0.738837336844301,-0.578815510156542,-0.889392171230592,-0.45090865049085,-0.130048782744682,0.000823904085116844,-0.342119198229007,-0.311411474378007
"gene47",-0.807715157553985,-0.523533239098658,-0.710299712589827,-1.63619024066206,-0.599086106784205,-1.16154751609498,-1.80090464644389,-1.44322004335113,-0.464197772698304,-0.520845030776546,-0.166769529775621,0.0220626526223055,0.757524473670504,0.726240205432254,0.85972643091283,0.180292532215828,0.812890872964314,1.03997970681774
"gene48",0.519406540162086,0.1708688417904,0.553269698704098,0.668675201898624,0.467455353466664,0.565394401440994,0.171443581944517,0.0863476058131744,0.344362387695115,-0.239876583525588,-0.0965857347740402,-0.401204150595045,-0.33432892349554,-0.168984587906009,-0.462098415479178,-0.506858700173215,-0.623564845949607,-0.944711446835894
"gene49",-1.08281634265229,-1.40964546528252,-0.518308035817554,0.0983337468557057,0.257391187364231,0.113510012920557,-0.0984559016838346,0.413420780688213,0.410965052784388,1.03325920880316,1.008290719153,0.758683451045926,0.680701430710393,0.710588355442224,0.452568095592918,0.0592255613792476,-0.000475471888577161,0.0384938593018733
"gene50",-0.561741209697146,-0.26440564079564,-0.74187582187192,-0.457568471438444,-0.230743914127072,-0.4894271283837,0.245669297622278,0.0241133511962728,0.402002070648352,0.419847990441318,0.586743545041721,0.654887162821833,0.721840040275766,0.493107959190037,0.516199300178647,0.402054938353895,0.538823585600416,0.216975949742465
"gene51",0.475715323806182,0.898083447339982,0.941503408357968,1.00698879453704,0.466348567286735,-0.218634420813915,-0.00233222197422968,-0.449346951187164,-0.90855995092088,-0.846942695949038,-0.767252205095099,-1.05079726718966,-0.735421563719343,-0.431491740918782,-0.391525097623142,-0.53013268381903,-0.427017315233956,0.306853324011662
"gene52",-0.436518550786469,-0.184045074395364,-0.525902918294091,-0.938363609280076,-0.532266342384135,-0.608142909484578,-0.43332436642758,-0.774132575252299,0.0479965075733431,-0.0643669421659058,0.0977619844850818,0.119652313158641,0.674866990444079,0.756107667786298,1.14086800509398,0.422289169772166,0.688165940943944,0.818630164387487
"gene53",0.620270476178115,0.473937408093538,0.395322547633209,0.461895897725195,0.558297224585727,0.249325836999922,-0.0862778456945645,-0.201333498903812,-0.440697011926682,-0.400454302971254,-0.316030935043001,-0.529959657328618,-0.515141372755498,-0.507751400867143,-0.406093298601655,-0.527555937497535,-0.279882215133976,-0.328577744218891
"gene54",-0.155729785522707,-0.366970266866996,-0.0310615769571143,-0.712867639169835,-1.28916498987711,-1.3954259179924,-1.29386832757932,-0.58270373703596,-0.598929254280186,-0.159537700269738,-0.334813748242492,0.520462659172471,0.146767889980695,0.21165630637975,0.362088676470106,0.56372254833051,1.24219925010719,0.620582703055324
"gene55",-0.604021674998738,-0.599092859716746,-0.47681492842371,-0.283214525139275,-0.173393478853188,-0.230551915520685,-0.412342637023066,0.118757124568863,0.142984899075521,0.104154813556201,0.434067965227072,0.478753951539793,0.596657766771197,0.575273081388478,0.494374219899056,0.473795068080268,0.674270004580999,-9.88369051171667e-05
"gene56",0.517645405207156,0.481461918286993,0.470926733877914,0.536945153265665,0.589641052585545,0.661936927652253,0.223774452967088,0.227964952131495,-0.197041807157481,-0.141888685541394,-0.260439489658767,-0.364215878638201,-0.655597747088504,-0.634620506303356,-0.716229833719391,-0.57400615234977,-0.383534536772948,-0.538959302220856
"gene57",0.461095719902907,0.402056951632509,-0.0976182310938998,0.264991682068961,-0.120098488856301,-0.223537985098488,-0.391920681048621,-0.533853921168246,-0.727610062757833,-0.713637519955346,-1.18733667563972,-0.419985337603219,-0.550904670382384,-0.323652782929883,-0.214372817594789,-0.265671970216722,0.111273866543157,0.556432314094813
"gene58",0.323026267004009,0.369080351678787,0.978243318247754,0.746812829280934,0.656556323567571,0.455727951092787,0.280563086861463,-0.000235179155556098,0.0891258915716332,-0.214761666347138,-0.504779086828327,-0.220283598288981,-0.790279799270717,-0.483274495795259,-0.885987539228614,-0.488968877316868,-1.14742844490383,-0.394565011164308
"gene59",-0.173725880860056,-0.602336791998498,-0.776624812401996,-0.727885234295442,-0.809522161266686,-0.638690571593401,-0.64635339736407,-0.8746099949678,-0.748805260030795,-0.419815239069954,-0.0365089221801786,0.314888646884899,0.0747737280754533,0.261107057098214,1.15076867314347,1.10599507421344,0.822932788110715,0.805139032674078
"gene60",-0.115636833898282,-0.101669318481796,0.375631573247653,0.463457770409595,0.443303912927864,0.858214045730216,0.911371706436029,0.754584322759428,0.597035942909679,0.760479416956904,0.22392244485272,0.530292261272871,-0.0507854321971679,-0.324181770639211,-0.218959296968291,-0.402485067505545,-0.722430887926527,-0.548622044871222
"gene61",0.0756984464958402,-0.106551434848721,-0.217395081070752,0.411014132958232,0.448450193701125,0.674627632112986,0.295219997617856,0.745780421325344,0.650869971890761,0.52494761930855,0.240965593343302,0.267762776733437,0.20390066758314,0.314102894835665,0.491849808393977,0.00252978770260148,-0.412001699543703,-0.613315366165753
"gene62",-0.911270271425706,-0.786198641967496,-0.557507501543129,-0.701770946721124,0.0198684970746707,-0.672513535673692,0.843460642758031,0.373129958065726,0.807000795764882,0.68209195140701,0.814114766608879,1.27645278426124,0.399709862635382,0.953773336049571,0.371709763047426,1.10692033843351,0.605893697949854,-0.0848561915290872
"gene63",-0.600982013646493,-0.633487623376389,-0.409945929685895,-0.327613041982463,-0.407727795763517,-0.77699411064727,-0.248708202349537,-0.232212102725036,0.0358369802482361,0.181777765403551,0.318374448335422,0.193183300950068,0.802531230082022,1.10657370164072,0.750002265192762,0.475472309578719,1.09279765737695,0.41459513384937
"gene64",-0.0988231701276158,-0.471942670308346,-0.314151972605401,-1.19875422317121,-0.970580984695231,-0.515835671551145,-1.06467552685813,-0.762660185134201,-0.560308371813389,-0.232869525996774,-0.622726141024704,-0.0669365321831399,0.527792977278882,0.141654325561786,0.766411702456637,1.05866432782789,0.907339120817123,1.20977740152238
"gene65",0.0880734247360525,-0.299519122036384,-0.256062083788206,-0.0969953137949642,-0.304926195189692,-0.633727174074144,-0.57306550548903,-0.916827472247785,-0.702083648704967,-0.748277081188343,-0.600322133755208,-0.78528139092884,-0.127533380821756,0.0507675238750549,-0.169033256156172,0.225047771918981,0.861852259425895,0.609618279666007
"gene66",-0.835290053915557,-0.849007108823157,-0.387427534998043,-0.609553886885577,-0.356365106410427,-0.358472065884655,-0.266357434379929,0.421387213613674,0.253018114661749,0.0175551225839956,0.644051537604438,0.584062301581805,0.774425717596701,0.47850876840191,0.409950743313259,0.477805800460708,0.572697330841004,0.132384055921113
"gene67",-0.0518116048042692,-0.0552080231743758,0.706373428359212,0.642461113354143,0.671116277782147,0.483333361699138,0.835421683811226,0.897339786309903,0.782677623914575,1.00274888241736,0.433613596876088,0.231469902657654,-0.121114116939977,-0.340213310582705,-0.213950110734346,-0.644040153743307,-0.774920581491,-0.655974255110998
"gene68",0.36303658580366,0.437580077949815,0.229093038120535,0.115467009722175,0.125884691335998,-0.208631892410789,-0.295937469052599,-0.297340172505927,-0.628601540978341,-0.609450181128612,-0.681940952493137,-0.330969899307092,-0.744155263350912,-0.639119780345843,-0.123375875587704,-0.313437326518496,0.0570876138755457,-0.0261089301444433
"gene69",0.431944167385114,-0.297159331503635,0.24608650099338,-0.433201039834747,-0.144132778606905,-0.541737840736016,-0.425366895546863,-0.978842409465574,-1.49589632145451,-1.19273357051968,-0.313373408163993,-0.254664880764814,-0.173865089854552,0.287587256726747,0.43964920212179,0.00683433143908829,0.594035333630161,0.647788494771618
"gene70",0.66766580717384,0.0298647736435091,0.0691389374811013,-0.046113092647111,-0.412405508983043,-0.997107947727315,-0.630481161667944,-0.703932074551338,-0.894074273416148,-0.679532771498689,-0.865265862745833,-0.646542750084911,-0.400108492029883,-0.0987991856893902,0.39411368902566,0.030146229941484,0.833382904979593,0.782464390168206
"gene71",0.806611599182589,-0.0131823976841151,0.262440149802501,0.408466339336421,-0.266743616542697,-0.163142580112953,-0.124800320124625,-0.864762902613538,-0.70051957747293,-0.645241303722284,-0.725280538590511,-0.830075197550888,-0.785065672333454,-0.228908785608762,-0.285210634030567,-0.422408228778403,0.359460992123921,0.21208344160674
"gene72",-0.968061380479289,-0.600594072428699,-0.265169739200186,0.33211330845016,0.51806249742867,0.420982861465038,0.502936832479801,1.17202863412374,0.644841960340177,1.27988570582064,0.583214466064441,1.01742751303439,0.804414670988346,0.0458353033879191,0.415060272510518,0.443909068048351,-0.0654210810336845,-0.381558418852415
"gene73",-0.302583576638463,-0.371315580195629,-0.343962088619915,-0.199031867712592,0.042121654645842,0.378222723561712,0.489378155718567,0.512221997181522,0.595597055279206,0.600358404474858,0.266552770551047,0.591942753557494,0.270250443460711,0.0416299171922261,0.265805257364652,-0.30680509993378,-0.300636715160759,-0.0732207120624816
"gene74",-1.1548212216566,-0.923931723155744,-0.797776357151832,-0.274188614332153,-0.161316753684891,-0.3340208971305,0.0776707577145284,0.160295891726222,0.164275200155699,0.68031506187087,0.770081019406282,0.749344388317836,1.07745002942734,0.80505481384997,0.655207223078156,0.952587122114926,0.662802471406884,0.19204043677392
"gene75",-0.102864672866218,-1.00684602196322,0.546289431748958,-0.272866160678882,-0.102719822904214,0.156713596044322,0.708496284330484,0.568508688158731,0.582629308679774,0.543558498783514,0.492480079598702,0.947610017476751,0.703839338319481,0.0573409033113964,-0.494379965738467,0.214464699821569,0.0603283358287977,-0.728078163999537
"gene76",0.00164773948262997,-0.0781823836046492,-0.676257688305456,-0.869339246615654,-1.13180187349622,-0.845846611810801,-0.762131039915518,-1.01942617345308,-0.600888566376078,-0.62423777387652,-0.73946358304995,-0.473930495717418,0.0893837283832911,0.144968182796058,0.388266003045343,0.343898101909509,0.577270300285899,0.859402445236565
"gene77",-0.269708731858094,-0.314380634629708,0.0641805083746635,-0.154587712447013,0.270215398285864,0.33190446930273,0.32370368495339,0.344916614199258,0.507144573542315,0.632640542220169,0.606486668595501,0.752609231595194,0.631998421731229,0.317401831682965,0.177497556785103,-0.0298433901679365,0.14301467480455,-0.598662129566439
"gene78",-0.429731822692105,0.16998286043342,0.17179637071642,0.606019483927288,0.715689081980229,0.968033175029473,0.650868883265491,0.884811459898758,0.939674445570072,1.05693235280273,0.737627527579643,0.324674913141658,0.518002369940188,0.40513093980726,-0.151263731160913,-0.352318754946639,-0.250863412298655,-0.656212126050469
"gene79",0.787208721548329,0.706799385501683,0.166495926354925,0.41783081606212,-0.0692995089036419,0.0946826352307087,-0.140325845697586,-0.289358524414682,0.075788752147892,-0.784923368954476,-0.273753800726518,-0.452018728200786,-0.975749992645949,-0.217937479897716,-0.470881431475155,0.108850655050257,-0.264472430858079,-0.281992958284299
"gene80",-0.513010754378419,-1.21795771776667,-0.245504751675501,-0.245870646158582,-0.74872870142824,-0.081672297284195,0.112117833406138,0.46932052948772,-0.28381548325493,0.54232444808734,0.148798127047904,0.419944676558627,0.940137161469123,0.583479960770672,0.811436032880803,0.298495646190717,0.0230005681378083,0.345484021455637
"gene81",0.714374921594368,0.350343066577852,0.924864579527535,0.467797982426855,0.524326083988186,0.165165092983768,0.226522101263373,0.138988482894471,-0.110187358425458,-0.387647096122314,-0.0624770641408336,-0.593420757792882,-0.770573467034785,-0.799865604503873,-0.291590718478301,-0.771855069457578,-0.47809038422042,-0.336680482972519
"gene82",0.486658049248195,0.534223300765465,0.262324513111378,0.184400125236388,-0.0829930571153844,-0.275590840559921,-0.370562007345721,-0.850460122681421,-0.706089269347742,-0.435219777501471,-0.572505924420855,-0.544831401967675,-0.520075823591954,-0.482094133937726,-0.177405914170468,-0.15672253556386,0.222304961795501,0.209630632980461
"gene83",0.398945139159342,0.318994576587925,0.0869134536229543,-0.482494377892523,-0.434293766565365,-0.43447862654566,-0.370422994019823,-0.548452699063124,-0.931502861609798,-0.864522963318127,-0.660694244398336,0.0111795617750946,0.3235855963788,-0.443756186813321,0.295337887503614,0.284941152807478,0.709145338268877,0.348124904602497
"gene84",0.687774482406396,0.632702032829848,0.832303438302924,0.0825551271779747,0.200260315624201,0.142818583486092,-0.321690345798818,-0.264722461251464,-0.529241930331032,-0.428107781257066,-0.782857980834176,-0.50893041430491,-0.950263706156089,-0.533468043194313,-0.57853653593952,-0.84959239110303,-0.259839051049066,0.114866658984888
"gene85",-1.09846709782746,-0.659627350388783,-0.739957561532064,-0.770097223128524,-1.36624114126219,-0.19825235049866,-0.596427249028936,-0.594938993836039,-0.427473697041907,-0.0337460290550421,0.673872492093887,0.720311400188244,0.446189697923928,1.069749394575,0.938693017666737,0.705521393732087,0.718815975038626,0.223062706344314
