symbol,R2_P1_T16,R3_P1_T04,R1_P1_T00,R3_P1_T08,R1_P1_T04,R1_P1_T08,R1_P1_T20,R1_P1_T16,R2_P1_T12,R3_P1_T20,R2_P1_T20,R3_P1_T00,R2_P1_T04,R3_P1_T16,R2_P1_T00,R3_P1_T12,R2_P1_T08,R1_P1_T12
gene10,0.170005440155975,-0.56691763255012,-0.831355225531334,0.92192752323097,-0.248351269422718,0.596289991184269,-0.76126152172278,0.284441472634782,0.817321552033872,-0.561475348463939,-0.024349419098962,-1.20077900872036,-0.610933706025482,-0.191416063090981,-0.4311121983617,0.826430739269387,0.762978098981995,0.727228957056756
gene11,0.428357697395532,-0.508577112827819,-0.384752697796478,-0.281762854669429,-0.789229512919062,-0.309924457224401,0.330264528794232,0.382036164145564,0.618549190039619,0.468819065389689,0.309056426111079,-0.294718557058056,-0.491169399047474,0.504478401886661,-0.896003995694085,0.354652261135296,-0.205805656909047,0.464226896268612
gene12,-0.400567803351232,0.304746217727972,-0.0797780957848654,0.545208933126955,0.240805288850232,0.610236651088609,-0.702823608123273,-0.425941939426809,-0.0685773861761811,-0.682855430967947,-0.447598097788242,-0.0971044576885046,0.41177986356864,-0.48816754371728,-0.168836817778782,0.221328571843983,0.276578195938165,0.17045817551408
gene13,0.0261304380896739,-0.289769208705635,-0.925738993918718,0.547715213000119,-0.304697940366354,0.595439455141606,-1.05722598244136,0.567864618680907,1.18806115233551,0.0329956247300378,-0.881532395228868,-1.26179665650205,-0.271375790062879,0.0118683793101746,-1.09499609121651,1.15720369015816,0.531162626045985,1.20446471114899
gene14,-0.278282610058461,0.267249519140281,-0.514296347479345,0.732369821911736,0.324418008328783,0.99695362488744,-0.870552205871807,-0.246887781077204,0.395808924891049,-0.515610398723445,-0.877264471945945,-0.917928049372435,0.354916679463786,-0.320411680103736,-0.776822447879224,0.329013582949834,0.666474925578176,0.544772453212852
gene15,-0.788524849190057,0.551236814464548,0.032869668875134,0.540265900560298,0.829765682251493,0.375630337331927,-0.319642797985254,-0.558383430281057,-0.135833819295132,-0.377656391173033,-0.642564501741467,0.207453565574232,0.781367544887934,-1.00391191308906,0.201681371922651,-0.0491921188305612,0.740863984354479,-0.0491994991638396
gene16,-0.618887826871083,0.755080439907983,0.411042111445114,0.202594983026505,0.682059961907968,0.14088347215384,0.0408260621989981,-0.562440517942957,-0.715028342896573,0.0094148206213824,-0.586753345356379,0.227306568863529,0.677416188292636,-0.659870861943728,0.561709203623262,-0.652346367706725,0.473198207192374,-0.616229704650687
gene17,0.711193648471551,-0.991680306166312,0.0193104114659406,-0.596378823116215,-0.274876270860068,-0.931283073346236,0.914931432701507,0.614789755269606,0.301326188205449,0.4513628258153,0.737335801683191,-0.355208529641199,-0.300632578501934,0.943875238193813,-0.174326623845695,-0.196281236785506,-0.474959818673211,0.1188696371589
gene18,-0.688103014243419,0.673063994256244,0.230628088647212,0.412297741377856,0.42910365321963,0.464670288248812,-0.314059196354086,-0.507597414700846,-0.0985486750951524,-0.0466425889380744,-0.383783453758387,0.218137623868867,0.551334059601841,-0.479220799398143,0.121848209282029,-0.320293009279914,0.34756048431358,0.139768451010788
gene19,-0.879982636035419,0.803981236288478,0.0272700310303846,0.234760570875739,0.891187964744896,0.135617299604009,-0.378507147239365,-0.910256920830699,-1.02272658553169,0.208193581477637,0.352402194118597,0.738138373663098,1.12216206076312,-0.572643546178016,0.342877479196025,-0.251948115742769,0.387932878085183,-0.346238635960573
gene20,-0.763653403333343,0.773683711035723,0.540958493104508,0.25075103988972,0.640819517746744,0.3173284455983,-0.361240785396697,-0.928927311906954,-0.625101574644935,-0.244909381582065,-0.563237881157872,0.494867474334807,0.506048313112996,-0.744904532048049,0.684579955029974,-0.526982296052392,0.212559876055561,-0.125727003887716
gene21,-0.671058789815586,1.48674142842928,0.103359829659369,0.651652335037927,0.579627526683088,1.35685742789532,-0.424309985589471,-0.660706385246755,-0.205589679641688,-0.49845600017217,-0.610168134801507,0.265913388681836,0.962488759652846,-0.878806533847789,0.329007874814378,-0.0464533207885774,0.2081332639303,-0.833621441683364
gene22,0.718631730965586,-0.842688787204738,-0.391974676629254,-0.220523252561257,-0.881424304782492,-0.592357763229439,0.303299034765807,0.757822631774394,0.777210352949506,0.347901946632375,0.43352991177063,-0.177858024063428,-1.07638824861293,0.87897805364786,-0.493696929540781,0.235409971793744,-0.564331978256664,0.632327184747639
gene23,0.246668342295138,-0.433146866180689,-0.349662082068509,0.0118531151199044,-0.257464124326535,-0.197256982618815,-0.211001905812217,0.338894864777386,0.303738246458639,-0.0529171383523483,-0.213434836515482,-0.783792080966222,-0.027841814948249,0.099678132353218,-0.435262097574335,0.379125016140239,0.225127843899015,0.649181352575467
gene24,0.573237406030642,-0.275338707272112,0.90209294561872,-1.15162762140344,0.0467630883481079,-0.582075948731254,0.45020109664265,-0.150559957925407,-0.859864799480804,0.810853483496733,0.865139170585042,0.700174692405463,-0.063915138791483,0.0839600595936445,0.737287698741482,-0.69889834503869,-0.580848716314776,-0.36682702274558
gene25,0.558297850372508,-0.301826974931373,-0.0085377022534715,-0.439784391045021,-0.766703557408089,0.190810468266394,0.516929474412821,0.514755233869621,0.0778085624357786,0.776249668253901,0.498543921035845,-0.224694854644142,-0.555791871251438,0.144528819435358,-0.223203168386991,0.420210920107961,-0.716179421305238,0.0397380668426443
gene26,0.703066647194441,-0.526462670174053,0.103499582815707,-0.612312217563178,-0.171104680739551,-0.747356344014384,0.498195610243967,0.66182821504732,-0.295553136279319,0.728466481521656,1.24861557800803,0.0863302283262626,-0.321391013673835,0.467836376584157,0.171865742095065,-0.210748006181564,-0.765666417061149,0.0407198126225712
gene27,-0.580995614011183,0.135588760845638,-0.455112028166737,0.829510296946459,0.331556247059698,0.367071884086391,-0.751194937952602,-0.360670069242632,0.342013756810528,-0.865223753154935,-0.716147239554173,-0.149743367053001,0.762827188559793,-0.720948189404809,-0.28029775335896,-0.0171346064990144,0.543893084478341,0.44572258654704
gene28,0.478831575268838,-0.317091988618643,-0.748093853532477,0.417848142965471,-0.375887976794569,1.02172721019404,-0.288092809041601,0.120949276709677,0.886070602659851,-0.125909147500187,-0.562803474278897,-1.08355974257823,-0.0697656113941224,-0.123538242134265,-0.345128612310433,0.864707338131424,0.793473661515189,0.961989063167564
gene29,0.706282661967163,-0.909266856274875,0.04877596061091,-1.04729354474352,-0.752455643131712,-0.836836809109546,0.531564306822523,0.846008013813715,-0.0709278295453226,0.616820267718844,0.693018490795784,0.313348839951175,-0.579572208759114,0.652129746302924,0.379979444596626,-0.289981849055135,-0.741026926594118,0.0474206945888182
gene30,1.13021876396955,-0.116128057517527,-0.805106702365342,0.263711465705858,-0.580816008473049,0.359159123468951,-0.599658643019302,0.36080833103201,0.810059258738515,-0.424763639274405,-0.0313414302026663,-1.54350933953296,-1.21287514158018,0.053431924920027,-0.802742753973854,0.521863657056829,0.415080004764836,0.939753211053499
gene31,-0.0935508376777719,-0.0711513066376232,-0.267094337189534,0.503649335538203,0.251669658857723,0.298830499766626,-0.258430833940731,0.343235529370412,0.400038634373692,-0.138976907664212,-0.814447465663149,-0.259840135379923,0.129825840617333,-0.335246585744428,-0.450685331531538,0.247315628020996,0.679949277330283,0.205246453671011
gene32,-0.0373379670091399,0.490366224054497,0.561621705479836,-0.603406077185285,0.466706078760381,-0.685475526702544,0.478324017191478,-0.301202944921486,-0.398482435131597,0.448035902398094,0.206901395338616,0.690372901481001,0.43170346237245,-0.478772023720581,0.958000928789017,-0.980049321650995,-0.67496970170578,-0.689433131767353
gene33,0.847000279257027,-0.758468594783755,-0.337745653906226,-0.563496367620104,-0.984082671255781,-0.637040126557901,0.336962248512829,0.783087454903824,0.458137765070216,0.441052747097838,0.436166069297802,-0.452954448889032,-0.960976788535906,0.633445159783893,-0.211332348259673,0.167365467732496,-0.462629091240651,0.144327354884411
gene34,0.736588087950298,-0.607640758721393,-0.229375159180105,-0.154504469419021,-0.483771590323554,-0.367693547534491,0.533538438289072,0.599780276023086,0.120064999696096,0.451024888621529,0.705493368047673,-0.120870828976484,-0.479971105940816,0.474407097329074,0.0456666607101389,-0.0922198047619908,-0.408048594123008,0.251187408571231
gene35,-0.448460407893382,-0.17229447262593,0.458254197488992,-0.426266113935829,0.134413744701617,-0.787946331220951,0.440316680866663,0.0318962190477784,-0.57041588739007,0.711744032468839,0.392705886222859,0.846398412789127,0.140458651215947,-0.0052533221763012,0.867214892208509,-0.952728410211926,-0.294169419529081,-0.9711724089564
gene36,0.107152922345434,-0.328450745238005,-0.320703699558283,0.293288661484166,-0.0790822309930031,0.770713103050199,-0.695248284643016,0.104999830652989,0.496406510532916,-0.737328489035416,-0.705345080324924,-0.83251141493416,-0.107997096251459,0.0060159332949264,-0.470193839971564,0.543083917392559,0.599533577081547,0.813858632119863
gene37,0.60791990763256,-1.05732313103513,-0.766154039927354,-0.192745720529699,-0.642983853666709,0.150651576792598,-0.023167851053681,0.591683873524577,0.882483554455275,-0.0574083693940658,-0.354047702944102,-0.884110206588282,-0.410890378716801,0.729538794619239,-0.713019060012572,0.790411391398796,0.0956839923695346,0.812097504226552
gene38,-0.573006535061242,0.4116138620134,0.0679471685528533,0.80620399540204,0.548132742931401,0.667238823781737,-1.48830174269038,-0.641780440547908,0.474816654984314,-0.353903734850339,-0.594846953899363,-0.206311120001913,0.578069119225539,-0.704199923756262,0.004755706588973,-0.139514993591547,0.740934685000706,-0.195646711996566
gene39,0.78280718599393,-0.693669021739559,0.211466386356528,-0.785864272010511,-0.546261311315924,-0.815787166116959,1.74509207269684,1.2392455697258,-0.204812769581007,0.871859689613338,0.689505080726233,0.720587154594287,-0.528690688337442,0.801449991889719,0.605345349567514,-0.623883096823432,-0.492196712988385,-0.0832712458997499
gene40,-0.450465082792467,0.381386129614551,0.40915125532307,0.072140392444657,0.567719526862911,0.191562265318829,-0.200117719579626,-0.618471952241345,-0.295487159758618,-0.157809614314707,-0.115321507129749,0.278486056585854,0.601178178241954,-0.570003734091258,0.360895455016457,-0.280046601235723,0.167225340541351,-0.285683836703916
gene41,-0.389314075088818,-0.150647906991695,0.696589888619098,-0.719804524585557,-0.229515137729262,-1.00983664496411,1.18490516488953,0.165527997462019,-0.751162936102228,-0.0334527886507053,1.02282637238292,0.743461407617993,0.082357051010534,0.0660151686307436,0.207975407288473,-1.16537703616873,-0.943284681336805,-0.751741366678341
gene42,0.26265155023714,0.118064240585456,-1.07003116408725,0.949086145673535,-0.101279898841425,0.651319122861382,-0.466204180945997,0.107076366722188,0.368088264721804,-0.742370229178945,-0.717038095023501,-0.709444034064193,-0.137321526250854,-0.0999482892638987,-0.919635076713299,0.622776571806182,0.896519576209198,0.830997182131651
gene43,-0.0848872843059159,-0.157391930784401,-0.989958069641803,0.996917566080793,0.0315580018151365,0.472183596443381,-0.903671583845347,0.0011372958443207,0.466712426867914,-0.457313382009922,-0.7644156891751,-0.935327374705702,0.500216019720218,0.322334680870728,-0.77824084237989,1.01665577740122,0.777706297179388,1.09147304311749
gene44,0.488465889851176,-0.345078987711278,0.169223493750577,-0.422143337814945,-0.434443328413254,-0.547730015974487,0.628629795094438,0.394492022539262,0.035992544081509,0.612652940753957,0.482695602801801,-0.20388149240566,-0.709849421622319,0.552708632713266,0.124968770614634,-0.195159145793928,-0.500333117366681,0.125791114358488
gene45,-1.28107182591095,1.1418207834761,0.839228613751662,0.857406546163756,0.88710066837211,0.757503115826462,0.107732592577304,-1.69308101959341,-0.775188201302103,-0.0687147560497311,0.0083640952583834,0.558835258013067,0.853957409674768,-0.405229019273552,0.349778188510578,-0.659472617375669,0.837358191368216,-0.820940858566546
gene46,-0.224159631245388,0.381062633056577,-0.277772985122787,0.691407460168243,0.100496557713792,0.99280163258115,-0.616031987669971,-0.193751241146056,0.555450735342096,-1.07999964470259,-0.680452861980836,-0.487905538051833,0.0850731021424751,-0.302058803259505,-0.519279324526669,0.3731881147534,0.804803634444091,0.547368745489817
gene47,-0.0217733239226454,-0.300767172315495,0.500173374216083,-0.573839564304205,-0.235618252964052,-0.489014720628557,0.298267658687209,0.197474152367778,-0.251283420500964,0.754896229828431,0.414852661497914,0.393047173189954,0.216618726816518,0.270390411650829,0.424706451596942,-0.430763061822771,-0.432599844523489,-0.226212856168768
gene48,0.24752654505148,-0.186452299633598,0.722880886433613,-1.29878253503675,-0.274559884698598,-0.708434406599482,0.811432438112213,0.12063513969297,-1.05957710880182,0.780771919017145,1.24780078609345,0.569752329767831,-0.249276126885499,-0.116011665442193,0.480729485790618,-0.555434337736144,-0.721587307377743,-0.922647402088929
gene49,0.765938416482176,-0.605495301025321,0.0368816658230705,-0.533105080668754,-0.919826762884698,-0.708679830411573,0.76284576280446,0.876892483124939,-0.113494688899537,1.03372636590276,0.670573343052299,0.0653460458041226,-0.986575935449374,1.05452973758359,0.0839260011853,-0.0035596959811112,-0.873984475202621,0.126879162313038
gene50,0.918996182752624,-0.675227301529258,-0.612718132632694,-0.390917519997543,-0.301042578185336,-0.643915836893167,0.230120780022046,0.656007560714219,0.539176572268089,-0.159830852853018,-0.0205327318570188,-0.842172318674511,-1.14220794723508,0.504033192003347,-0.475615873966245,0.686042490955497,-0.179551645717296,0.648914067703012
gene51,-0.222175391867382,0.0846963060817151,-0.168370259436151,0.464459360076162,-0.24562092930872,0.358080533382222,-0.593669129059903,-0.0880645711213942,0.628849233752294,-0.363072595593961,-0.425435168074671,-0.444869615285491,-0.015946596822887,-0.0809033666547216,-0.43179940544859,0.533039637914381,0.66294223667841,0.368256318745946
gene52,-0.131812230627429,0.231805330963197,-0.402272456400105,0.548838301845715,-0.104715793682324,0.663834204309044,-0.3729168043548,-0.268253422107328,0.572325672757951,-0.596127672296551,-0.880087892207889,-0.248116849193632,0.127592178142573,-0.401655957682108,-0.140257108565251,0.384985401588255,0.759177656361976,0.445119157855896
gene53,-0.326832620265456,0.258218435007966,-0.0847098951330664,0.944554111015348,0.288589519513986,1.16557539652236,-1.32439977825394,-0.300412257347117,0.410091815526165,-0.828534808460934,-0.884251932492204,-0.0943866282114677,0.600018769186695,-0.570271130848262,-0.0670935412286233,0.238954881159473,0.836008646028569,0.499932710501168
gene54,0.655345642883537,-0.438441848537588,0.0081160449898626,-0.577179525586814,-0.884712011127631,-0.286886585448385,0.245447295440583,0.435122869441512,0.148686071573311,0.333694568490731,0.551557741225231,0.103296157620781,-0.513929065198111,0.434665208047914,0.0547077502908864,-0.249001499619492,-0.418004449206219,-0.131975561549783
gene55,-0.461502773686437,0.593454875287582,0.299396806345484,-0.0796616505191633,0.328842880082989,0.0339388754990503,-0.348672754203388,-0.853548602344501,-0.566683846662602,0.0912427184309912,-0.256397430726243,0.587074265872541,0.59507158415313,-0.424540231331444,0.614494853364512,-0.395366626990963,-0.0554175120109694,-0.118920187254433
gene56,0.821064635532273,-0.674122153681273,0.821217177472779,-0.820105642305076,-0.573525034934014,-1.27466106004903,0.869414519999022,0.429666190795695,-0.134152275393683,1.19712773049202,1.39437402428793,0.984433673299718,-0.845905902852115,0.614640321947684,0.721732280355328,0.0749546437389736,-0.967710778535355,-0.102659598572032
gene57,0.629825268421579,-0.938932800894553,-0.36977421770117,-0.362663126577431,-0.583681880001119,-0.252382284477644,0.431432311284825,0.830041936602366,0.424190856788815,0.399970777807619,0.367502698848004,-0.455483061434187,-0.910975902946989,0.796515768783508,-0.484634869727135,0.712311148411319,-0.486858613362479,0.440385405515922
gene58,-0.247030542709164,0.602506911470888,0.951012542344242,-0.0258537703852475,0.691809969651839,-0.153234411638456,0.339319095993507,-0.49082743044199,-0.597995738515922,0.641718698872846,0.0898810395965635,0.467906781208814,0.762688652624735,-0.264366475124949,0.82698053672115,-1.26258812775719,-0.588605056451335,-0.944119047512301
gene59,0.843619134712073,-0.497405023614842,-1.24122836551285,0.311324985887367,-0.719273877183966,0.219117245105431,-0.378018019939587,0.894814319691242,0.762217946093941,-0.442588030931647,-0.380534006277522,-0.71569418947541,-0.665637617626433,0.924722853868366,-0.67609562255714,0.624699793361872,-0.0356875065589102,1.03776862006481
gene60,0.488937508145129,-0.0652860742711984,0.443272076868836,-0.858241533016898,-0.309583241459821,-1.27367641142181,1.16425570803,0.0440384970010554,-0.248001264024728,0.952583806034131,1.04909141448655,0.67783873673143,-0.0448160611908695,0.588934976262285,0.616648277788543,-0.885907351322557,-0.659944915261771,-0.912490973200085
gene61,0.641621025902964,-0.768068869048843,-0.664928394905572,-0.243012158763728,-0.657997725561277,-0.659334428615636,0.649880559864473,0.965574481964283,0.351091480328677,0.533580980943032,0.106084584993547,-0.370766198070352,-0.855282660079116,0.850311250046429,-0.389181106705589,0.286297726427606,-0.200922412404721,-0.308034242694766
gene62,0.577712087230825,-0.44338538727142,-0.067811660223888,-0.201988506014994,-0.566907307264854,-0.470700780178122,0.299870742575389,0.568001352224183,0.0963655860833888,0.236000845657707,0.324846558273547,0.0222876771624346,-0.461050356203814,0.496613172604351,-0.142674545676542,0.0972633771640875,-0.286707733461931,0.0534241721722747
gene63,0.124722365926656,-0.497807654496294,0.0846450214428577,-0.192202500771447,-0.291015910515679,-0.20647178153145,0.719569775051433,0.339393642188644,-0.877447880003444,0.449884101252473,1.2365987014964,0.483786918449405,-0.263246808777748,0.386036804937641,0.392661311679645,-0.243861306254482,-0.534242128269438,-0.0441563060918159
gene64,0.145027186860216,-0.384840599603136,0.595018408250532,-0.516529324925793,-0.224914457203862,-0.603310466126413,0.499327918166666,-0.148404036346819,-0.0879494246638728,0.0632199294890581,0.319018336654056,0.580465624232137,-0.198972709906744,-0.0684791480294475,0.729497757450338,-0.753396831481457,-0.181789008065755,-0.629741118013748
gene65,-0.969227517629574,1.36464549881963,0.697034563366057,0.1530350301206,0.991561600832058,0.434326301098082,-0.421269857803595,-0.726235938054415,-0.427873456712978,-0.855644832354724,-0.129186527504099,0.825820392889768,1.17230033957531,-0.795192935122844,0.240526969589748,-0.773232208118857,0.805047543829983,-0.85565168587972
gene66,0.371159285553073,-0.274621383554667,0.291809082943888,-0.411140640913175,-0.370621159499513,-0.65132429975869,0.47566762293875,0.0764195555701635,-0.397282288444276,0.839099552927019,1.07324623450307,0.307439035417084,0.0055405915210513,0.244243773438419,0.411291592424972,-0.326978126704491,-0.87823823743313,-0.516339197800915
gene67,-0.0121240114419715,0.073007863567567,-0.697244013705385,0.600324423118038,0.0501210182614912,0.396802265309809,-0.690048282896091,-0.171733662201676,0.603706508449315,-0.733095036443364,-0.584843770824974,-0.638895021300341,0.0310927746471695,-0.307505069680305,-0.572974305782731,0.623217661611851,0.792890481117221,0.572309648434346
gene68,0.599042086330188,-0.363676510406071,0.198372344289788,-0.610477186375116,-0.532551548987936,-0.615025528260218,0.825985480781609,0.112241800043652,-0.265574092653902,0.764543736232117,0.610580918439499,-0.0034531591179836,-0.507285150233283,0.398400514555965,0.0054158521140532,-0.315745511526049,-0.705101426857456,-0.218786597691335
gene69,0.714842483398863,-0.205832133960175,-0.607198822145473,0.410847802061191,-0.543639858910182,-0.0598834172361616,-0.341734921829511,0.488517589993961,0.489393539591545,0.0844139809645169,-0.204925507175129,-0.150684913924024,-0.260186153406582,0.177702210253888,-0.800876650820246,0.279800458915559,-0.0605113301274169,0.612738134014542
gene70,-0.454560722103464,0.680934891049225,0.389302473709143,0.329001982674844,0.664120046207341,0.336516780627321,-0.196384700731895,-0.610565099134926,-0.270760869184492,-0.0726328727666513,-0.116605939609665,0.226243197637746,0.638968110716824,-0.769523626428869,0.309376129966663,-0.101984177643438,0.14430099133616,-0.44805823625462
gene71,-0.14508207549124,0.304675510405049,-0.912794991310267,0.729596471689792,-0.937036343357216,1.22102454390863,-1.88639735296124,-0.119781831243496,0.53122449119901,-0.420421728916492,-1.13852887003064,-1.02765729623365,0.350055271433297,-0.949778599394836,-1.32592076458624,0.747591016161621,0.813328838791897,-0.230326362290887
gene72,0.485854757560547,-0.65881797523704,-0.230475778890656,-0.12935777621375,-0.67666391294003,-0.139601058915134,0.382745644827008,0.610825349957794,0.170511254114808,0.42908847721382,0.63929635834506,-0.223535416023921,-0.643300664702914,0.503155224592224,-0.122880635150879,0.0177081336021247,-0.418722189732537,0.244127160134056
gene73,-0.433639567454881,0.193127973276088,1.3577352760571,0.400437960544295,0.626244450959628,0.505031460564617,0.0754622320676189,-0.51680759222862,-0.497136610803392,0.117758595547617,-0.362741152713208,0.913073180191825,0.987550215633718,-0.0308317124541406,0.893406655894871,-1.09191735792886,-0.434075583458999,-0.807385263224144
gene74,0.0869874264589781,-0.279957314391614,-0.488987181871315,0.424510044204232,0.0648242863270781,0.521826616543266,-0.491968148721987,0.139792483802089,0.491262546929392,-0.403948368555929,-0.351763534567581,-0.219028993751387,0.16252409714658,0.0574993348295644,-0.0353424350436992,0.519583895486185,0.335458796296372,0.556532718777971
gene75,-0.0383920151288269,0.212887080001852,0.669454928244797,-0.717883847625504,0.0367157274309404,-0.489419892776435,0.436133340986236,-0.341942098057222,-0.515241083121351,0.651888319081213,0.276837095430712,0.581037278762448,-0.133976154651367,0.179451644243588,0.471341484980565,-0.681624092368995,-0.632506747142293,-0.396223008542751
gene76,-0.602478169537145,-0.222390490660545,1.03421514773023,-0.338767814274948,0.405223237787241,-0.572157964360115,0.846923255538776,-0.194258427756094,-0.740666657949467,1.53489988684938,0.321052929494731,1.09510748021671,-0.239001868713203,-0.415032484187033,0.659463966540858,-0.929014358582124,-0.505424723447985,-0.944252373299347
gene77,-0.138562240228299,0.262870796099643,0.791484289479269,-0.39224904389523,0.259157291827401,-0.457141772237721,0.716280017676302,0.025601117360116,-0.811653458265294,0.193516289787683,0.278658806580798,0.795482218672876,0.443246880041638,-0.257291592958574,0.669455440003308,-0.662362198063657,-0.624019094587561,-0.718141335026811
gene78,-0.0815068252275657,0.174627872182931,-0.712063443415679,0.513566663046608,-0.104602181094171,0.810543258124897,-0.648257504758239,-0.274466779068564,0.448337297378155,-0.332454541201145,-0.52239748914573,-0.482569490720093,0.350259544631231,-0.200020332905111,-0.197266126968358,0.544994296809928,0.52330326835811,0.353309393181056
gene79,-0.328658394742219,0.919475276825011,-0.850185219374089,0.986336893692714,-0.256055871052071,0.910136979552257,-0.647877050539606,-0.252555655208682,0.268731678071213,-1.19528744210241,-0.939654273023928,-1.16873946006604,0.191066631950521,-0.747093060418885,-0.743899447956873,1.09273997020096,0.629079284012046,0.681424747202036
gene80,-0.219668511178908,0.228920562179116,-0.546983271902746,0.655119484019618,0.264218698826201,0.642759568055171,-0.780535476679749,0.0056195750115732,0.709293954802257,-0.823221410220835,-0.365202140486388,-0.522007845198452,0.0391687836072966,0.0608062077565372,-0.630215916229043,0.739776319739123,0.90170673032418,0.380757177527251
gene81,0.441300314611732,-1.01288485257974,-1.52811828467728,0.384172601745777,-0.511159278513718,0.596282613657887,-0.0461834327586407,1.24154209561596,0.987910510469528,-0.676125250674777,-0.178847882556315,-0.684143061943586,-0.125727818340234,0.392612759998302,-1.20903453820532,0.649825052005367,0.180084006903371,0.620357492512936
gene82,-0.0546492121230462,-0.0787017057040576,0.462270869224189,-0.300654462106079,0.328645127954784,-0.37213415433856,0.449770947496521,-0.214623403319566,-0.502461661564851,0.374931704438157,0.491179422501855,0.380758590871708,0.178690879926114,-0.252278754261204,0.327721889694871,-0.813031981098598,-0.526924108234655,-0.643386749960377
gene83,0.57926507702666,-0.530768575324348,-0.277421603985462,-0.64662601209078,-0.43075126933708,-0.410694141846038,0.430118894761187,0.17201836935463,0.267992659035718,0.550431662731069,0.248757327522252,-0.165347918521839,-0.361838176378107,0.534005729987243,0.0569766718075949,-0.0926791784143091,-0.371408860340413,-0.0470789370222879
gene84,0.120745495557396,-0.031396554581318,-0.571165570523751,0.696164786845847,0.102544271883971,0.698024308449807,-0.675981563105399,0.0445448933912301,0.655624563243906,-0.604858263890983,-0.491913716452601,-0.188542692503711,-0.0247330590650312,0.027762681648479,-0.259253886373351,0.529225955014691,0.750366622069503,0.362791863663106
gene85,-0.165522161944084,-0.203757665799377,0.2437336770579,-0.726192890757795,-0.0032372192871076,-0.770457511847977,0.538969941880796,-0.0608001458972347,-0.461553328861762,0.587991742044389,0.72277282813508,0.123049551186696,0.0844795973604977,0.0100257374285544,0.353916717382307,-0.516609449866456,-0.651067206449182,-0.368394574700076
