symbol,P1_T0.200324504689578,P1_T0.730281202020216,P1_T0.822252340827931,P1_T1.48400636341412,P1_T2.35784075145427,P1_T2.7337046079365,P1_T4.40816085733495,P1_T5.64628731841543,P1_T5.80052501062058,P1_T7.8114939031695,P1_T7.97670339401742,P1_T8.78437882426067,P1_T9.99293417793952,P1_T10.6994637115332,P1_T11.0091243218625,P1_T12.5810965390305,P1_T13.9468738788373,P1_T16.2638795570075,P1_T17.1654330921222,P1_T17.7815672759869,P1_T17.9421732019398,P1_T18.6597876329953,P1_T19.4747564521748,P1_T20.4992729693279,P2_T24.2003245046896,P2_T24.7302812020202,P2_T24.8222523408279,P2_T25.4840063634141,P2_T26.3578407514543,P2_T26.7337046079365,P2_T28.408160857335,P2_T29.6462873184154,P2_T29.8005250106206,P2_T31.8114939031695,P2_T31.9767033940174,P2_T32.7843788242607,P2_T33.9929341779395,P2_T34.6994637115332,P2_T35.0091243218625,P2_T36.5810965390305,P2_T37.9468738788373,P2_T40.2638795570075,P2_T41.1654330921222,P2_T41.7815672759869,P2_T41.9421732019398,P2_T42.6597876329953,P2_T43.4747564521748,P2_T44.4992729693279
gene10,0.239978483032363,-0.0900479092298906,0.135309001191054,-0.0532339770854838,-0.0432742988321959,-0.442957831785774,-0.774987855758191,-1.01857136159669,-1.08977790681806,-0.918660316115902,-1.03613815183653,-0.876704174307944,-0.803792660442206,-0.736188841782264,-0.385403202046476,-0.241923210294447,0.199267061785233,0.457346808907117,0.984490740590326,0.770063694155666,1.05273986700292,0.891988449338908,1.20253865932494,0.899202510268418,0.298675545756096,-0.158180718866777,-0.0508597694408367,-0.109265524811736,-0.540119953412548,-0.615099412462271,-0.400726424662279,-1.0479881288462,-0.820599023628217,-0.737902095621035,-1.08838435050801,-0.880602574496487,-0.662628960730938,-0.656240445202096,-0.115651571933889,0.126685520468081,0.275399487980578,0.437648806229713,0.629033192453288,0.92564207111775,1.18930282351691,1.05593640923466,0.704174983749476,1.04529808444529
gene11,-0.449232695180888,-0.445701666863545,-0.462577565571507,-0.279001911473197,-1.04274241814321,-0.796994074309145,-1.10119149148497,-0.754895215553405,-0.755055912601159,-0.509982923656694,-0.487975724006346,-0.217205477979154,0.152099672742202,0.0312946064206248,0.221993665941892,0.362063244855883,0.249574829163502,1.14638416745973,0.564809911258933,0.526195484612712,0.85178430327074,0.286937799537975,-0.025908533397059,0.376903334101293,-0.424923483576713,-0.393670169655106,-0.527172121497168,-1.02820740741163,-0.718315216000894,-0.971124827697344,-0.720209548606283,-0.807312685911086,-0.720848485539178,-0.702133341157268,-0.441076578120299,-0.542148578524799,-0.166376103628303,0.132153822722804,-0.473946653301354,0.333711806091924,0.832451998814069,0.643706193548361,0.596084170417856,0.872224575507001,0.87503555319789,0.43102427715056,0.328699394401293,0.76071605394217
gene12,-0.768213925682917,-0.950755936435393,-0.425607227697759,-0.489256569347416,-0.396959320915662,-0.407408192493211,-0.330217254320538,-0.19384372352536,-0.292185243055219,0.415654373107696,-0.158521954167089,0.130618845524833,0.247231490083046,0.479742233804963,0.524310638144464,0.431962773215014,0.327317517705154,0.552473344402056,0.439780507955871,0.259648117469894,0.34873697111426,0.420569282668954,-0.284661600062639,-0.394966680008442,-0.53068918864326,-0.47138837073429,-0.63106388661411,-0.917931023326588,-0.638836014268149,-0.641713648169326,-0.670074991360494,-0.249896496629802,-0.18145728235693,0.210005558935593,-0.12118093333949,0.205498522613084,0.287690851266484,0.151158724032257,0.51973943114433,0.683507835163173,0.622107766671638,0.489607399983807,0.400940141710442,0.175612476732055,0.323298162245806,-0.0613892286019263,0.20142903829562,-0.151351915731144
gene13,0.51922961193409,0.483468270554904,0.422564530467937,0.463730424972388,0.253207556705855,0.202819822324484,0.160898742720222,0.22858400165165,-0.164892285002855,-0.55289791776926,-0.270749866090893,-0.625749416152773,-0.504651562871787,-0.380361152716131,-0.207022197114893,-0.582561011000815,-0.459404292878552,0.131556303320145,0.055846250229825,0.144716498686161,0.0126056694697685,0.150717752876422,0.245095005230578,0.63019729277132,0.165902589220386,0.593864673416743,0.471925835436871,0.465563340455939,0.131731087793172,0.224495761034639,0.133779233488692,-0.279953387368899,-0.123787889042379,-0.478027515544653,-0.459863104748583,-0.668767162782854,-0.804698715698881,-0.357032980548145,-0.766374553898452,-0.331337190406747,-0.335754348617886,-0.155330122740826,0.0876478460155903,-0.112694707217491,0.0912011008512857,0.174864082755547,0.323140914011452,0.430044552402193
gene14,0.413473337817491,0.610266647232002,0.35113912809133,0.55232934637661,0.2542489018865,0.419232179787722,0.228925224896379,-0.0844252106778864,-0.171028867193399,-0.598654429267341,-0.461735207754526,-0.606941871432501,-0.504695470218099,-0.705013233526228,-0.751788130188663,-0.580556512219699,-0.462352940368676,-0.0645736334016465,0.166859676495859,0.491100312499384,0.137648096445243,0.470281636470477,0.498916294174272,0.71161208163364,0.749831020375245,0.642818212967093,0.551296130876706,0.755766696508178,0.213674043012693,0.277296029625149,-0.0208687833375442,0.0503696309189576,0.0124008759165986,-0.477634652755222,-0.501829425638461,-0.370860713624334,-0.513839639444657,-0.138530891205824,-0.287832370569018,-0.221319071946066,0.448671411901425,0.0571710475562553,0.335178865611676,0.106997086436678,0.160751490573509,0.0226364571007744,0.538807225001499,-0.0471348791297309
gene15,0.484721297455448,0.98478245655063,1.29570371481084,1.4342603350657,0.222315453139106,1.25401149351725,0.113845369340655,0.576686734086893,1.08663416328532,0.844293314955242,0.802816195896419,0.183085742202247,-0.509360883195736,-1.05455671588895,-0.589156475082579,-0.404411905964223,-0.611788184639043,-0.521150780588695,-0.665212712465558,-0.068029976617682,-0.512190593302616,-0.432144606517687,-0.738831067718175,-0.686114092768138,0.566921991587467,0.107908038052148,0.903116419629199,0.109046716298093,0.907620823853041,0.468862280225751,0.239935519671556,0.697220417734724,0.301868641737998,1.08853532140291,0.182517215793088,0.56828446054268,0.113309578714325,-0.693158197686928,0.464333478845642,-0.573178444261681,-0.884902394790754,-0.232364047327174,-0.508520336551879,-1.08556081514098,-1.64167355053811,-0.110537693150971,0.441599194214215,0.0457697418690649
gene16,-0.0327076092148257,-0.192728250891773,-0.0868147898587435,0.149893596948198,-0.0255904115734659,0.0542290509703815,0.802750032585001,0.776975954439293,0.430223680784829,0.534133362546202,0.860011971675291,0.302249688680972,0.479568469860132,0.589709160029691,0.335569502646023,0.0496665451389087,-0.472235474303261,-0.432615292752408,-0.836335539305668,-0.449369753637595,-0.475452544318137,-0.512566260722002,-0.328787444886139,-0.5989428499565,-0.0138653955554896,-0.244031039120339,-0.239736255525222,0.288351325531664,-0.0316712779932675,0.65971172861161,0.486852517223533,0.863197837698524,0.484245806418902,1.07975353919616,0.554798768666739,0.0528412030596398,0.798121242305867,0.297487732921449,0.385298005238902,0.174921145618106,-0.343280288381409,-0.530440470196475,-0.621597939605959,-0.839596094662268,-0.741809054065567,-0.460881516161764,-0.579694194475514,-0.901998477231572
gene17,-0.0664727426125443,0.0058968094808252,0.319559102895626,-0.311905330533472,0.368302992198303,0.701928709805558,1.02469512863219,0.839725827351712,0.707296017355874,0.779681868750214,0.814452797876131,1.07045766369463,0.863341034694851,0.771588636278065,0.0142608721779636,0.331810912553018,-0.539600381224382,-0.352159498947374,-0.806286584105341,-0.607228225837209,-0.224733295972126,-0.920703113940395,-1.03738534134067,-1.16905477970972,-0.177260048985677,0.19492418771367,-0.223415788825437,0.205627646896912,0.356917026278745,0.503182929956512,0.977602359321802,0.51975740910159,0.883196069996214,1.06061993754561,0.747539444683492,0.475311653717334,0.740897920204269,0.590388163268352,0.0531378541484718,0.536187275797012,-0.326039569714224,-0.675156666145426,-0.966537051691423,-0.395615787122364,-0.497431039202964,-0.630571670934948,-1.08541654940196,-0.616358950893377
gene18,-0.746654768058428,-0.419197782389451,-0.630282486378902,-0.623913532249334,-0.390935920686502,-0.260140495559586,0.0854289178826313,-0.0268521410813703,0.10934233699924,0.70799904708833,0.0694639300840148,0.328918192353739,0.195418912596546,0.102342056568444,0.636559508996167,0.252491555493449,0.264763505482942,0.31784225726283,-0.238685590610995,-0.111709789103961,-0.286122291261431,-0.1731082579967,-0.131236657374566,-0.641261526944896,-0.193716884089021,-0.336462063333767,-0.295978331374297,-0.208978954001475,-0.400243691943115,-0.0971796462336546,-0.0321908362072645,0.18750486350779,0.560148529671619,0.328429347209502,0.435345408490651,0.32521373165108,0.244816026193735,0.361521432893449,0.352091018561674,0.63199700163874,0.17650429247853,-0.27964970851308,-0.0799406814733558,-0.0469735673981793,-0.205193562188474,0.0235598404469753,-0.357779309667649,-0.270813268825842
gene19,0.460963166734949,0.436342128232821,0.536825075493738,0.727749371836441,0.620620375051928,0.665758227556585,0.641313740503597,0.605342750333013,0.647380664111826,0.634299484708403,0.592854765937046,0.0112760810612404,-0.0501153518320292,-0.0849425270285777,-0.0098897711588859,-0.0287685826092771,-0.402347600031683,-0.752485882170339,-0.955435083218601,-0.708838744500068,-0.539450128066671,-0.375740758746486,-0.795621109246999,-0.221397817304145,0.250315974735248,0.85658427502536,0.686026621318253,0.828242763458898,1.0824698261155,0.945026676666463,0.498078275256236,0.837909432067303,0.575029475704719,0.367441021491798,-0.0878808108922848,0.405672315407471,-0.100295948051474,-0.36620263049872,-0.130067499419919,-0.713883557261946,-0.927993616472542,-0.79713686875534,-1.08992439195118,-0.522802358362747,-1.14738794991727,-0.46353569389854,-0.408715766892492,-0.0242740278249676
gene20,0.0200841668393472,-0.453128665146571,-0.0447919569962472,-0.249338912827527,-0.71236465672096,-0.596258018091313,-0.968970379181758,-0.536097358163244,-0.950770906168678,-0.861789354455467,-0.540453393223599,-0.432749020335008,-0.149358196445685,-0.190753907823197,-0.0383342488571174,0.168486020769604,0.294767998759723,0.57017772431238,0.657754168815141,0.559228595351716,0.795750260888928,0.621003430906791,0.699340691211556,0.416429653677674,-0.37605882086739,-0.32551116641459,-0.138720394798243,-0.154948692468039,-0.5983481220407,-0.66979055113457,-0.794493113761061,-0.788309334504235,-0.517982859617853,-0.473369036332872,-0.639302885549793,-0.478938471464408,-0.11192819937328,0.249655499621391,-0.285850691853678,0.413590022023127,0.228903907235131,0.710720649097317,0.565287858892576,0.837602904411935,0.524815601925464,0.410646118166913,0.393419283468258,0.309050168933601
gene21,-0.547573625237239,-0.345235062948171,-0.697614039561578,-1.15181265187201,-0.734457752559323,-0.509673127336715,-1.40031892977124,-1.37623040281118,-1.06652194242241,-0.275542478688631,-1.5732808463237,-0.883792436921826,-0.277095784795251,-0.381864022757122,-0.289706377253603,1.01632422280946,1.1978885848511,0.976358884002524,0.262016986536195,0.815385740464089,1.15376308759332,1.07932353641636,0.667352203362963,1.03415788645877,-0.314717822238636,-0.114684394479669,-1.38471231921396,-0.560183678657915,-0.548588894514553,-0.40424437938412,-1.10187189146778,-0.749709421700676,-0.448061009097325,-0.961458361148231,-0.793091616797341,-0.731284734907762,-0.436167851074912,0.242811106094558,-0.0749031505178167,0.587704738916247,0.5485249584511,1.02593364818566,1.02456499817951,1.24183244264933,0.176926225123112,1.57218255199774,1.12697829079624,0.210157440997945
gene22,-0.570575429449624,-0.502415707955245,0.310508075194872,-0.69837112542952,-0.243679097431118,0.364302388225881,0.449383223766884,1.02190284927351,0.0614593860682147,0.648987048152625,0.96236344447137,0.738772820469544,0.117225372832704,0.365043563476893,0.780370794955624,0.0929222075869579,0.225506010120415,-0.253396638420572,-0.409168803341638,-0.0585143647270335,-0.424329523697608,-0.808449680804948,-0.961085228498475,-0.680105545569931,0.251163658617509,-0.370045277551597,0.0891812288146413,0.27627408931189,0.12407425528362,0.158874886314188,0.0107280022732636,0.261838015985249,0.951332279960614,0.727899281939004,0.631824404525287,0.698231103588701,0.363026097359903,0.406479166098356,0.789572600874836,0.273144981839109,-0.606123366566743,-0.311981971772197,-0.246478896157839,-0.399778487788012,-0.658800815042781,-0.845552494862221,-0.797690154075456,-0.345042283975285
gene23,0.0323883648683098,0.355451342791072,0.244445496191551,0.591763938874543,0.914871031381246,-0.141824681724015,-0.0953981565410961,-0.637493849373595,-1.26349408478788,-0.624779402004063,-0.664959261261705,-0.434910999215532,-0.934257890020398,-0.769959064953599,-0.274711730704884,-0.658778047192836,-0.73272919724394,0.0934072522735227,-0.351731836991102,-0.195464571205776,-0.0949312542964537,0.679165092124404,0.234361533412452,0.456374426620125,0.876922507639459,0.874928646776064,0.634243041553578,0.70654989263425,0.779255704375141,0.643476788027714,0.408618557133845,-0.0528852366122843,-0.79542134373739,0.0886355131952031,-1.30008530010442,-0.993778974415765,0.0525674195139229,-0.131360796122796,-1.13890653427775,-0.137440640604767,-0.139317750665236,0.0057286062494489,0.710138852361648,0.31874543645756,0.0307854878057053,0.0004564001242175,0.383275898696599,0.900842162851137
gene24,-0.725311478447888,-0.494845084550251,-0.990384731430711,-0.697026037688057,-0.604543622086407,-0.104134979632502,0.534497151032618,-0.0670871379185621,0.689421567058675,0.890575262765098,0.903699638005839,0.813576809752296,0.635005013343344,1.13252127900703,0.671885117093215,-0.185033905150102,0.880097541964543,-0.30600006104262,0.0968565124517993,-0.649509648461591,-0.540069747310886,-1.47640707373413,-0.0171985214228602,-1.34541999551595,-1.09660991776447,-0.708023755778565,-0.812341274650658,-0.683002951348901,-0.205614273222843,-0.106967438897282,0.43623887740757,0.50711681411829,0.561785125466512,1.49357546019894,0.948740314762185,0.594528323730508,0.496995376155535,0.448923346198843,0.879392484839926,1.11681320484812,-0.724153559999948,-0.470455993624397,-0.223404955593838,-0.558446845715893,-0.258506469886917,-1.1125652846856,-0.747643092046206,-0.395595190662185
gene25,0.483733648535982,0.640127229938441,0.674917833149637,1.31123157091785,0.774194581219808,0.680666851081666,0.0660130015939593,0.849314398348971,0.074877987985115,-0.0375200467957218,-0.253717483595227,-1.00281061494459,-0.683539242700756,-0.408849752975188,-0.552005573353648,-0.584164484403761,-0.800813576828437,-0.59568607851504,-0.320822286875739,-0.198221024367464,-0.157915389745014,-0.261351003178486,0.0051144141550876,-0.0078363138725433,0.809303175331144,0.993603508737816,0.580768717458225,0.736002613977696,0.967370701373519,0.636210189768025,0.558884533767984,0.352329389278616,0.290271748577965,-0.022050341297302,-0.0118461937309173,-0.39054434934846,-0.521308606357628,-0.507846853147182,-0.408780698886343,-0.84583789811461,-1.11930428776399,-0.471579992475239,-0.137294534818374,-0.236420480999923,-0.148970787169293,-0.434784714410138,-0.173615520543066,0.164062353478054
gene26,-0.869911157019141,-0.787490898951348,-0.424506949094481,-0.814018581022831,-0.737910865656471,-0.617477211926593,0.149519119895531,0.95400724821932,0.65152495381988,0.884874252672326,0.563741247469677,1.0297322843799,1.29380383213872,0.974384581471885,1.04122263613692,0.847528848015613,0.677260420680395,-0.138808577856037,-0.583789682280029,-0.121043772542869,-1.1002647559853,-0.0229244628001182,-0.603931533369035,-0.595628227929501,-1.53593435100514,-0.803464559553878,-0.491490827925703,-0.519123832920909,-0.270837182115783,-0.225052084391981,0.22584963032795,0.0964035496678839,1.0393843771964,1.30623771278892,1.09112230672104,0.776603439643997,1.56302770740454,0.626030802398355,0.594567186870499,0.699111319414889,-0.24664985959212,0.142970722867568,-0.323804296600523,-0.404267622384508,-0.40126225359364,-0.973378901177012,-0.612660084030587,-0.546606959425662
gene27,-0.490609876404653,-0.64808466604613,-0.55496380049536,-0.449726044245377,-0.378990421504158,-0.436872884673097,-0.314321571375514,-0.266548253929702,-0.348605146503613,0.0669537596730299,0.0319050470326184,0.193425079913583,0.36417667702365,0.408188801268203,0.351221835587013,0.520475376898051,0.507674978638478,0.510695482142057,0.166591595022629,-0.0068959963957392,0.265757789739819,0.121191970049574,-0.0156411891895738,-0.0233432489815245,-0.306816445815581,-0.622851315427388,-0.50545607772139,-0.428810494923814,-0.355500068510537,-0.518938125359052,-0.388831299906453,-0.113348719093977,-0.208819610176738,-0.0226378715065499,0.0809591949778121,0.281445420392705,0.363443177638316,0.31132910537244,0.4230656173216,0.509918244491459,0.477080656306606,0.324444549340118,0.0631676843978944,0.301585429292225,0.229587987087281,0.117466785440994,-0.276256037563122,-0.27844811493633
gene28,-0.210598437505771,0.121469836377544,0.201923881410494,0.0203815674993097,0.133373732129352,0.417675877584985,0.192815979449642,0.968574825615933,0.586701970842578,0.93248113300178,0.81928746263034,0.895729111075101,0.330545825302325,0.24986668672119,0.65563388400066,0.0297847433634066,-0.157689451062616,-0.46501671216923,-0.764779539712043,-0.512939588161505,-1.10272680570574,-0.722566818472805,-0.490389469487775,-0.6701227273956,-0.0742372914595647,-0.28923732484272,-0.235896274654739,0.140126846128219,0.464482654613499,0.342573840672666,0.649519329992653,0.955335095638299,0.482534767997,0.913785230996466,1.11139307152468,0.706489953767615,0.527567627820419,0.310778373824598,0.159686914711998,-0.0506913964928569,-0.0429587637098745,-0.768670486091203,-0.27504714056598,-0.619396989294458,-0.576646618443904,-0.603674288401543,-0.781450345787578,-0.333645329002837
gene29,-0.435734573743848,-0.628842047542501,-0.400228575310387,-0.303654636586074,-0.228944628279804,-0.0347325603140667,0.116602942612934,0.46427395342883,0.69603500195122,0.659627088711728,0.48891749703248,0.775943865603629,0.716117963974838,0.622868338331468,0.79939632888192,0.448417953394774,-0.0541059408845794,-0.274402912648272,-0.441902262360124,-0.531541393712994,-0.374344457911597,-0.510794451832073,-0.74831595922346,-0.82841859567571,-0.432401724363975,-0.423921565174908,-0.314658011730366,-0.372539552569521,-0.257838935245161,-0.437446454834603,0.353212570312921,0.393815537718023,0.53262888719392,0.637770522957847,0.77314289033583,0.968748555035693,0.705057677910471,0.926894431184752,0.764148309605134,0.46305373531122,0.518663985737498,-0.341373778296815,0.125683501398533,-0.553195237564988,-0.532310386173798,-0.761860564202279,-0.667631063864441,-0.769535389704219
