symbol,R1_P2_T24,R1_P1_T20,R2_P1_T20,R2_P2_T24,R3_P2_T40,R2_P2_T44,R2_P2_T36,R2_P2_T28,R3_P2_T36,R1_P1_T00,R1_P1_T08,R3_P2_T28,R3_P2_T32,R2_P1_T16,R2_P1_T08,R3_P1_T04,R3_P1_T08,R3_P2_T44,R1_P2_T32,R2_P1_T12,R3_P1_T00,R2_P1_T04,R3_P2_T24,R1_P2_T36,R2_P2_T32,R1_P2_T44,R1_P1_T12,R2_P2_T40,R3_P1_T12,R1_P1_T04,R1_P1_T16,R1_P2_T40,R1_P2_T28,R3_P1_T20,R3_P1_T16,R2_P1_T00
gene10,-0.826119870674784,-0.588170795428803,-0.813163235616472,-0.772533459371071,-0.0384855756457604,-0.444285993833937,0.61021513238606,0.267787389979679,0.985069029249302,-0.786534501094862,0.926624590583444,-0.397887980439587,0.417412413949879,0.223095092643991,0.620546419923793,-0.0194803074769273,0.88434833999122,-0.525154079408794,0.53277408998261,0.863255384347864,-0.739496003038994,0.0382880953400106,-0.933615865335979,0.53473796808608,0.63873604091241,-0.703726928655215,0.430437126318493,0.27355769855509,0.590870439219143,-0.356960957672814,-0.12819240469648,0.26899963248778,-0.0622753898397115,-0.958103936413983,0.394701024181097,-0.283059900811593
gene11,0.208595479124863,0.767660220414576,0.553516917939263,0.708665230738397,-0.471949326056846,0.903635802615652,-0.717912113007858,-0.356803202588591,-0.794483458709897,0.757796117941597,-0.784730844163054,-0.828170925508615,-1.08809370114237,0.498189421121676,-1.43975205904203,-0.17406685646291,-1.33135071820467,1.26272749398892,-1.22553836705906,-0.0345615049372371,0.276866780779384,-0.398735393205076,0.456469939079801,0.0935791583167843,-1.27273837870217,1.11732119858464,-0.922691985677549,0.832096667275301,-0.198512614780094,-1.00810721193213,0.0595449914432583,0.332234516896914,-0.957771961563978,0.993900238941686,0.893194819213705,0.327112308573712
gene12,-0.476841639821859,-0.435979085296977,-0.415346931567053,-0.451934529850981,0.0636021553122577,-0.451749361022602,0.665679476672538,-0.132761783550807,0.359741231203642,-0.539578084034665,0.490685849037064,-0.262410643443711,0.404662851036213,0.0862615545857573,0.457921219639762,-0.142037210508341,0.270920650918361,-0.307294097284491,0.583379632754995,0.57474064997584,-0.451257933765034,-0.385662719221755,-0.554617856479317,0.693581117310248,0.438692355458098,-0.601137496485308,0.566998165652223,0.109135291578856,0.620293035791604,-0.165540384365465,0.532665704394417,0.0161639003166205,-0.164512652464462,-0.595029810522868,0.330371098337577,-0.51190687609416
gene13,0.521870662080311,0.778465742183533,1.28555302525544,-0.109882506384328,0.301729757609333,0.253334059253373,-0.545326162433008,-0.0107234205784064,-0.95575385544103,0.739757380940267,-0.784219094961531,-0.158734116086502,-0.662917310905886,0.170055423645171,-0.877676112601091,0.197341037537981,-0.455168929792248,1.10695028048822,-0.227789026667709,-0.822078009760205,0.14622754426223,-0.890423251533939,1.01400364052541,-0.589693957850229,-0.639621914359784,0.417862583776523,-0.470180868317595,0.274924143607638,-0.664488401742693,-0.596799369235786,-0.55325086145653,0.509819085556417,-0.340513849652397,0.780655854320997,-0.387264408014589,0.771285078831214
gene14,-0.770746519849193,-0.779656778557955,-0.407219735367423,-1.04073531049275,0.468603367718147,-0.609494922798226,0.591932953298845,-0.0716174133452406,0.695404529506751,-0.619165722527885,0.401684501897272,-0.17379797132079,0.20324668884343,0.282299237254953,0.661386942677236,-0.453979357260478,0.516350013742581,-0.545704528307979,0.971863163136705,0.750635137695131,-0.951793055928871,0.268215355115389,-0.629975645499463,1.05997699880936,0.695293836775043,-0.588052809507836,0.881571782364329,0.531356685192362,0.615808103597471,-0.287388101965008,0.18326281188856,0.476530088397559,-0.261997079498235,-0.561858337290985,0.121869399028931,-1.19234808046223
gene15,0.334676548866077,-0.102021202951932,0.064660739375387,0.261731865130926,-0.795954841777245,-0.276520489854519,-0.864926776063839,0.472841261204246,-0.215295690200333,0.211267218897475,0.425257444883091,0.435269034788675,0.5059657347173,-0.573281318712519,0.401630828796864,0.613017569343742,0.322454446308598,-0.429374381410181,0.694610391474709,-0.956554474687566,0.764502166958603,0.540675050672329,0.59904504374379,-0.471884847767039,0.288544114254723,-0.385908494919165,0.0193502102720497,-0.672500673920795,-0.474683620805863,0.943509028589999,-1.19742205953978,-1.02448892872931,0.546325749864148,-0.313119144297072,-0.395795510774935,0.205968116762557
gene16,-0.803050294049225,-0.535684342409398,-0.639520961369756,-0.818983830042523,0.423036669844806,-0.368880458948944,0.605739624418562,-0.26821885279823,0.454078082787601,-0.834048857163881,0.74716795870798,-0.476392433698084,0.6202619044631,0.302671112295584,0.517662262293136,-0.693599599614436,0.390365774628187,-0.398802767017867,0.55165281829222,0.889197041580025,-1.1544349484474,-0.428733662936682,-0.752305778710444,0.715339939252164,0.377548000826193,-0.402024590048087,1.26887038718333,-0.10857061925762,0.607065445318507,-0.266540540582246,0.583956310099021,0.168022350386795,-0.0775462586131841,-0.365253313016473,0.347733086998333,-0.979854795167468
gene17,-0.572419529977125,0.283065882504823,0.353196193225632,-0.666522997975182,0.791852023133582,0.454136621785626,0.854318883048276,-0.755481457637973,0.428120246353039,-0.878067716088068,-0.0387628411983691,-0.935036983286748,0.152631596821334,1.29921030259139,-0.296419538048583,-0.653865393971693,-0.73012808392202,0.116889092390231,-0.362156774976783,0.638335638391606,-0.537624949586461,-0.693372270038411,-0.582420438516317,0.772070350368495,-0.189417038323921,0.314584934300875,0.389258141617589,0.668189338997265,0.755712093579721,-0.973115969842406,1.02413330988719,0.63814527941092,-0.8436590606483,0.191187929176312,0.721911455105984,-0.592351133373911
gene18,0.115324140166937,0.30343315732864,0.337152314727165,-0.109558062711189,0.733968501670637,0.455028790679504,0.284493258833898,-0.423310580569674,0.247357962804706,-0.0799388663152348,-0.230577760666691,-0.523805358738692,-0.253545116042726,0.842588773171641,-0.429277857702096,-0.467485398157197,-0.43624111057962,0.587878937516926,-0.276767126725095,-0.0676100294349521,-0.0552154159477105,-0.182546350232901,-0.0529559036996302,0.0245460960335775,-0.538933718902282,0.35659036616796,0.132835514452266,0.582464912464292,0.16155598436039,-0.522788877859195,0.577861183245659,0.50904343018241,-0.415062099174617,0.455859716501843,0.645739073302357,-0.0262616836776498
gene19,0.411968109951938,-0.0171810002585662,-0.132020213512855,0.0556846052191313,-0.595292916156934,-0.0375934279157595,-0.350304185608212,0.992830993519147,-0.408124621288918,0.586736429908735,0.241911756822197,0.556474457207347,0.353724308610987,-0.670114919295093,0.176829754313481,0.625284285082562,0.0623086338265157,-0.169340048989032,0.338916893520126,-0.451304187981675,0.340275859890892,0.395281113172752,0.483966404388217,-0.371380967710043,0.200424485545714,-0.324014473465461,-0.40159718469965,-0.525973062282864,-0.302968184409323,0.56382756626341,-0.801491537147154,-0.480538803430104,0.721491286543168,-0.0964795057046814,-0.498807001987369,0.754493822311579
gene20,-0.584362541006368,-1.32998334352482,-0.651097650811753,-0.460297650601059,0.500832800779385,-0.629524423246698,0.637200219551983,-0.149994996155688,0.667628917826643,-0.162926895435547,1.14572579415191,0.115453303065715,0.803329405305759,0.574710176822859,0.772435308009835,0.159036371886461,0.836716829191556,-1.34098479459438,0.770411339116219,0.278488611010019,-0.924725445051679,0.332322323126383,-0.358098227901868,0.828816661320543,1.07771538655304,-0.522792421205679,0.89674299976549,0.0598117534143244,0.754753034946135,-0.193454884413535,0.578745458594327,0.0575161611389936,0.306433744620133,-0.900392139811228,-0.869395027896374,-0.697954435317794
gene21,-0.62031492644447,-0.600581559034294,-0.581162061320494,-0.280833237558692,0.101108017416609,-0.653981713779738,0.293764249312246,0.142036725215802,0.610055659893049,-0.675947806455259,0.397953305977409,0.0120784399785552,0.580599898102233,0.242123400414604,0.452569803409432,0.0413409857321733,0.701014018366381,-0.833781232701472,0.470125879593837,0.489971882096685,-0.798212133253006,0.022975299785322,-0.70472917791702,0.936804488745187,0.631156612613624,-0.379601680417332,0.321847213658145,0.0298848997517031,0.499928836189542,-0.152586169723841,0.277429304709888,-0.234471183787642,0.0819909882667492,-0.530844949149752,-0.0961706081508419,-0.526169450630198
gene22,0.139432897152424,1.01601451191285,0.990825805465026,0.568760321683731,0.0220657920845173,0.466350254397647,-0.320588059575382,-0.786123913419756,-0.600469054266606,0.331003633548967,-0.494029342590161,-0.28963869692463,-1.14730060927628,0.25100684632531,-0.408033934595151,-0.208581601749304,-0.687978261123121,0.698570557738575,-0.622773634912902,-0.13729093418658,-0.192061547270439,-0.474403088343875,0.397371100137212,-0.462907930417484,-0.763953471499194,0.760276154678885,-0.7546500408716,0.087880667510668,-0.518051998835631,-0.382246697361406,0.326302732682634,-0.0202754158176415,0.17974859367452,0.16997892621033,0.687281299960707,0.240759980547211
gene23,-1.0009238525104,-1.30560455950051,-0.844739410811924,-1.20366437253459,0.18323020748992,-1.88248929499994,0.958126489083789,0.349349357419455,1.22861849854912,-1.24316679571833,0.408635874339646,-0.943941714073454,0.976860162940099,0.422089094416133,1.2166373160454,-1.01985099434947,1.71991582970851,-0.226201039647676,1.12392599066083,1.12251276986932,-0.518615826619318,0.513551289757612,-0.564921612193501,0.723354639810919,0.967031079384173,-1.45088804828257,0.926573879609627,0.133369828374243,0.662960562203525,-0.921478777667249,0.359543837729502,0.231119223046502,-0.819458767683025,-1.02526787336846,0.620053973101137,-0.659579704777588
gene24,-0.62771715675542,0.168603293238461,0.541191657359178,-0.0438632860096218,0.538780634376,0.173988553086661,0.224955827257316,-0.596066447436164,-0.0485416177969067,-0.554784823256835,-0.522713804249946,-0.164276546361921,-0.419569481290145,0.643047870231795,-0.0912622877503615,-1.03561228740575,-0.404452517474948,0.381832417141794,-0.533064286361424,0.293468388370539,-0.567937736356352,-0.423697302830986,-0.229992721825477,0.482677784516614,-0.602923113083023,0.241127158057885,0.452699763323117,0.850276820060697,0.283096881968266,-0.954760318711974,0.650931572689305,0.553077782374072,-0.780137837628229,0.325631843124712,0.627702343570029,-0.120876426094166
gene25,0.665600797761182,-0.0674444818314461,0.0198428052715577,0.554300225772341,-0.488719195956791,0.0068852322140246,-0.471469862794094,0.384585343966358,-0.576252319617964,0.512028005873194,-0.0600196139346721,0.498695452047609,0.182060269630259,-0.380574868419923,0.168751751465659,0.729406027740638,0.232877286843187,-0.114866923151328,-0.0846983053042906,-0.422850659370448,0.571536869435831,0.697441841260764,0.768407259179659,-0.489319351809973,-0.0513147780855638,0.128552655008987,-0.495403524685395,-0.310806191453013,-0.519736547040446,0.380660381584853,-0.642147602332863,-0.704105382129795,0.656287843118445,-0.139408381302577,-0.539071068747521,0.520806233393863
gene26,0.191083736168593,-0.488902645044833,-0.471628958646248,0.571175967808553,-0.633874804642677,-0.250272346439537,-0.326790402527279,0.759286407375731,-0.41984523420419,0.566652623744179,0.349229649419212,0.778663795997089,0.0511998557476029,-0.756222459184496,0.10891155522849,0.754283194215879,0.196242898441756,-0.17071799082658,0.155694675716944,-0.620105690816618,0.344949626518353,0.839174279602081,0.225630694787071,-0.409697107119353,0.3481285627916,-0.0527350425067699,-0.338489662890106,-0.74393777057472,-0.133509375884945,0.847667096375467,-0.741834424876088,-0.887573080244769,0.762190527135119,-0.310537796174854,-0.677765772936933,0.310758979384088
gene27,-0.371566286782189,0.187257617314257,0.455739804629133,-0.221968596234084,0.839373111345918,1.03815663360725,0.0555876326681776,-0.936925324075669,0.301086840929984,-0.764462505958385,-0.163623430419868,-0.410130415077944,-1.24725696091271,1.02285249115828,-0.395400634251735,-0.667288113900916,-0.563795912830562,0.1554262287112,-0.790473199168645,0.251096057913327,-0.134953468803006,-0.845466887113687,-0.121756068440926,0.0190307293760414,-0.857047533226647,0.529926137198975,0.0548364822942568,1.1849230271076,0.288851210267315,-1.04122931599004,0.865852114327749,1.11028862881425,-0.624387645590955,0.602945195946009,0.493112197367124,0.0311641594118532
gene28,-0.552503455140712,0.4090907187602,0.0739736929866569,-1.03141671199748,1.24208437915183,0.0990181042662299,0.672618570595958,-1.41214322407558,0.523196294492366,-0.820047507486511,-0.0162201544318991,-1.32024409335697,-0.174632264244169,0.884984818576854,-0.0733985751696111,-0.638152987532741,-0.139854670876132,0.860521721067343,-0.72144828462438,0.999499854465424,-0.85256201453553,-0.543120003503816,-0.384282975075226,0.394977584274623,-0.417225158782686,0.18566538668618,0.918185369121829,1.37634756497357,0.747593541294126,-1.80719106649472,1.18803968812236,1.43152839820318,-0.943155812494942,0.749542335433418,1.39263753975213,-0.292383932906907
gene29,-0.215764270457927,0.587906206066559,0.285744475220034,-0.187486573005945,0.506489364494554,0.662757633680506,0.0676331396399395,-0.280819002278294,-0.0521751179831185,-0.0678838787967016,-0.502715986261434,-0.621820042740439,-0.565144500044141,0.476121523922911,-0.37780772227272,-0.609503942441085,-0.641381298168089,0.730590679798214,-0.654436421902048,0.335130065334873,-0.339938226852054,-0.668410913772774,-0.285751424473684,0.0841750849240102,-0.203702043227112,0.887426613813243,0.267775225253483,0.504221440978535,0.464670691273753,-0.643850021967862,0.734886580111971,0.366464662721815,-1.01794512917594,0.474405617410941,0.830164111956233,0.0307029519751973
gene30,0.599286796329096,0.461788982274204,0.0762255878569681,0.67150161680981,-0.476930503800497,0.0259163172223503,-0.761616530403825,0.782193488540866,-0.448534528534342,0.57543101147291,-0.409850284197226,0.431065654026934,-0.511630900274489,-0.21520898493132,-0.489193549732816,0.330779950076231,-0.150826492677392,0.0086727911410102,-0.357696951207306,-0.914534556464102,0.590181986907336,0.381979323299631,0.765087529187536,-0.860770557323891,-0.323697658405731,0.534740197334367,-0.471175995382854,-0.409975492578733,-0.58592481524303,0.29234426645354,-0.448587088058602,-0.452883602484059,0.337531557991773,0.418574749990235,-0.321254677528871,1.04555059119015
gene31,-0.487857835987525,0.170007292337985,0.0839262906381827,-0.853906147139148,0.355855106537148,-0.119554079935111,0.432943401048845,-0.61054863559388,0.671181754829401,-0.663507799747052,-0.14886007403795,-0.411156591281548,0.0692436732253442,0.713849709819025,0.0206753979836452,-0.501558884109495,-0.0113046388883517,-0.274719543569966,0.105193623373761,0.618553720048291,-1.02834601238876,-0.422211070068244,-0.635237032824918,0.669741527416621,-0.0117475331120252,0.112502994355649,0.65926138561693,0.739614990432466,0.581456565995684,-0.783131327128908,0.794478722940209,0.67306629870869,-0.466921783161565,-0.193963219076198,0.964941709145779,-0.272744249270669
gene32,-0.708276372946176,-0.831314759900004,-0.586919814525221,-1.02613341898505,0.720694097831361,-0.176980597186477,0.665612626152233,0.292714666168822,1.29656269518131,-1.00988535522811,0.334939267386363,-0.387487394664224,0.395603438448885,-0.056093851019432,-0.0728844519002557,0.0430621448088354,0.24812985338814,-1.28460223450645,0.653348802197039,1.00206270984842,-0.710026992847834,-1.31436674827204,-0.837548143411744,1.17265945013339,1.03138700397262,-0.887238240711226,0.949963050800273,0.386452678351005,1.05814552657415,-0.995552257054401,0.467201054641214,0.856149904336564,-0.710619467909104,-1.14997762812635,0.30271823679766,-1.09828615483253
gene33,0.60479414847744,0.362682781935262,0.302146134522647,0.583796653175422,-0.16624932106221,0.504327795847106,-0.545908529077602,0.0802801314276504,-0.532306575754784,0.601337693324403,-0.416381982938576,0.0517490901916815,-0.516109626201883,-0.133328223494706,-0.506379977581862,0.148544587112841,-0.459589545352932,0.361562218143565,-0.403959891703957,-0.724359604802071,0.758690096907621,0.250343144605279,0.244056140087128,-0.72445294189079,-0.318007848210206,0.618579966843045,-0.307086641369492,0.0770135406434115,-0.272979849340826,-0.0153762029797406,0.0316721858495053,-0.27666200880433,-0.0504769230239389,0.267342579097117,-0.335042418974805,0.407460181349465
gene34,-0.171096359825966,-0.856571071271729,-0.184032809580801,0.182568868787753,-1.02024117874381,-0.618444555443207,-0.522322353387587,0.797859603672537,-0.254206521188751,0.229909175257199,1.17211683560554,1.07407298286809,0.945289550646394,-0.97153478372622,0.366714721663217,1.3348898223231,1.13799258389224,-0.315590325573962,0.0508813492654509,0.0051736256013458,0.129594981990438,0.450436983645137,0.728543412886435,-0.215387305726774,-0.134239946572903,-0.224162111392661,-0.446656477169815,-1.20902302308563,-0.303499258631592,-0.21660930086747,-1.08060777336744,-1.51900179335875,0.914292872640676,-0.382280586180643,-0.524077568831255,0.735089812941231
gene35,-0.032252925910261,0.291850156882215,0.224609295200557,-0.428925393453974,0.824833816874436,0.377365521277757,0.449723817168109,-0.820725664475892,0.344354224342506,-0.497180950796375,-0.380735293855149,-0.773439802380329,-0.247706138079793,0.623904646152523,-0.389249425910921,-0.656721735820175,-0.154219761871045,0.495708169085761,-0.0052803377922955,0.245420837439544,-0.379007569497146,-0.697129172536553,-0.416184183806266,0.549669245126402,-0.312941841321012,0.117107539973873,0.267627028173021,0.610673271408059,0.360141311981044,-0.588702450716584,0.669675156542339,0.396811454592577,-0.620997401436705,0.582755526006961,0.675905754760443,-0.491135379966407
gene36,0.152240928747723,0.36090760628385,0.509293724706983,0.380920546433408,0.401199882974556,0.703307360381672,0.107165461841199,-0.795466464267101,0.191826827614131,-0.170235908105185,-0.507706598944554,0.0209055726358122,-0.522582694557552,0.446380803525084,-0.200054690315753,-0.71952203264775,-0.761490402864706,0.397573759216011,-0.506048866331583,-0.0195659409706545,0.100016063258719,-0.246216136442981,0.234611139929379,0.0302954384163263,-0.697014521239935,0.402497578336397,0.364600562083574,0.727229816742772,-0.149896333265286,-0.67632585072421,-0.0314547499283563,0.180287418839422,-0.504142636068802,0.457999186154071,0.347666989706552,-0.196005930592411
gene37,-0.47682068670122,0.350703757295121,0.272319785216889,-0.12842158082854,0.666552806454437,0.403451649066602,0.593695903429539,-0.780377686568619,0.559537298685594,-0.885609618664048,0.143241374202859,-0.504750467575147,0.0189376931580919,0.440143364710133,-0.213387210899004,-0.38934235358561,-0.0453260740572575,0.0875547816535079,-0.313376361641404,0.579186478612921,-0.509161426190974,-0.435402802668802,-0.616242625735688,0.483761967023751,-0.28911610652237,0.265672745176117,0.416152925528372,0.52875505708643,0.254815923552222,-0.220424651701369,0.544882773659162,0.393789148369834,-0.565194617635199,0.135706226600984,0.474108132219777,-0.590691176799342
gene38,-0.499646548455856,0.562529567515587,0.369279051964859,-0.705045222367486,0.988566519577803,0.47162330009834,0.602312468977213,-0.983454359991496,0.38981092281019,-0.193916749465463,-0.312796808548282,-0.937775978103225,-0.526237064935301,0.965065608373339,-0.444890280897648,-0.992434121801306,-0.458447174314224,0.557026300255909,-0.4343242342033,0.582191157390525,-0.228612520698142,-0.898875867540378,-0.384898511589146,0.586182798407223,-0.800067283365715,0.194830982500185,0.205792360821766,1.06866824538574,0.550144513551041,-1.21473944500665,0.832925413920173,0.699395425453782,-1.03187135715736,0.773382017583803,0.690564372349201,-0.341993484656352
gene39,0.394457062770287,-0.515376711685838,-0.245802732777979,0.160869355789557,-0.0207161021826311,-0.0236699166756328,-0.534809424276818,0.676889666331019,0.0791223282648789,0.350615488788269,-0.114582657741533,0.449542307187129,0.116721742423616,-0.620102975105786,0.389516803299157,0.47760293867573,0.4711701037206,-0.166190292065902,0.289626213246196,-0.137586767099432,-0.0687090844203039,0.530760267034603,0.258880962860661,-0.523341537169504,0.081685206404367,-0.434913593199172,-0.0156324189042634,-0.663348260434248,-0.570613165890392,0.429642303829962,-0.567862410647948,-0.525533673688876,0.758220619927567,-0.482902952263122,-0.686547916870382,0.384058783161784
gene40,-0.806491381936472,-0.645432271296119,-0.667616551005588,-0.534225787911314,-0.0723295538604679,-0.180157202179848,0.890738174782866,0.563586992968051,1.28275849746232,-0.352774268080005,1.03600382712304,-0.3525840968297,0.0825175928329172,-0.653837326123263,1.16210223979216,0.306047191544556,1.08294401773278,-1.44811726815599,0.76530395549486,0.6015348013331,-0.744005201486095,0.545932868785997,-0.638516516436473,0.709723630248759,0.860655187263265,-0.825679012501536,0.657529961259496,0.208271050223579,1.32329290249783,0.103814556147756,-0.709043933260759,-0.273798418750021,0.324900005653531,-1.5046755771879,-0.0960045118647201,-0.696458587665239
gene41,-0.753649376461867,-0.0077261020971439,-0.16039069001766,-0.826430011047262,0.516412276979969,-0.387656339836356,0.593259217081627,-0.496990776049975,1.04042521467515,-0.994260261241457,-0.0299845576920573,-0.996201176294903,-0.0656038526675501,0.591320893146408,0.197215659127054,-0.338304086955523,-0.169414429276647,0.033699982935272,-0.398602668943213,0.760208201482964,-0.83553208525101,-0.822884554688173,-1.16340273592102,0.644412096942803,-0.252018813150091,0.303388702383864,0.946058405994057,0.764175131675464,0.825015835969614,-0.641953720314156,0.495557277141972,0.395365494006543,-1.0732875758804,0.582660068509487,0.705692890186738,-0.524247186996591
