symbol,R1_P1_T0,R1_P1_T2,R1_P1_T4,R1_P1_T6,R1_P1_T8,R1_P1_T10,R1_P1_T12,R1_P1_T14,R1_P1_T16,R1_P1_T18,R1_P1_T20,R1_P1_T22,R1_P2_T24,R1_P2_T26,R1_P2_T28,R1_P2_T30,R1_P2_T32,R1_P2_T34,R1_P2_T36,R1_P2_T38,R1_P2_T40,R1_P2_T42,R1_P2_T44,R1_P2_T46,R2_P1_T0,R2_P1_T2,R2_P1_T4,R2_P1_T6,R2_P1_T8,R2_P1_T10,R2_P1_T12,R2_P1_T14,R2_P1_T16,R2_P1_T18,R2_P1_T20,R2_P1_T22,R2_P2_T24,R2_P2_T26,R2_P2_T28,R2_P2_T30,R2_P2_T32,R2_P2_T34,R2_P2_T36,R2_P2_T38,R2_P2_T40,R2_P2_T42,R2_P2_T44,R2_P2_T46
gene10,0.0091831829371256,-0.256625115584643,-0.435786778276155,0.425807067532641,0.250265128895323,0.387603504639723,1.13093483607166,1.2926492400582,-0.0808975243627491,0.446370864892392,0.299649188681005,-0.289538711617454,-0.864497331004457,-1.01335909192931,-0.763316337967806,-0.22443954289886,-0.0058928497832228,0.540051147841815,0.981437223001551,1.08833530874232,0.573215440980074,-0.0729738123526356,-0.15063520225598,-0.463466407070225,-1.55827627609844,-1.53828192197566,-0.743772548067822,-0.604238224954531,-0.0661955145041181,0.236582736464147,-0.088822016797851,0.689483824478042,0.464241980554281,0.165574285790902,-0.413361794740925,0.0419959965751987,-0.910655431314298,-1.06870561617442,-0.592368820739199,-0.236080740167291,0.277462798413472,-0.168937460074542,1.09611149945099,0.742333248975308,0.70467612248108,0.148460828871943,-0.295066835103432,-0.35655811640769
gene11,0.360850327555367,0.300345493686144,-0.678498961557468,-0.607764145909184,-0.694715230624879,-0.507874338378213,-0.307666560863589,-0.317304677875748,0.263065705640442,0.329667390080892,0.510902342431866,-0.202232140409678,0.0469062805260685,-0.0090388557083407,-0.0237049580140492,-0.190071451002379,-0.353872827972314,-0.957003124188839,-0.422502378245474,-0.363477156830541,0.295894179498868,0.539116753940588,0.748822898685054,0.677019571702266,0.109948124093091,0.239315501950104,-0.0570876327187295,-0.27706456978335,-0.302048580780217,-0.179435749007192,0.113929845582479,-0.228127568344131,0.202576670090777,0.713340699763917,0.615241650724375,0.271391820948743,0.347093674113104,0.0807722166267527,-0.165516359443006,-0.457932509777207,-0.291485636997726,-0.406173425807465,-0.438569612354532,-0.0791198480405516,0.39496492764687,0.736407485442859,0.0714357074812455,0.431977306922525
gene12,0.0389043855823893,-0.0240333079224356,-0.68033321165502,-0.525358281614727,-0.894924321026363,-0.768656716053157,-0.933471283215505,0.504684148810879,0.301358462295186,0.540545270986412,1.12037924344465,0.347314134886032,0.175341042428038,0.264870064850804,-0.0817436332331975,-1.17264057315832,-0.713220977894458,-0.609977945553887,-0.350788261130957,0.301295414356326,-0.101279318010858,0.503807991791242,0.306670780890573,0.601111762526228,0.0337587062902815,-0.0412011794154008,-0.254022160318573,-0.43179516190809,-0.803716364543118,-0.660975076609571,-0.422578347680826,-0.16463746851994,0.345627458753722,0.138084729707889,0.304688028311912,0.56696258272602,-0.14900716432696,0.219396811957845,-0.779671106582736,-0.661764497844785,-0.781146768492452,-0.0855727172253479,-0.712770560152436,-0.438029018797241,0.857730675992296,0.0624190215229669,0.613629649015977,0.988569228849092
gene13,0.607069368757384,0.610494413801392,0.362122405352949,0.763604194843052,0.624905836634643,0.213771171892321,-0.548187351902855,-0.511980010711335,-0.866846310826085,-0.476897434597036,-0.582817925110204,0.219592117682197,0.22990281305301,0.46348515637239,0.467023370295375,0.690715390839192,-0.0014779842647906,-0.0460711889186428,-0.386020964580403,-0.709924522739883,-0.711771397466826,-0.421442253523589,0.0481157868319278,0.0606051659898792,0.543594738706328,0.655587729383233,0.524910689188485,0.621426037292398,0.583503088969244,0.155841585599649,-0.641070729342137,-0.826690764400634,-0.748106997376575,-0.836153359277001,0.433866310238196,0.0643427157747265,0.592867307648735,0.197252313728376,0.348938141258365,0.589729856415961,0.197711341758333,0.0905702673375222,-0.335360136271981,-0.672500104076539,-0.66007869826966,-0.25139944898485,-0.08138488407491,-0.143872530253176
gene14,-0.637425188242198,-0.65992092049428,-0.324248067482299,-0.345748792668586,-0.42190792776571,0.426137629699285,0.425285886233655,0.622682791758316,0.625710990282319,-0.0432778988174877,0.275340295598968,0.0032056032378907,-0.658902595949887,-0.464166760202188,-0.111280869003508,-0.481330781865249,0.113470148622106,0.144466822314998,0.432084039618241,0.556876226560964,0.509014149119161,0.554180823824301,0.189215371434255,-0.133933554701009,-0.456184686267653,-0.469305082118729,-0.564096103750208,-0.395327849744017,-0.154759890159043,0.155495098776147,0.664565098096924,0.537529548102744,0.351459624034477,0.566578965202847,0.256523529482586,-0.11813079952232,-0.540030572530112,-0.870684756453821,-0.391811409140807,-0.292611599064007,-0.109463007571618,0.308725136606351,0.469272803951306,0.775095595589774,0.329894168229482,0.50672538363574,-0.0458582852307952,-0.197767518590238
gene15,0.326232377390746,0.343904570179716,-0.101615372461414,-0.341469575787956,-0.800778305949047,-0.717521831781621,-0.609572076825071,-0.0500488142301754,0.128391600211358,0.601374437101608,0.802235887504873,0.645390792970257,0.556306051627046,0.322952608910143,-0.263346950192284,-0.232885932739298,-0.70580263418254,-0.768477411947828,-0.611485761195195,-0.133837409356927,-0.0254962078604262,0.235789815348952,0.803015960645429,0.576645871644866,0.626095251323653,0.371587203869706,-0.342388698327972,-0.429817843882562,-0.488342587849217,-0.665451683897236,-0.55113845856887,-0.369404758040599,0.117719265251194,0.334589779473992,0.960534738012269,0.744731644391756,0.974741761764366,-0.0136380873498284,-0.122312714098521,-0.372327454669645,-0.327452036208381,-0.948446966768835,-0.611492563868656,-0.485055911415509,-0.0961476564846461,0.610998830886571,0.674195838887601,0.567224246037071
gene16,0.178178817050326,-0.616835233718333,-0.855717813640826,-0.770125562458658,-0.870100111988228,-0.618216999008632,0.172465199898398,0.670713076310083,0.820074909696319,0.726618201400278,1.13446689338117,0.425820465209742,-0.18172017902946,-0.23356465175632,-1.16563934912276,-1.00051738386366,-0.231262494157126,-0.500441665537546,0.183862989636848,0.658028277606267,0.914075669825536,0.730009800848299,0.26571776815169,0.887709744511227,-0.208764222096629,-0.656616024241243,-0.915509330909248,-0.59060844402701,-0.763478754255121,-0.444235358985507,-0.147031166818509,0.476082060431892,0.529632498514418,0.945662453759038,1.1794968995972,0.877391974428084,0.712227596602921,-0.466617325091509,-0.677516259480797,-0.390178303351316,-1.24570401767713,-0.765154893596355,0.338417305044142,0.027670380830799,0.726813444902937,0.70801728203967,0.48768176282986,0.163210533380169
gene17,-0.677053643590019,-0.516431223791932,-0.363147718486298,0.0746945765873104,0.404489581785979,0.511633261548101,0.471704122375899,0.526990638542156,0.205493277365094,-0.0341021527945734,-0.356366772935606,-0.46483145645263,-0.510886912298466,-0.52091269854964,-0.191645392295614,0.190242050638124,0.377805537462956,0.522485459952902,0.569372558700677,0.355095082101464,0.403385454928363,0.0947070602905219,-0.305446824001289,-0.471774118109614,-0.309056848170396,-0.394495597193203,-0.327548095172885,0.042515747678373,0.223331992624438,0.403422954722923,0.539916100066573,0.371280564248224,0.152641558098394,0.0514565776317099,-0.283703701616124,-0.555914103761983,-0.660209317362001,-0.418029732843941,-0.248542241773248,-0.0488948195393687,0.353419209251939,0.332071133888192,0.463944832239867,0.438950536654168,0.399973323452635,0.0189314934005933,-0.155330563559657,-0.443636774479338
gene18,-0.611116632421062,-1.02689819250934,-0.818654066101041,-0.832089149130665,-0.234554565337607,0.48344222331825,0.641763496303892,1.35192827442185,0.862901409322473,0.787636411238898,-0.0016509442681686,-0.26252262085646,-0.940792956707175,-1.06957531043481,-1.17024170929038,-1.02427859670982,-0.323578219071035,-0.129157361162018,0.609577000293229,1.12469262985343,0.960288644655897,0.488095310772705,0.0624668926162494,-0.086605447541604,-1.05002705267086,-0.933498564282115,-1.22909466095218,-0.661771384850709,-0.584489064144145,0.306906363270069,0.44470804211649,1.0007034446626,1.17104662043893,0.370617373163908,0.0871086597054035,-0.471069191570014,-0.632389485266165,-0.725794958880553,-0.893020153013015,-0.0236727653486321,-0.276968508159548,0.267927762429538,0.638220609210543,1.04293584900689,0.896193125006026,0.632468492204779,0.15870389828619,-0.394046871307103
gene19,0.173493196967788,-0.582642088887316,-0.783440159510914,-0.814931555412673,-0.606385782709187,-0.603289133276347,0.172685078784978,0.212114641156791,0.687153462773001,0.338708981812983,0.237613884552367,6.5360165658751e-05,-0.486779222809364,-0.757237789546392,-0.416124537015222,-0.70285256483735,-0.57353130871252,-0.272228464415974,0.311661282791812,0.57438543173222,0.397173000693566,0.939561274310903,0.611491275371967,0.0928557471140981,0.0287842092751459,-0.246734827411565,-0.605324040697223,-0.852369126964649,-0.888123599142948,0.0043259690049451,0.335729274166472,0.420717638133743,0.524745895376648,0.753321452607957,0.655145649565581,0.355682756480428,-0.144238266115353,-0.365572680440765,-0.431765519356309,-0.687562855816247,-0.219291653298743,-0.19346814029785,0.346793884027436,0.553171742432769,0.535682602166806,0.637427956827934,0.107231892324704,0.622003680629199
gene20,-0.459345830027413,-0.253584385879528,0.233398954534236,0.312918001333055,0.489058299462503,0.433376914521329,0.458994693912608,0.410888714554295,-0.4033503500921,-0.624928855301239,-1.09814891280991,-0.959824398498365,-0.548858301989361,-0.39382421477391,0.322875195515968,0.272372356176849,0.592496306046149,0.725640380188957,0.511390502945562,0.489164703813183,0.173515323133938,-0.647886425226408,-1.0646802601447,-0.771536268491878,-0.283174275984368,-0.153586472793812,0.323746259646548,0.776007655363423,0.784822903693042,0.717551007503253,0.609029843432406,0.348908736499005,0.13819587091244,-0.49288816420157,-0.571099620241735,-1.05986858758854,-0.593776177833823,0.0748308176392611,-0.0305369095009528,0.665575532184502,0.817583243798596,0.736927579841876,0.704519530988595,0.270083871377182,-0.349461358154378,-0.804904745580344,-0.786192004450609,-0.634400716553803
gene21,0.541539756236483,1.13496081633247,0.448151963609569,0.168783635450109,0.244825582704606,-0.0140388265790624,-0.318260599740691,-0.894649365427743,-0.663552175551516,0.251514400849496,-0.480050019627384,0.757576240472923,0.757196266316552,0.503953625295534,0.508746554573394,0.103006163819154,-0.0681681105372529,-0.211822653259702,-0.39671624778084,-1.14114422770107,-0.667342107770132,-0.427191716339248,-0.198754749139668,0.507856648824917,0.829547258073073,0.805563753216402,0.360130330376748,0.361578247916582,0.162900185975816,-0.206197018265678,-0.866589242909725,-0.723616691014766,-0.752126644526802,-0.336568683463669,-0.0294304709658455,0.0840515578522901,1.12831682126083,1.00370455604833,0.893961838292905,-0.0171034493662174,0.268045692495903,-0.420852937283964,-0.537096768765398,-1.28781463044678,-0.65418870804403,-0.220640814066783,-0.531528788178224,0.301617975714375
gene22,-0.120527345646789,-0.5797086113438,-0.739689989819049,-0.955781300564076,-0.455971407422445,0.103306555126923,0.174530364387183,0.355632054067245,0.560971544990766,0.512148971100644,0.219963179806072,0.359645595685553,-0.056835293012334,-0.641213942579303,-0.698379520940937,-0.471616152369941,-0.651308463577926,-0.102196693199467,0.130134151054986,0.378815361951695,0.719231393546678,0.742806396880009,0.488654304505582,0.188489800137324,-0.2034171633018,-0.381107179973772,-0.377991255755356,-0.820069983039788,-0.563186659538664,-0.0681480185463453,0.398656144657608,0.629304746230362,0.928240020664974,0.760004566129489,0.461259000857963,-0.400518378454586,-0.0516833799190494,-0.451645875334585,-0.925873610772907,-0.705196703006526,-0.511427649110513,-0.484831547383646,0.134193710303095,0.613525392246697,0.142362025258155,0.650858925066587,0.642044138918793,0.0520015711696003
gene23,0.0822264126306349,0.114684349203937,-0.294190983908567,-0.342113583510504,-0.357131333358438,-0.488791886837185,-0.0970728650439355,0.156179054103416,0.265993134776555,0.620590714322481,0.520343186550602,0.582435989520133,0.249463298018355,-0.11458497359414,-0.18361619288331,-0.494838124831952,-0.328619882418952,-0.81283488479578,-0.05746845227086,-0.109363368643536,0.49039312623644,0.427485400148319,0.568854665824442,0.483230970412726,0.401892152817119,-0.128842209406806,-0.200758538601763,-0.459040828509249,-0.733197734502366,-0.521548477935453,-0.675732654072999,0.0200207545744355,0.453675038179711,0.562002414351875,0.447972688145211,0.336132210763263,0.207229974446527,-0.118825155289075,-0.756255583331537,-0.7196384575222,-0.597743769897636,-0.303490479871923,-0.506943048779423,0.118760345312997,0.199755061888506,0.699408688897374,0.514967763983217,0.379790020124329
gene24,0.394842151865137,0.506231729713235,0.231864838212859,0.0290821662134234,-0.301384833800525,-0.532757457086119,-0.510882511582383,-0.445077266004433,-0.31725583554436,-0.06477542065545,0.0182407006865147,0.288763148798841,0.535759188341429,0.469167150372608,0.111365119740972,-0.231938509106606,-0.230538971758963,-0.457418816548519,-0.532329695650283,-0.517922742400908,-0.28254665122954,0.056520716553945,0.303196987966205,0.554013026212904,0.534743949162423,0.62566883428368,0.105739285818625,0.0500428005861373,-0.376289070014494,-0.582422194717294,-0.410952505881647,-0.408709483909166,-0.162299952676409,0.0753503572725463,0.260436057031237,0.44164519148768,0.373030299359331,0.434640119534096,0.290299656619384,-0.0121340615029416,-0.28352808976064,-0.395883142277259,-0.622112267492289,-0.356376175208848,-0.242173636358347,-0.0274850240238199,0.396162898391883,0.728395374743117
gene25,0.335220675967769,0.394134663460387,1.10533277649698,0.257033636287319,0.270534666845617,0.209351319556309,-0.485188203463101,-0.734415809631381,-1.27595298265275,-1.15924297218054,-0.121521957185954,-0.233897202412181,1.00400722292172,1.0187143377463,0.98797953910304,0.869685298342964,-0.0083305975582243,0.0110922618643478,-0.292781052503295,-1.19677663028996,-1.02641402161939,-1.03283449560584,-0.341520160367047,0.0021400793747342,0.898846197591343,0.553502571559096,0.942893874292559,0.788304252315616,-0.177039194948615,-0.210874249801902,-0.880726997366148,-1.11101293406597,-0.758391769511941,-0.533781287187636,-0.756248357515031,0.104970020699777,0.125049520644262,1.1637422958673,0.804943239626636,1.07400692592838,-0.011024424475132,0.251971872938927,-0.786891411110578,-1.15176284013603,-1.10789202343386,-1.10377403593129,-1.03342574739801,0.137835980188267
gene26,0.0466725173268374,-0.617277632975442,-0.617345966081155,-0.699217654317378,-0.491209548112076,-0.265243606024268,-0.0529664609868468,0.479603384179137,0.790854662442862,0.876344218542649,0.298565529972167,0.342207505330273,0.0362448681781517,-0.484984436480451,-0.523435417833513,-0.71950423810036,-0.353855611413877,-0.0479543467945704,0.309699065315237,0.452223664999371,0.52144933930437,0.634017077276212,0.485449168821409,0.311809630615967,-0.0251577829851829,-0.376686275523077,-0.848014539039686,-0.469027991142827,-0.521044642720041,-0.0417540973124769,0.0382696527716996,0.128367063622172,0.479372727219131,0.439225101366438,0.593790275960957,0.208410219698155,-0.184938263947288,-0.736278740367285,-0.463998669686597,-0.78492454656998,-0.216343344462557,-0.17791544396968,0.0232167328057924,0.546439138691446,0.614769640229035,0.440145569194303,0.418982711735012,0.312140646897699
gene27,-0.356125496831087,0.123556330260968,-0.944473631907585,-0.973135535811364,-0.522252748195509,0.331017153378405,0.307161777040124,0.374105994304963,0.473618892886436,0.881616424455052,0.247834512684792,-1.3283649825183,-0.675085496218089,-0.943304447965408,-0.923195691008753,-0.825944657642145,0.406783872192781,-0.0840929945860213,0.660166739181008,1.21008913028495,0.934895803610104,0.502923886328376,-0.304891845244229,-0.959564801246592,-0.914415870133003,-0.477389949602761,-0.945785593971766,-0.584433261444186,-0.124849659060065,0.75889146455629,0.362701442541451,0.55067409642435,1.11175503614382,0.424162526396732,0.382519031669234,-0.197537284201777,0.120077221909112,-0.527002379720382,-0.962358824621145,-0.586296567149132,0.236377387310526,0.371986328937001,-0.0202123827097943,0.851101008654934,1.12066641596033,0.111500486075832,0.42788493917547,-0.684983127159321
gene28,0.29930269462585,0.554909028736531,0.277315648650375,0.360090202966077,0.242562356268625,0.0255605160666253,-0.123216329744748,-0.168952266059989,-0.684211741134199,-0.285972168552675,-0.0912616546625524,-0.148883427762364,0.367794450064539,0.286171219884126,0.175744589830316,0.752085490157573,0.0822573468324013,-0.109839675607257,-0.109397760739817,-0.311590121534138,-0.629917964754974,-0.524477509339031,-0.296928846776103,0.140331483568541,0.31232427694607,0.53026011737744,0.589683216843985,0.635087760698201,0.233927169507351,0.156739322008204,-0.217006067606375,0.0893023435773454,-0.521785687989746,-0.472050471650116,-0.110016179130517,0.25095706470692,0.293659415037348,0.861301363124209,0.347491892474918,0.371492443075118,0.176192786196724,-0.002866784480249,-0.0994199184767531,-0.410317071693107,-0.533315841775288,-0.563298121484259,-0.232678767449471,0.0312278355679147
gene29,-0.526434363367592,-0.903297461283798,-0.693343405897355,-0.249423542319817,-0.148018375806447,0.332000553525054,0.55088000410724,1.07831612923046,0.891796500134072,0.750449429688385,0.358397224960375,-0.249354886639585,-0.419699191104248,-1.13168820884698,-0.917751026920463,-0.929522986758842,-0.60109859962997,0.213448323828925,0.257835926463686,0.802779231136311,0.800786944976548,0.356624211973126,-0.0587289270566412,-0.0455149772248356,-0.470610358770854,-0.898295855225926,-0.995139949550839,-0.981321057196712,-0.503730204600381,-0.174275116392118,0.847040485480261,0.421443876425397,0.552268690907879,0.788405382275866,-0.043432350751216,0.0838044682039066,-0.513410234892784,-0.512689806635378,-0.87773804552346,-0.610743041346536,-0.191696591406517,0.195091665003994,0.604973758094609,0.889123059110315,0.753863915020556,0.61539760469037,0.658437477831432,-0.068751263662013
gene30,-0.18004049489207,0.225762225650451,0.403502240877398,0.632246593375735,0.609705380288773,0.25808159242687,-0.0331033256538166,-0.220421030399393,-0.347715723820709,-0.673610933126625,-0.649203299158669,-0.18022635143321,-0.190518735716824,0.149147713178297,0.49469966748751,0.705358729720585,0.583778298884841,0.325606746413258,0.042950727953475,-0.316020550432294,-0.425738131723524,-0.857114353412231,-0.415472622036903,-0.300502813998679,-0.0523154256595463,0.337416795235456,0.614515027945694,0.456718156200847,0.553376303462057,0.016717796701568,0.196455588358568,-0.275508230578051,-0.51124963005869,-0.54837465913496,-0.337482914345479,-0.459794831783504,-0.154146116669652,0.424167187239404,0.482994885496739,0.357684101174449,0.751453856563557,0.328279926368309,0.158423810934282,-0.186447816699738,-0.586958356909008,-0.395442416211043,-0.667349492545352,-0.301444269740568
